# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=279 anchor_m=7 Swiss=11 | 加速烙刀,绵鳚,篝火,打火机,大钢弩,三花,燃烧响炮
  4. RR=193 anchor_m=123 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草,拍立蚌
  5. RR=179 anchor_m=136 Swiss=9 | 钓鱼竿,珍珠,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  6. RR=178 anchor_m=127 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,盐钳海盗
  7. RR=185 anchor_m=113 Swiss=9 | 钓鱼竿,海螺壳,拍立蚌,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=174 anchor_m=130 Swiss=9 | 龙涎香,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  9. RR=186 anchor_m=84 Swiss=11 | 钓鱼竿,珊瑚,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=168 anchor_m=120 Swiss=9 | 钓鱼竿,潜水配重,珍珠,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  11. RR=167 anchor_m=116 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,飞鱼
  12. RR=177 anchor_m=94 Swiss=10 | 鱼饵,钓鱼竿,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  13. RR=162 anchor_m=120 Swiss=9 | 龙涎香,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  14. RR=158 anchor_m=121 Swiss=10 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,皮皮虾
  15. RR=162 anchor_m=112 Swiss=10 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,食人鱼,珊瑚
  16. RR=164 anchor_m=104 Swiss=9 | 钓鱼竿,毒须鲶,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  17. RR=159 anchor_m=114 Swiss=9 | 独角鲸,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚
  18. RR=166 anchor_m=97 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,龙涎香,拍立蚌
  19. RR=160 anchor_m=107 Swiss=10 | 鱼饵,钓鱼竿,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=173 anchor_m=79 Swiss=9 | 钓鱼竿,皮皮虾,迷幻蝠鲼,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 铲子
[GDF] size=10 top 20
  1. RR=222 anchor_m=44 Swiss=11 | 小冰镐,铲子,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚
  2. RR=218 anchor_m=62 Swiss=9 | 小冰镐,铲子,水草,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  3. RR=216 anchor_m=63 Swiss=10 | 小冰镐,铲子,珊瑚,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚
  4. RR=208 anchor_m=75 Swiss=11 | 小冰镐,铲子,珊瑚,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚
  5. RR=216 anchor_m=52 Swiss=10 | 小冰镐,铲子,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  6. RR=211 anchor_m=61 Swiss=10 | 小冰镐,鱼饵,铲子,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  7. RR=208 anchor_m=63 Swiss=10 | 水草,小冰镐,铲子,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚
  8. RR=216 anchor_m=37 Swiss=11 | 小冰镐,铲子,珊瑚,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚
  9. RR=209 anchor_m=50 Swiss=11 | 小冰镐,铲子,珊瑚,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚
  10. RR=203 anchor_m=62 Swiss=11 | 小冰镐,铲子,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,水草
  11. RR=199 anchor_m=55 Swiss=10 | 小冰镐,燃烧响炮,铲子,雪怪蟹,风暴瓶,绵鳚,打火机,飞镖发射器
  12. RR=183 anchor_m=69 Swiss=10 | 小冰镐,铲子,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  13. RR=185 anchor_m=64 Swiss=10 | 小冰镐,水草,铲子,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚
  14. RR=195 anchor_m=35 Swiss=10 | 海螺壳,小冰镐,铲子,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  15. RR=183 anchor_m=56 Swiss=10 | 小冰镐,铲子,拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚
  16. RR=183 anchor_m=47 Swiss=11 | 小冰镐,理查森先生,铲子,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚
  17. RR=170 anchor_m=69 Swiss=10 | 拍立蚌,小冰镐,铲子,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚
  18. RR=172 anchor_m=51 Swiss=10 | 小冰镐,铲子,珊瑚,独角鲸,水母,雪怪蟹,元素深水炸弹,绵鳚
  19. RR=180 anchor_m=32 Swiss=10 | 小冰镐,铲子,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,盐钳海盗
  20. RR=156 anchor_m=73 Swiss=9 | 小冰镐,铲子,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,燃烧响炮

[GDF] seeds: 锁匣
[GDF] size=10 top 20
  1. RR=266 anchor_m=79 Swiss=11 | 舱底蠕虫,锁匣,船长舱,潜水配重,带刃悬浮板,淬锋钢
  2. RR=250 anchor_m=139 Swiss=11 | 舱底蠕虫,藏刃匕首,锁匣,深潜器,潜水配重,带刃悬浮板,淬锋钢
  3. RR=227 anchor_m=21 Swiss=10 | 海螺壳,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,锁匣,珊瑚
  4. RR=220 anchor_m=27 Swiss=10 | 鱼饵,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,锁匣,珊瑚
  5. RR=189 anchor_m=80 Swiss=11 | 舱底蠕虫,深潜器,锁匣,炮弹,潜水配重,带刃悬浮板,淬锋钢
  6. RR=223 anchor_m=5 Swiss=10 | 珊瑚,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,水草,锁匣
  7. RR=158 anchor_m=133 Swiss=10 | 舱底蠕虫,鲨齿爪,锁匣,小冰镐,潜水配重,带刃悬浮板,淬锋钢
  8. RR=158 anchor_m=132 Swiss=10 | 舱底蠕虫,深潜器,锁匣,小冰镐,潜水配重,带刃悬浮板,淬锋钢
  9. RR=167 anchor_m=109 Swiss=10 | 湿件战服,舱底蠕虫,锁匣,绵鳚,潜水配重,带刃悬浮板,淬锋钢
  10. RR=150 anchor_m=142 Swiss=9 | 舱底蠕虫,藏刃匕首,小冰镐,手斧,锁匣,潜水配重,带刃悬浮板,淬锋钢
  11. RR=161 anchor_m=110 Swiss=10 | 舱底蠕虫,深潜器,手斧,锁匣,潜水配重,带刃悬浮板,淬锋钢
  12. RR=153 anchor_m=124 Swiss=10 | 舱底蠕虫,鲨齿爪,藏刃匕首,锁匣,潜水配重,带刃悬浮板,淬锋钢
  13. RR=205 anchor_m=19 Swiss=10 | 龙涎香,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,锁匣,珊瑚
  14. RR=198 anchor_m=24 Swiss=10 | 吸血章鱼,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,锁匣,珊瑚
  15. RR=190 anchor_m=33 Swiss=9 | 龙涎香,元素深水炸弹,雪怪蟹,毒须鲶,潜水配重,绵鳚,小冰镐,锁匣
  16. RR=196 anchor_m=20 Swiss=11 | 元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,锁匣,珊瑚,潜水配重
  17. RR=197 anchor_m=10 Swiss=11 | 珊瑚,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,飞鱼,锁匣
  18. RR=177 anchor_m=49 Swiss=10 | 吸血章鱼,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,水草,锁匣
  19. RR=140 anchor_m=120 Swiss=10 | 船首像,舱底蠕虫,锁匣,绵鳚,潜水配重,带刃悬浮板,淬锋钢
  20. RR=188 anchor_m=16 Swiss=10 | 盐钳海盗,元素深水炸弹,雪怪蟹,毒须鲶,绵鳚,小冰镐,珊瑚,锁匣

[GDF] seeds: 锁镰
[GDF] size=10 top 20
  1. RR=250 anchor_m=114 Swiss=11 | 流星索,大钢弩,十手,枪套,锁镰,小冰镐,皮皮虾,火药角,烈酒杯
  2. RR=197 anchor_m=178 Swiss=9 | 十手,锁镰,小冰镐,流星索,皮皮虾,迷幻蝠鲼,盐钳海盗,火药角,烈酒杯,拍立蚌
  3. RR=207 anchor_m=152 Swiss=10 | 皮皮虾,十手,锁镰,减速烙刀,流星索,抓钩,火药角,烈酒杯,拍立蚌
  4. RR=197 anchor_m=164 Swiss=10 | 十手,锁镰,小冰镐,拍立蚌,烈酒杯,炮弹,流星索,理查森先生,迷幻蝠鲼,皮皮虾
  5. RR=201 anchor_m=152 Swiss=10 | 皮皮虾,十手,锁镰,减速烙刀,抓钩,烈酒杯,炮弹,拍立蚌,流星索
  6. RR=194 anchor_m=140 Swiss=10 | 十手,锁镰,小冰镐,皮皮虾,流星索,火药角,烈酒杯,拍立蚌,减速烙刀
  7. RR=185 anchor_m=155 Swiss=10 | 拍立蚌,皮皮虾,迷幻蝠鲼,理查森先生,流星索,十手,锁镰,小冰镐,火药角,烈酒杯
  8. RR=180 anchor_m=151 Swiss=10 | 十手,锁镰,小冰镐,牌桌,皮皮虾,流星索,火药角,烈酒杯,拍立蚌
  9. RR=178 anchor_m=143 Swiss=11 | 流星索,牌桌,皮皮虾,十手,锁镰,抓钩,烈酒杯,炮弹,拍立蚌
  10. RR=176 anchor_m=142 Swiss=11 | 流星索,皮皮虾,大钢弩,十手,锁镰,抓钩,烈酒杯,炮弹,拍立蚌
  11. RR=170 anchor_m=153 Swiss=10 | 十手,锁镰,小冰镐,烈酒杯,炮弹,流星索,珊瑚,理查森先生,迷幻蝠鲼,皮皮虾
  12. RR=168 anchor_m=152 Swiss=11 | 皮皮虾,迷幻蝠鲼,理查森先生,十手,拍立蚌,飞镖发射器,锁镰,小冰镐,火药角,烈酒杯
  13. RR=171 anchor_m=143 Swiss=10 | 迷幻蝠鲼,皮皮虾,十手,锁镰,减速烙刀,抓钩,火药角,烈酒杯,拍立蚌
  14. RR=168 anchor_m=147 Swiss=9 | 皮皮虾,十手,锁镰,小冰镐,抓钩,大钢弩,火药角,烈酒杯,拍立蚌
  15. RR=177 anchor_m=129 Swiss=11 | 皮皮虾,流星索,牌桌,十手,锁镰,抓钩,火药角,烈酒杯,拍立蚌
  16. RR=168 anchor_m=146 Swiss=10 | 皮皮虾,十手,锁镰,减速烙刀,抓钩,烈酒杯,炮弹,手雷,拍立蚌
  17. RR=167 anchor_m=143 Swiss=9 | 皮皮虾,十手,锁镰,减速烙刀,抓钩,燃烧响炮,烈酒杯,炮弹,拍立蚌
  18. RR=164 anchor_m=147 Swiss=11 | 十手,锁镰,小冰镐,拍立蚌,烈酒杯,炮弹,手雷,皮皮虾,迷幻蝠鲼,盐钳海盗
  19. RR=163 anchor_m=142 Swiss=10 | 迷幻蝠鲼,皮皮虾,十手,锁镰,减速烙刀,抓钩,烈酒杯,炮弹,拍立蚌
  20. RR=166 anchor_m=136 Swiss=10 | 十手,锁镰,小冰镐,绵鳚,减速烙刀,皮皮虾,火药角,烈酒杯,拍立蚌

[GDF] seeds: 集成式HUD
[GDF] size=10 top 20
  1. RR=251 anchor_m=-2 Swiss=11 | 马龙鱼,湿件战服,淬锋钢,藏刃匕首,深潜器,集成式HUD,小冰镐
  2. RR=224 anchor_m=166 Swiss=11 | 打火机,枪套,小冰镐,绵鳚,风暴瓶,雪怪蟹,毒须鲶,集成式HUD,燃烧响炮
  3. RR=221 anchor_m=159 Swiss=10 | 燃烧响炮,集成式HUD,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,打火机,枪套
  4. RR=210 anchor_m=144 Swiss=10 | 打火机,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,毒须鲶,集成式HUD,燃烧响炮
  5. RR=217 anchor_m=128 Swiss=10 | 集成式HUD,燃烧响炮,小冰镐,珊瑚,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹
  6. RR=208 anchor_m=143 Swiss=11 | 珊瑚,燃烧响炮,集成式HUD,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,打火机
  7. RR=198 anchor_m=142 Swiss=11 | 燃烧响炮,珊瑚,枪套,集成式HUD,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母
  8. RR=196 anchor_m=146 Swiss=11 | 打火机,燃烧子弹,小冰镐,绵鳚,风暴瓶,雪怪蟹,毒须鲶,集成式HUD,燃烧响炮
  9. RR=187 anchor_m=162 Swiss=10 | 打火机,蔻森娜纹章,珊瑚,小冰镐,绵鳚,风暴瓶,雪怪蟹,集成式HUD,燃烧响炮
  10. RR=181 anchor_m=162 Swiss=10 | 打火机,小冰镐,绵鳚,风暴瓶,雪怪蟹,珊瑚,枪套,集成式HUD,燃烧响炮
  11. RR=204 anchor_m=99 Swiss=10 | 集成式HUD,小冰镐,珊瑚,潜水配重,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹
  12. RR=174 anchor_m=145 Swiss=11 | 燃烧响炮,集成式HUD,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,龙涎香,打火机
  13. RR=175 anchor_m=143 Swiss=10 | 水母,打火机,燃烧子弹,小冰镐,绵鳚,风暴瓶,雪怪蟹,集成式HUD,燃烧响炮
  14. RR=183 anchor_m=114 Swiss=11 | 集成式HUD,打火机,小冰镐,珊瑚,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹
  15. RR=176 anchor_m=125 Swiss=10 | 海影宝驹,燃烧响炮,集成式HUD,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母
  16. RR=178 anchor_m=104 Swiss=10 | 集成式HUD,小冰镐,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,水母,珊瑚
  17. RR=164 anchor_m=131 Swiss=10 | 打火机,小冰镐,绵鳚,风暴瓶,雪怪蟹,毒须鲶,藏刃匕首,集成式HUD,燃烧响炮
  18. RR=162 anchor_m=130 Swiss=10 | 集成式HUD,吸血章鱼,小冰镐,珊瑚,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹
  19. RR=167 anchor_m=111 Swiss=9 | 集成式HUD,小冰镐,珊瑚,毒须鲶,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹
  20. RR=150 anchor_m=145 Swiss=10 | 打火机,小冰镐,绵鳚,风暴瓶,雪怪蟹,枪套,集成式HUD,燃烧响炮,藏刃匕首

[GDF] seeds: 雪怪蟹
[GDF] size=10 top 20
  1. RR=185 anchor_m=185 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,水草,海螺壳
  2. RR=182 anchor_m=182 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,潜水配重,海螺壳
  3. RR=179 anchor_m=179 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,皮皮虾,珍珠
  4. RR=176 anchor_m=176 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,食人鱼,拍立蚌,皮皮虾
  5. RR=175 anchor_m=175 Swiss=10 | 水草,海螺壳,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  6. RR=174 anchor_m=174 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚,潜水配重,水草
  7. RR=173 anchor_m=173 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,皮皮虾,海螺壳
  8. RR=173 anchor_m=173 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,潜水配重,拍立蚌,水草
  9. RR=171 anchor_m=171 Swiss=10 | 珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,潜水配重,海螺壳
  10. RR=170 anchor_m=170 Swiss=11 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珍珠,潜水配重,珊瑚
  11. RR=169 anchor_m=169 Swiss=9 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,海螺壳,鱼饵
  12. RR=168 anchor_m=168 Swiss=11 | 水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,鱼饵
  13. RR=168 anchor_m=168 Swiss=10 | 海螺壳,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,皮皮虾
  14. RR=166 anchor_m=166 Swiss=10 | 水草,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,珍珠
  15. RR=166 anchor_m=166 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,珊瑚,水草,鱼饵
  16. RR=166 anchor_m=166 Swiss=9 | 海螺壳,潜水配重,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,珊瑚
  17. RR=165 anchor_m=165 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,龙涎香,潜水配重,海螺壳
  18. RR=164 anchor_m=164 Swiss=10 | 小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,毒须鲶,潜水配重,拍立蚌
  19. RR=164 anchor_m=164 Swiss=10 | 小冰镐,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,皮皮虾
  20. RR=163 anchor_m=163 Swiss=9 | 飞鱼,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,海螺壳

[GDF] seeds: 靴里剑
[GDF] size=10 top 20
  1. RR=202 anchor_m=62 Swiss=9 | 靴里剑,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草,拍立蚌
  2. RR=197 anchor_m=68 Swiss=9 | 靴里剑,鱼饵,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  3. RR=193 anchor_m=67 Swiss=9 | 靴里剑,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,小冰镐,拍立蚌
  4. RR=196 anchor_m=58 Swiss=9 | 海螺壳,拍立蚌,靴里剑,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  5. RR=190 anchor_m=65 Swiss=9 | 海螺壳,靴里剑,鱼饵,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=188 anchor_m=68 Swiss=10 | 靴里剑,拍立蚌,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  7. RR=171 anchor_m=88 Swiss=9 | 海螺壳,理查森先生,靴里剑,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=190 anchor_m=43 Swiss=9 | 靴里剑,拍立蚌,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=177 anchor_m=67 Swiss=10 | 海螺壳,靴里剑,珊瑚,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  10. RR=178 anchor_m=59 Swiss=10 | 靴里剑,珍珠,潜水配重,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  11. RR=176 anchor_m=55 Swiss=9 | 靴里剑,珊瑚,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵
  12. RR=174 anchor_m=57 Swiss=9 | 靴里剑,珊瑚,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  13. RR=170 anchor_m=59 Swiss=10 | 靴里剑,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,鱼饵,珍珠
  14. RR=170 anchor_m=56 Swiss=10 | 靴里剑,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,吸血章鱼,拍立蚌
  15. RR=183 anchor_m=26 Swiss=10 | 靴里剑,皮皮虾,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  16. RR=167 anchor_m=52 Swiss=10 | 靴里剑,珍珠,水草,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=166 anchor_m=52 Swiss=10 | 靴里剑,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,盐钳海盗,小冰镐
  18. RR=159 anchor_m=61 Swiss=9 | 靴里剑,珊瑚,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,理查森先生,小冰镐
  19. RR=159 anchor_m=59 Swiss=9 | 靴里剑,珊瑚,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,小冰镐
  20. RR=167 anchor_m=43 Swiss=9 | 靴里剑,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,小冰镐

[GDF] seeds: 风暴瓶
[GDF] size=10 top 20
  1. RR=224 anchor_m=220 Swiss=10 | 珊瑚,潜水配重,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,拍立蚌
  2. RR=221 anchor_m=221 Swiss=10 | 海影宝驹,珊瑚,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  3. RR=198 anchor_m=198 Swiss=11 | 拍立蚌,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹,小冰镐,打火机,燃烧响炮
  4. RR=197 anchor_m=197 Swiss=10 | 珊瑚,拍立蚌,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮
  5. RR=196 anchor_m=195 Swiss=11 | 珊瑚,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,拍立蚌,海螺壳
  6. RR=195 anchor_m=195 Swiss=10 | 小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,打火机,燃烧响炮,枪套,流星索
  7. RR=186 anchor_m=186 Swiss=11 | 珊瑚,流星索,拍立蚌,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  8. RR=183 anchor_m=182 Swiss=10 | 珊瑚,理查森先生,拍立蚌,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  9. RR=181 anchor_m=181 Swiss=9 | 珊瑚,拍立蚌,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,藏刃匕首
  10. RR=180 anchor_m=180 Swiss=10 | 珊瑚,流星索,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮
  11. RR=179 anchor_m=179 Swiss=11 | 小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,打火机,燃烧响炮,流星索,珊瑚
  12. RR=173 anchor_m=173 Swiss=10 | 珊瑚,拍立蚌,抓钩,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  13. RR=173 anchor_m=173 Swiss=10 | 珊瑚,龙涎香,流星索,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  14. RR=172 anchor_m=172 Swiss=11 | 燃烧响炮,飞镖发射器,海影宝驹,雪怪蟹,风暴瓶,绵鳚,小冰镐,珊瑚
  15. RR=171 anchor_m=170 Swiss=10 | 珊瑚,拍立蚌,皮皮虾,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  16. RR=169 anchor_m=169 Swiss=9 | 珊瑚,拍立蚌,龙涎香,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  17. RR=168 anchor_m=168 Swiss=10 | 枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧子弹,飞镖发射器,打火机,燃烧响炮
  18. RR=168 anchor_m=168 Swiss=9 | 珊瑚,迷幻蝠鲼,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,海螺壳
  19. RR=168 anchor_m=166 Swiss=10 | 珊瑚,珍珠,潜水配重,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐
  20. RR=166 anchor_m=166 Swiss=10 | 珊瑚,珍珠,流星索,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐

[GDF] seeds: 飞镖发射器
[GDF] size=10 top 20
  1. RR=241 anchor_m=129 Swiss=11 | 减速烙刀,锁镰,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,流星索,拍立蚌
  2. RR=217 anchor_m=127 Swiss=10 | 飞镖发射器,十手,锁镰,流星索,皮皮虾,火药角,烈酒杯,拍立蚌,减速烙刀
  3. RR=215 anchor_m=118 Swiss=11 | 飞镖发射器,十手,绵鳚,减速烙刀,燃烧响炮,皮皮虾,烈酒杯,炮弹,拍立蚌
  4. RR=197 anchor_m=146 Swiss=10 | 减速烙刀,锁镰,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,手雷,拍立蚌
  5. RR=203 anchor_m=111 Swiss=11 | 燃烧响炮,飞镖发射器,十手,绵鳚,减速烙刀,拍立蚌,皮皮虾,火药角,烈酒杯
  6. RR=214 anchor_m=80 Swiss=10 | 燃烧响炮,飞镖发射器,十手,绵鳚,加速烙刀,皮皮虾,火药角,烈酒杯,枪套
  7. RR=197 anchor_m=99 Swiss=10 | 飞镖发射器,十手,绵鳚,减速烙刀,皮皮虾,珊瑚,火药角,烈酒杯,拍立蚌
  8. RR=189 anchor_m=110 Swiss=10 | 飞镖发射器,十手,绵鳚,减速烙刀,皮皮虾,烈酒杯,炮弹,流星索,燃烧响炮
  9. RR=184 anchor_m=118 Swiss=10 | 飞镖发射器,十手,皮皮虾,火药角,烈酒杯,拍立蚌,燃烧响炮,减速烙刀,流星索
  10. RR=172 anchor_m=126 Swiss=10 | 减速烙刀,锁镰,飞镖发射器,十手,皮皮虾,烈酒杯,炮弹,拍立蚌,燃烧响炮
  11. RR=187 anchor_m=95 Swiss=11 | 飞镖发射器,十手,皮皮虾,火药角,烈酒杯,拍立蚌,减速烙刀,绵鳚,流星索
  12. RR=178 anchor_m=109 Swiss=10 | 飞镖发射器,十手,绵鳚,减速烙刀,燃烧响炮,皮皮虾,流星索,火药角,烈酒杯
  13. RR=180 anchor_m=100 Swiss=10 | 飞镖发射器,十手,绵鳚,减速烙刀,皮皮虾,烈酒杯,炮弹,珊瑚,拍立蚌
  14. RR=173 anchor_m=112 Swiss=9 | 飞镖发射器,十手,皮皮虾,火药角,烈酒杯,珊瑚,拍立蚌,减速烙刀,流星索
