# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=276 anchor_m=5 Swiss=11 | 篝火,打火机,燃烧子弹,三花,燃烧响炮,绵鳚,珊瑚,大钢弩

[GDF] seeds: 迷你弯刀
[GDF] size=10 top 20
  1. RR=240 anchor_m=49 Swiss=10 | 枪套,打火机,绵鳚,小冰镐,迷你弯刀,燃烧响炮,篝火,大钢弩
  2. RR=225 anchor_m=225 Swiss=11 | 救生圈,迷你弯刀,淬锋钢,六分仪,潜水配重,沙滩充气球,珊瑚
  3. RR=232 anchor_m=138 Swiss=10 | 燃烧响炮,珊瑚,迷你弯刀,打火机,水车,淬锋钢,救生圈
  4. RR=196 anchor_m=196 Swiss=9 | 星盘,迷你弯刀,淬锋钢,救生圈,六分仪,潜水配重,珊瑚
  5. RR=235 anchor_m=50 Swiss=10 | 枪套,打火机,标枪,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  6. RR=217 anchor_m=17 Swiss=10 | 加速烙刀,篝火,打火机,迷你弯刀,燃烧响炮,珊瑚,救生圈
  7. RR=204 anchor_m=36 Swiss=10 | 枪套,流星索,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  8. RR=218 anchor_m=5 Swiss=10 | 手斧,珊瑚,绵鳚,打火机,救生圈,迷你弯刀,火炮,燃烧响炮
  9. RR=194 anchor_m=49 Swiss=10 | 枪套,打火机,绵鳚,加速烙刀,救生圈,小冰镐,迷你弯刀,燃烧响炮
  10. RR=204 anchor_m=14 Swiss=9 | 枪套,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩,藏刃匕首
  11. RR=196 anchor_m=18 Swiss=9 | 加速烙刀,绵鳚,篝火,打火机,迷你弯刀,燃烧响炮,救生圈
  12. RR=198 anchor_m=8 Swiss=10 | 枪套,打火机,水母,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  13. RR=144 anchor_m=107 Swiss=9 | 枪套,打火机,大钢弩,绵鳚,加速烙刀,小冰镐,迷你弯刀,燃烧响炮
  14. RR=179 anchor_m=36 Swiss=9 | 枪套,打火机,食人鱼,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  15. RR=179 anchor_m=16 Swiss=10 | 枪套,手斧,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  16. RR=177 anchor_m=19 Swiss=9 | 加速烙刀,篝火,打火机,燃烧子弹,救生圈,迷你弯刀,燃烧响炮
  17. RR=167 anchor_m=38 Swiss=9 | 枪套,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩,套娃
  18. RR=169 anchor_m=33 Swiss=9 | 葡萄弹,枪套,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩
  19. RR=167 anchor_m=32 Swiss=9 | 枪套,打火机,潜水配重,绵鳚,小冰镐,珍珠,迷你弯刀,燃烧响炮,大钢弩
  20. RR=175 anchor_m=7 Swiss=9 | 枪套,烈酒杯,打火机,潜水配重,绵鳚,小冰镐,迷你弯刀,燃烧响炮,大钢弩

[GDF] seeds: 迷幻蝠鲼
[GDF] size=10 top 20
  1. RR=218 anchor_m=39 Swiss=10 | 枪套,拍立蚌,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  2. RR=178 anchor_m=116 Swiss=10 | 大钢弩,绵鳚,十手,炮弹,烈酒杯,枪套,皮皮虾,迷幻蝠鲼,水母
  3. RR=202 anchor_m=63 Swiss=11 | 大钢弩,绵鳚,十手,枪套,炮弹,烈酒杯,拍立蚌,皮皮虾,迷幻蝠鲼
  4. RR=184 anchor_m=92 Swiss=10 | 枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼,飞镖发射器
  5. RR=186 anchor_m=85 Swiss=10 | 枪套,十手,火药角,烈酒杯,水草,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  6. RR=186 anchor_m=83 Swiss=11 | 枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,理查森先生,迷幻蝠鲼
  7. RR=207 anchor_m=40 Swiss=11 | 燃烧响炮,枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  8. RR=204 anchor_m=45 Swiss=10 | 枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼,流星索
  9. RR=189 anchor_m=71 Swiss=10 | 大钢弩,绵鳚,十手,枪套,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼,小冰镐
  10. RR=176 anchor_m=97 Swiss=9 | 大钢弩,绵鳚,十手,枪套,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼,飞鱼
  11. RR=185 anchor_m=71 Swiss=10 | 大钢弩,绵鳚,燃烧响炮,十手,枪套,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼
  12. RR=197 anchor_m=47 Swiss=10 | 打火机,枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  13. RR=194 anchor_m=52 Swiss=10 | 枪套,十手,火药角,烈酒杯,绵鳚,大钢弩,小冰镐,皮皮虾,迷幻蝠鲼
  14. RR=175 anchor_m=72 Swiss=10 | 大钢弩,绵鳚,十手,枪套,炮弹,烈酒杯,飞镖发射器,皮皮虾,迷幻蝠鲼
  15. RR=171 anchor_m=80 Swiss=10 | 大钢弩,绵鳚,十手,枪套,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼,葡萄弹
  16. RR=167 anchor_m=86 Swiss=10 | 枪套,十手,火药角,烈酒杯,绵鳚,大钢弩,皮皮虾,迷幻蝠鲼,水母
  17. RR=161 anchor_m=88 Swiss=10 | 枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,珍珠,皮皮虾,迷幻蝠鲼
  18. RR=186 anchor_m=37 Swiss=11 | 藏刃匕首,枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  19. RR=173 anchor_m=61 Swiss=10 | 枪套,宠物石,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼
  20. RR=175 anchor_m=49 Swiss=10 | 手斧,枪套,十手,火药角,烈酒杯,大钢弩,绵鳚,皮皮虾,迷幻蝠鲼

[GDF] seeds: 通缉海报
[GDF] size=10 top 20
  1. RR=212 anchor_m=59 Swiss=11 | 藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报,小冰镐
  2. RR=206 anchor_m=184 Swiss=10 | 湿件战服,淬锋钢,藏刃匕首,绵鳚,小冰镐,通缉海报,珊瑚,燃烧响炮
  3. RR=202 anchor_m=167 Swiss=11 | 燃烧响炮,小冰镐,绵鳚,湿件战服,打火机,燃烧子弹,左轮手枪,通缉海报
  4. RR=182 anchor_m=154 Swiss=10 | 湿件战服,淬锋钢,燃烧子弹,藏刃匕首,绵鳚,小冰镐,通缉海报,燃烧响炮
  5. RR=208 anchor_m=89 Swiss=11 | 手斧,藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报
  6. RR=204 anchor_m=83 Swiss=9 | 藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,手雷,打火机,通缉海报
  7. RR=209 anchor_m=65 Swiss=10 | 小冰镐,燃烧响炮,绵鳚,打火机,鱼雷,通缉海报,火炮
  8. RR=162 anchor_m=156 Swiss=10 | 燃烧响炮,小冰镐,珊瑚,绵鳚,湿件战服,打火机,淬锋钢,通缉海报
  9. RR=168 anchor_m=139 Swiss=9 | 湿件战服,淬锋钢,藏刃匕首,打火机,绵鳚,小冰镐,通缉海报,燃烧响炮
  10. RR=202 anchor_m=63 Swiss=10 | 藏刃匕首,枪套,流星索,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报
  11. RR=209 anchor_m=36 Swiss=10 | 燃烧响炮,燃烧子弹,打火机,篝火,加速烙刀,珊瑚,通缉海报
  12. RR=188 anchor_m=66 Swiss=10 | 藏刃匕首,枪套,燃烧响炮,葡萄弹,绵鳚,加速烙刀,打火机,通缉海报
  13. RR=184 anchor_m=74 Swiss=10 | 藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报,靴里剑
  14. RR=177 anchor_m=85 Swiss=9 | 蔻森娜纹章,套娃,燃烧子弹,恶鬼面具,燃烧响炮,绵鳚,打火机,通缉海报
  15. RR=170 anchor_m=82 Swiss=9 | 藏刃匕首,套娃,枪套,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报
  16. RR=187 anchor_m=41 Swiss=11 | 珊瑚,藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,打火机,通缉海报
  17. RR=180 anchor_m=53 Swiss=9 | 藏刃匕首,枪套,燃烧响炮,绵鳚,加速烙刀,理查森先生,打火机,通缉海报
  18. RR=148 anchor_m=115 Swiss=10 | 小冰镐,燃烧响炮,绵鳚,葡萄弹,打火机,通缉海报,火炮,流星索
  19. RR=183 anchor_m=43 Swiss=11 | 燃烧响炮,绵鳚,打火机,燃烧子弹,火炮,通缉海报,鱼雷
  20. RR=162 anchor_m=82 Swiss=9 | 藏刃匕首,燃烧子弹,燃烧响炮,绵鳚,加速烙刀,烈酒杯,打火机,通缉海报

[GDF] seeds: 钓鱼竿
[GDF] size=10 top 20
  1. RR=263 anchor_m=9 Swiss=11 | 大钢弩,燃烧响炮,绵鳚,打火机,钓鱼竿,毒须鲶,篝火
  2. RR=219 anchor_m=160 Swiss=10 | 拍立蚌,钓鱼竿,海底热泉,葡萄弹,绵鳚,燃烧响炮,鱼雷
  3. RR=239 anchor_m=103 Swiss=10 | 钓鱼竿,海底热泉,火炮,绵鳚,燃烧响炮,鱼雷
  4. RR=224 anchor_m=105 Swiss=10 | 钓鱼竿,海底热泉,打火机,葡萄弹,绵鳚,燃烧响炮,鱼雷
  5. RR=224 anchor_m=96 Swiss=10 | 燃烧响炮,大钢弩,打火机,钓鱼竿,毒须鲶,篝火,枪套
  6. RR=209 anchor_m=116 Swiss=10 | 钓鱼竿,海螺壳,毒须鲶,潜水配重,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  7. RR=217 anchor_m=96 Swiss=10 | 钓鱼竿,水草,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=202 anchor_m=120 Swiss=10 | 珍珠,钓鱼竿,水草,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=215 anchor_m=92 Swiss=10 | 钓鱼竿,吸血章鱼,淬锋钢,牌桌,六分仪,潜水配重,枪套
  10. RR=206 anchor_m=103 Swiss=10 | 燃烧响炮,大钢弩,打火机,钓鱼竿,潜水配重,毒须鲶,篝火
  11. RR=198 anchor_m=119 Swiss=10 | 钓鱼竿,海螺壳,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,迷幻蝠鲼
  12. RR=212 anchor_m=83 Swiss=10 | 大钢弩,燃烧响炮,燃烧子弹,打火机,钓鱼竿,毒须鲶,篝火
  13. RR=207 anchor_m=88 Swiss=11 | 钓鱼竿,海底热泉,流星索,葡萄弹,绵鳚,燃烧响炮,鱼雷
  14. RR=198 anchor_m=106 Swiss=10 | 钓鱼竿,海底热泉,葡萄弹,绵鳚,燃烧响炮,套娃,鱼雷
  15. RR=194 anchor_m=110 Swiss=11 | 鱼雷,流星索,钓鱼竿,海底热泉,打火机,绵鳚,燃烧响炮
  16. RR=200 anchor_m=96 Swiss=10 | 珍珠,潜水配重,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=196 anchor_m=102 Swiss=10 | 钓鱼竿,海底热泉,手雷,葡萄弹,绵鳚,燃烧响炮,鱼雷
  18. RR=193 anchor_m=108 Swiss=10 | 钓鱼竿,水草,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  19. RR=223 anchor_m=44 Swiss=11 | 海螺壳,钓鱼竿,珊瑚,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=206 anchor_m=68 Swiss=10 | 珍珠,海螺壳,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 铲子
[GDF] size=10 top 20
  1. RR=294 anchor_m=9 Swiss=11 | 篝火,打火机,大钢弩,铲子,燃烧响炮,绵鳚,理查森先生
  2. RR=256 anchor_m=228 Swiss=11 | 篝火,打火机,珊瑚,绵鳚,铲子,大钢弩,燃烧响炮
  3. RR=266 anchor_m=39 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,铲子,绵鳚,燃烧响炮
  4. RR=258 anchor_m=49 Swiss=10 | 加速烙刀,篝火,打火机,大钢弩,铲子,燃烧响炮
  5. RR=243 anchor_m=57 Swiss=11 | 加速烙刀,篝火,打火机,燃烧子弹,拍立蚌,铲子,燃烧响炮
  6. RR=260 anchor_m=14 Swiss=10 | 加速烙刀,篝火,枪套,打火机,铲子,绵鳚,燃烧响炮
  7. RR=232 anchor_m=67 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,套娃,铲子,燃烧响炮
  8. RR=171 anchor_m=171 Swiss=10 | 手斧,打火机,绵鳚,铲子,大钢弩,火炮,燃烧响炮
  9. RR=221 anchor_m=64 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,流星索,铲子,燃烧响炮
  10. RR=210 anchor_m=66 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,拍立蚌,铲子,燃烧响炮
  11. RR=199 anchor_m=84 Swiss=10 | 枪套,打火机,绵鳚,加速烙刀,珊瑚,铲子,流星索,燃烧响炮
  12. RR=206 anchor_m=66 Swiss=10 | 加速烙刀,篝火,打火机,铲子,燃烧响炮,绵鳚,理查森先生
  13. RR=214 anchor_m=39 Swiss=10 | 枪套,打火机,潜水配重,绵鳚,加速烙刀,珊瑚,铲子,燃烧响炮
  14. RR=192 anchor_m=81 Swiss=10 | 加速烙刀,篝火,打火机,燃烧子弹,珊瑚,铲子,燃烧响炮
  15. RR=188 anchor_m=77 Swiss=11 | 枪套,打火机,绵鳚,加速烙刀,珊瑚,铲子,燃烧子弹,燃烧响炮
  16. RR=213 anchor_m=18 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,铲子,珊瑚,燃烧响炮
  17. RR=190 anchor_m=54 Swiss=10 | 加速烙刀,篝火,打火机,铲子,燃烧响炮,绵鳚,小冰镐
  18. RR=194 anchor_m=39 Swiss=10 | 加速烙刀,绵鳚,篝火,打火机,铲子,流星索,燃烧响炮
  19. RR=162 anchor_m=76 Swiss=10 | 舱底蠕虫,加速烙刀,绵鳚,篝火,打火机,铲子,燃烧响炮
  20. RR=135 anchor_m=130 Swiss=10 | 手斧,打火机,火枪,绵鳚,铲子,火炮,燃烧响炮

[GDF] seeds: 锁匣
[GDF] size=10 top 20
  1. RR=281 anchor_m=17 Swiss=11 | 大钢弩,珊瑚,绵鳚,燃烧响炮,锁匣,篝火,打火机
  2. RR=248 anchor_m=28 Swiss=11 | 燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐,流星索
  3. RR=241 anchor_m=25 Swiss=10 | 燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐,珊瑚
  4. RR=236 anchor_m=34 Swiss=10 | 燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,藏刃匕首,小冰镐
  5. RR=246 anchor_m=10 Swiss=10 | 潜水配重,燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  6. RR=210 anchor_m=54 Swiss=10 | 拍立蚌,燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  7. RR=225 anchor_m=12 Swiss=11 | 燃烧响炮,烈酒杯,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  8. RR=222 anchor_m=13 Swiss=10 | 珊瑚,绵鳚,燃烧响炮,锁匣,加速烙刀,篝火,打火机
  9. RR=212 anchor_m=33 Swiss=10 | 手雷,燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  10. RR=199 anchor_m=49 Swiss=10 | 抓钩,燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  11. RR=200 anchor_m=46 Swiss=11 | 燃烧响炮,锁匣,救生圈,葡萄弹,燃烧子弹,打火机,绵鳚,小冰镐
  12. RR=212 anchor_m=22 Swiss=10 | 燃烧响炮,枪套,锁匣,靴里剑,大钢弩,打火机,绵鳚,小冰镐
  13. RR=207 anchor_m=31 Swiss=11 | 燃烧响炮,枪套,锁匣,大钢弩,打火机,绵鳚,飞鱼,小冰镐
  14. RR=212 anchor_m=17 Swiss=10 | 燃烧响炮,葡萄弹,枪套,锁匣,大钢弩,打火机,绵鳚,小冰镐
  15. RR=208 anchor_m=23 Swiss=10 | 燃烧响炮,枪套,手斧,锁匣,大钢弩,打火机,绵鳚,小冰镐
  16. RR=181 anchor_m=65 Swiss=9 | 燃烧响炮,枪套,锁匣,大钢弩,吸血章鱼,打火机,绵鳚,小冰镐
  17. RR=205 anchor_m=16 Swiss=9 | 火炮,小冰镐,绵鳚,燃烧响炮,锁匣,打火机,救生圈
  18. RR=193 anchor_m=33 Swiss=10 | 燃烧响炮,枪套,锁匣,大钢弩,打火机,盐钳海盗,绵鳚,小冰镐
  19. RR=187 anchor_m=43 Swiss=10 | 燃烧响炮,枪套,锁匣,大钢弩,十手,打火机,绵鳚,小冰镐
  20. RR=203 anchor_m=3 Swiss=11 | 锁匣,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,珊瑚,小冰镐

[GDF] seeds: 锁镰
[GDF] size=10 top 20
  1. RR=220 anchor_m=59 Swiss=10 | 大钢弩,绵鳚,拍立蚌,小冰镐,枪套,锁镰,十手,火药角,烈酒杯
  2. RR=214 anchor_m=127 Swiss=11 | 拍立蚌,小冰镐,锁镰,枪套,十手,烈酒杯,炮弹,大钢弩,绵鳚
  3. RR=198 anchor_m=135 Swiss=11 | 流星索,炮弹,烈酒杯,皮皮虾,拍立蚌,救生圈,小冰镐,锁镰,十手
  4. RR=187 anchor_m=131 Swiss=11 | 救生圈,火药角,烈酒杯,皮皮虾,拍立蚌,流星索,小冰镐,锁镰,十手
  5. RR=203 anchor_m=93 Swiss=11 | 标枪,大钢弩,拍立蚌,小冰镐,锁镰,十手,火药角,烈酒杯
  6. RR=186 anchor_m=84 Swiss=10 | 流星索,拍立蚌,小冰镐,锁镰,枪套,十手,烈酒杯,炮弹,大钢弩
  7. RR=177 anchor_m=99 Swiss=10 | 拍立蚌,理查森先生,小冰镐,锁镰,枪套,十手,烈酒杯,炮弹,大钢弩
  8. RR=176 anchor_m=97 Swiss=10 | 大钢弩,拍立蚌,小冰镐,枪套,三花,锁镰,十手,火药角,烈酒杯
  9. RR=180 anchor_m=88 Swiss=10 | 标枪,拍立蚌,小冰镐,锁镰,十手,烈酒杯,炮弹,大钢弩
  10. RR=191 anchor_m=58 Swiss=10 | 大钢弩,拍立蚌,小冰镐,枪套,藏刃匕首,锁镰,十手,火药角,烈酒杯
  11. RR=152 anchor_m=133 Swiss=10 | 炮弹,烈酒杯,皮皮虾,抓钩,救生圈,拍立蚌,小冰镐,锁镰,十手
  12. RR=179 anchor_m=66 Swiss=10 | 拍立蚌,小冰镐,藏刃匕首,锁镰,枪套,十手,烈酒杯,炮弹,大钢弩
  13. RR=166 anchor_m=92 Swiss=9 | 大钢弩,拍立蚌,小冰镐,枪套,锁镰,十手,龙涎香,火药角,烈酒杯
  14. RR=165 anchor_m=93 Swiss=10 | 水草,大钢弩,拍立蚌,小冰镐,枪套,锁镰,十手,火药角,烈酒杯
  15. RR=173 anchor_m=75 Swiss=10 | 大钢弩,理查森先生,拍立蚌,小冰镐,枪套,锁镰,十手,火药角,烈酒杯
  16. RR=149 anchor_m=122 Swiss=9 | 救生圈,珊瑚,炮弹,烈酒杯,皮皮虾,拍立蚌,小冰镐,锁镰,十手
  17. RR=159 anchor_m=96 Swiss=10 | 手雷,炮弹,烈酒杯,皮皮虾,救生圈,拍立蚌,小冰镐,锁镰,十手
  18. RR=160 anchor_m=91 Swiss=11 | 大钢弩,拍立蚌,小冰镐,枪套,弹簧刀,锁镰,十手,火药角,烈酒杯
  19. RR=178 anchor_m=53 Swiss=11 | 大钢弩,拍立蚌,小冰镐,葡萄弹,枪套,锁镰,十手,火药角,烈酒杯
  20. RR=148 anchor_m=113 Swiss=10 | 炮弹,烈酒杯,皮皮虾,救生圈,拍立蚌,盐钳海盗,小冰镐,锁镰,十手

[GDF] seeds: 集成式HUD
[GDF] size=10 top 20
  1. RR=239 anchor_m=159 Swiss=10 | 燃烧响炮,鱼饵,集成式HUD,吸血章鱼,打火机,淬锋钢,湿件战服,绵鳚,小冰镐
  2. RR=212 anchor_m=161 Swiss=11 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,淬锋钢,湿件战服,绵鳚,小冰镐,十手
  3. RR=209 anchor_m=109 Swiss=11 | 燃烧响炮,集成式HUD,吸血章鱼,蔻森娜纹章,打火机,淬锋钢,湿件战服,绵鳚,小冰镐
  4. RR=205 anchor_m=110 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,手斧,淬锋钢,湿件战服,绵鳚,小冰镐
  5. RR=180 anchor_m=151 Swiss=9 | 集成式HUD,吸血章鱼,小冰镐,绵鳚,藏刃匕首,燃烧响炮,淬锋钢,湿件战服,鱼饵
  6. RR=196 anchor_m=98 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,葡萄弹,淬锋钢,湿件战服,绵鳚,小冰镐
  7. RR=200 anchor_m=69 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,流星索,打火机,淬锋钢,湿件战服,绵鳚,小冰镐
  8. RR=199 anchor_m=39 Swiss=10 | 大钢弩,燃烧响炮,集成式HUD,打火机,篝火,标枪,拍立蚌
  9. RR=176 anchor_m=85 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,淬锋钢,拍立蚌,湿件战服,绵鳚,小冰镐
  10. RR=183 anchor_m=68 Swiss=11 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,淬锋钢,湿件战服,绵鳚,小冰镐,珊瑚
  11. RR=203 anchor_m=26 Swiss=10 | 流星索,燃烧响炮,集成式HUD,火炮,打火机,绵鳚,小冰镐,鱼雷
  12. RR=170 anchor_m=91 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,抓钩,打火机,淬锋钢,湿件战服,绵鳚,小冰镐
  13. RR=166 anchor_m=99 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,珍珠,淬锋钢,湿件战服,绵鳚,小冰镐
  14. RR=207 anchor_m=16 Swiss=11 | 流星索,大钢弩,燃烧响炮,集成式HUD,打火机,篝火,标枪
  15. RR=206 anchor_m=14 Swiss=10 | 救生圈,燃烧响炮,集成式HUD,打火机,篝火,绵鳚,加速烙刀
  16. RR=169 anchor_m=84 Swiss=11 | 十手,燃烧响炮,集成式HUD,葡萄弹,打火机,淬锋钢,湿件战服,绵鳚,小冰镐
  17. RR=145 anchor_m=129 Swiss=10 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,淬锋钢,湿件战服,绵鳚,弹簧刀,小冰镐
  18. RR=157 anchor_m=104 Swiss=10 | 集成式HUD,吸血章鱼,蔻森娜纹章,小冰镐,绵鳚,藏刃匕首,燃烧响炮,淬锋钢,湿件战服
  19. RR=140 anchor_m=137 Swiss=9 | 燃烧响炮,集成式HUD,吸血章鱼,打火机,淬锋钢,湿件战服,绵鳚,雪怪蟹,小冰镐
  20. RR=184 anchor_m=37 Swiss=10 | 流星索,救生圈,燃烧响炮,集成式HUD,火炮,打火机,绵鳚,小冰镐

[GDF] seeds: 雪怪蟹
[GDF] size=10 top 20
  1. RR=215 anchor_m=213 Swiss=11 | 海螺壳,潜水配重,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐
  2. RR=194 anchor_m=194 Swiss=11 | 海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,水草,小冰镐
  3. RR=194 anchor_m=192 Swiss=10 | 水草,绵鳚,元素深水炸弹,雪怪蟹,水母,海螺壳,拍立蚌,珊瑚,小冰镐
  4. RR=193 anchor_m=189 Swiss=10 | 水草,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚,珍珠,小冰镐
  5. RR=188 anchor_m=185 Swiss=10 | 海螺壳,潜水配重,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,珊瑚,小冰镐
  6. RR=184 anchor_m=183 Swiss=11 | 海螺壳,珍珠,潜水配重,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐
  7. RR=182 anchor_m=181 Swiss=10 | 海螺壳,潜水配重,龙涎香,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  8. RR=180 anchor_m=180 Swiss=10 | 珍珠,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,珊瑚,小冰镐
  9. RR=176 anchor_m=176 Swiss=9 | 珍珠,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,水草,小冰镐
  10. RR=189 anchor_m=141 Swiss=10 | 鱼雷,打火机,小冰镐,绵鳚,燃烧响炮,流星索,雪怪蟹,风暴瓶
  11. RR=173 anchor_m=173 Swiss=10 | 绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,珊瑚,拍立蚌,小冰镐
  12. RR=172 anchor_m=172 Swiss=10 | 绵鳚,元素深水炸弹,雪怪蟹,迷幻蝠鲼,水母,拍立蚌,珊瑚,小冰镐,皮皮虾
  13. RR=171 anchor_m=171 Swiss=11 | 海螺壳,潜水配重,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,迷幻蝠鲼,小冰镐
  14. RR=171 anchor_m=171 Swiss=10 | 迷幻蝠鲼,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,海螺壳,拍立蚌,小冰镐
  15. RR=182 anchor_m=147 Swiss=10 | 打火机,火炮,小冰镐,绵鳚,燃烧响炮,流星索,雪怪蟹,风暴瓶
  16. RR=167 anchor_m=167 Swiss=10 | 海螺壳,潜水配重,理查森先生,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐
  17. RR=166 anchor_m=166 Swiss=10 | 水草,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,珊瑚,吸血章鱼,小冰镐
  18. RR=162 anchor_m=162 Swiss=10 | 珍珠,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,小冰镐,鱼饵,海螺壳
  19. RR=160 anchor_m=160 Swiss=9 | 理查森先生,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,珊瑚,小冰镐
  20. RR=158 anchor_m=158 Swiss=9 | 救生圈,龙涎香,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌

[GDF] seeds: 靴里剑
[GDF] size=10 top 20
  1. RR=254 anchor_m=24 Swiss=11 | 燃烧响炮,绵鳚,珊瑚,篝火,打火机,燃烧子弹,靴里剑,大钢弩
  2. RR=243 anchor_m=100 Swiss=11 | 燃烧响炮,珊瑚,篝火,打火机,燃烧子弹,靴里剑,大钢弩,枪套
  3. RR=228 anchor_m=128 Swiss=10 | 燃烧响炮,大钢弩,绵鳚,加速烙刀,篝火,打火机,靴里剑
