# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=6 top 20
  1. RR=262 anchor_m=246 Swiss=9 | 靴里剑,三花,左轮手枪,手斧,鲨齿爪
  16. RR=193 anchor_m=72 Swiss=9 | 珍珠,迷你弯刀,淬锋钢,绵鳚,马龙鱼
  17. RR=209 anchor_m=35 Swiss=9 | 舱底蠕虫,鲨齿爪,珍珠,飞鱼,淬锋钢
  18. RR=213 anchor_m=13 Swiss=8 | 淬锋钢,珍珠,藏刃匕首,弹簧刀,马龙鱼
  19. RR=172 anchor_m=93 Swiss=8 | 珍珠,马龙鱼,独角鲸,淬锋钢,水草
  20. RR=194 anchor_m=44 Swiss=8 | 淬锋钢,珊瑚,珍珠,弹簧刀,马龙鱼

[GDF] seeds: 皮皮虾
[GDF] size=6 top 20
  1. RR=272 anchor_m=272 Swiss=9 | 打火机,绵鳚,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮
  2. RR=270 anchor_m=252 Swiss=10 | 海螺壳,皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,水草
  3. RR=229 anchor_m=229 Swiss=9 | 打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索
  4. RR=218 anchor_m=209 Swiss=9 | 打火机,皮皮虾,鹦鹉皮特,迷幻蝠鲼,绵鳚,水草
  5. RR=200 anchor_m=184 Swiss=8 | 皮皮虾,鹦鹉皮特,迷幻蝠鲼,毒须鲶,绵鳚,水草
  6. RR=202 anchor_m=176 Swiss=9 | 淬锋钢,马龙鱼,皮皮虾,迷幻蝠鲼,飞鱼
  7. RR=193 anchor_m=192 Swiss=9 | 海螺壳,火药角,皮皮虾,迷幻蝠鲼,飞鱼,水草
  8. RR=189 anchor_m=186 Swiss=8 | 打火机,皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,水草
  9. RR=182 anchor_m=182 Swiss=8 | 皮皮虾,迷幻蝠鲼,绵鳚,水草,打火机,燃烧响炮
  10. RR=184 anchor_m=172 Swiss=8 | 皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,雪怪蟹,水草
  11. RR=177 anchor_m=177 Swiss=7 | 葡萄弹,抓钩,绵鳚,迷幻蝠鲼,皮皮虾,流星索
  12. RR=189 anchor_m=143 Swiss=7 | 海螺壳,绵鳚,迷幻蝠鲼,皮皮虾,水草,珍珠
  13. RR=175 anchor_m=169 Swiss=8 | 珍珠,皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,水草
  14. RR=183 anchor_m=152 Swiss=8 | 皮皮虾,迷幻蝠鲼,毒须鲶,绵鳚,水草,藏刃匕首
  15. RR=171 anchor_m=171 Swiss=8 | 抓钩,打火机,绵鳚,迷幻蝠鲼,皮皮虾,流星索
  16. RR=204 anchor_m=94 Swiss=8 | 淬锋钢,海螺壳,皮皮虾,迷幻蝠鲼,飞鱼,水草
  17. RR=166 anchor_m=166 Swiss=9 | 抓钩,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索
  18. RR=163 anchor_m=163 Swiss=8 | 水草,绵鳚,迷幻蝠鲼,皮皮虾,火药角,流星索
  19. RR=161 anchor_m=161 Swiss=8 | 火药角,皮皮虾,迷幻蝠鲼,绵鳚,水草,打火机
  20. RR=176 anchor_m=124 Swiss=9 | 舱底蠕虫,皮皮虾,迷幻蝠鲼,飞鱼,水草,淬锋钢

[GDF] seeds: 绵鳚
[GDF] size=6 top 20
  1. RR=259 anchor_m=222 Swiss=9 | 水草,绵鳚,毒须鲶,迷幻蝠鲼,皮皮虾,海螺壳
  2. RR=240 anchor_m=238 Swiss=9 | 打火机,绵鳚,燃烧响炮,火药角,火炮
  3. RR=239 anchor_m=227 Swiss=8 | 打火机,绵鳚,燃烧响炮,火炮,葡萄弹
  4. RR=230 anchor_m=223 Swiss=9 | 靴里剑,打火机,绵鳚,海底热泉,燃烧响炮
  5. RR=231 anchor_m=214 Swiss=9 | 手斧,打火机,绵鳚,燃烧响炮,火炮
  6. RR=224 anchor_m=223 Swiss=8 | 打火机,绵鳚,海底热泉,燃烧响炮,葡萄弹
  7. RR=221 anchor_m=221 Swiss=9 | 淬锋钢,打火机,绵鳚,海底热泉,燃烧响炮
  8. RR=224 anchor_m=207 Swiss=8 | 流星索,打火机,绵鳚,海底热泉,燃烧响炮
  9. RR=210 anchor_m=210 Swiss=9 | 打火机,绵鳚,海底热泉,燃烧响炮,海螺壳
  10. RR=206 anchor_m=205 Swiss=8 | 打火机,绵鳚,海底热泉,珊瑚,燃烧响炮
  11. RR=218 anchor_m=172 Swiss=8 | 水草,马龙鱼,绵鳚,淬锋钢,舱底蠕虫
  12. RR=198 anchor_m=198 Swiss=8 | 打火机,绵鳚,海底热泉,水草,燃烧响炮
  13. RR=212 anchor_m=163 Swiss=8 | 珊瑚,马龙鱼,绵鳚,淬锋钢,舱底蠕虫
  14. RR=194 anchor_m=194 Swiss=9 | 珍珠,打火机,绵鳚,海底热泉,燃烧响炮
  15. RR=193 anchor_m=193 Swiss=9 | 打火机,绵鳚,燃烧响炮,火炮,皮皮虾
  16. RR=192 anchor_m=176 Swiss=8 | 燃烧响炮,马龙鱼,绵鳚,淬锋钢,舱底蠕虫
  17. RR=183 anchor_m=183 Swiss=8 | 打火机,绵鳚,燃烧响炮,火炮,左轮手枪
  18. RR=183 anchor_m=183 Swiss=8 | 打火机,绵鳚,海底热泉,舱底蠕虫,燃烧响炮
  19. RR=175 anchor_m=175 Swiss=8 | 打火机,绵鳚,海底热泉,藏刃匕首,燃烧响炮
  20. RR=174 anchor_m=174 Swiss=8 | 打火机,绵鳚,海底热泉,燃烧响炮,手雷

[GDF] seeds: 舱底蠕虫
[GDF] size=6 top 20
  1. RR=232 anchor_m=86 Swiss=8 | 皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,海螺壳,舱底蠕虫
  2. RR=218 anchor_m=181 Swiss=8 | 手雷,鲨齿爪,舱底蠕虫,靴里剑,手斧
  3. RR=216 anchor_m=179 Swiss=8 | 鲨齿爪,舱底蠕虫,靴里剑,绵鳚,手斧
  4. RR=211 anchor_m=182 Swiss=9 | 鲨齿爪,藏刃匕首,靴里剑,舱底蠕虫,手斧
  5. RR=204 anchor_m=191 Swiss=8 | 流星索,鲨齿爪,藏刃匕首,舱底蠕虫,手斧
  6. RR=194 anchor_m=182 Swiss=10 | 绵鳚,鲨齿爪,舱底蠕虫,藏刃匕首,手斧
  7. RR=198 anchor_m=172 Swiss=8 | 手雷,鲨齿爪,藏刃匕首,舱底蠕虫,手斧
  8. RR=205 anchor_m=146 Swiss=8 | 流星索,鲨齿爪,舱底蠕虫,靴里剑,手斧
  9. RR=184 anchor_m=171 Swiss=9 | 鲨齿爪,舱底蠕虫,左轮手枪,靴里剑,手斧
  10. RR=185 anchor_m=168 Swiss=9 | 手雷,鲨齿爪,迷你弯刀,舱底蠕虫,手斧
  11. RR=180 anchor_m=166 Swiss=8 | 葡萄弹,鲨齿爪,舱底蠕虫,靴里剑,手斧
  12. RR=221 anchor_m=70 Swiss=8 | 舱底蠕虫,靴里剑,淬锋钢,绵鳚,马龙鱼
  13. RR=217 anchor_m=78 Swiss=9 | 绵鳚,皮皮虾,迷幻蝠鲼,毒须鲶,舱底蠕虫,流星索
  14. RR=186 anchor_m=138 Swiss=8 | 舱底蠕虫,手雷,靴里剑,淬锋钢,马龙鱼
  15. RR=176 anchor_m=148 Swiss=8 | 流星索,鲨齿爪,舱底蠕虫,独角鲸,手斧
  16. RR=173 anchor_m=151 Swiss=8 | 鲨齿爪,舱底蠕虫,手斧,飞鱼,藏刃匕首
  17. RR=173 anchor_m=144 Swiss=8 | 流星索,鲨齿爪,迷你弯刀,舱底蠕虫,手斧
  18. RR=206 anchor_m=77 Swiss=9 | 手雷,皮皮虾,迷幻蝠鲼,绵鳚,毒须鲶,舱底蠕虫
  19. RR=168 anchor_m=150 Swiss=8 | 鲨齿爪,藏刃匕首,左轮手枪,舱底蠕虫,手斧
  20. RR=183 anchor_m=116 Swiss=8 | 舱底蠕虫,流星索,靴里剑,淬锋钢,马龙鱼

[GDF] seeds: 葡萄弹
[GDF] size=6 top 20
  1. RR=272 anchor_m=266 Swiss=10 | 鲨齿爪,靴里剑,葡萄弹,手斧,左轮手枪
  2. RR=228 anchor_m=228 Swiss=8 | 靴里剑,淬锋钢,流星索,葡萄弹,手斧,左轮手枪
  3. RR=235 anchor_m=200 Swiss=8 | 舱底蠕虫,靴里剑,手斧,淬锋钢,葡萄弹,左轮手枪
  4. RR=205 anchor_m=203 Swiss=8 | 靴里剑,淬锋钢,葡萄弹,手斧,弹簧刀,左轮手枪
  5. RR=218 anchor_m=177 Swiss=8 | 珊瑚,淬锋钢,舱底蠕虫,葡萄弹,手斧,左轮手枪
  6. RR=197 anchor_m=188 Swiss=9 | 葡萄弹,鲨齿爪,手斧,弹簧刀,左轮手枪
  7. RR=201 anchor_m=172 Swiss=9 | 靴里剑,淬锋钢,火药角,手雷,手斧,葡萄弹
  8. RR=197 anchor_m=177 Swiss=9 | 火药角,手雷,珊瑚,手斧,葡萄弹,靴里剑
  9. RR=186 anchor_m=186 Swiss=8 | 靴里剑,淬锋钢,葡萄弹,抓钩,手斧,左轮手枪
  10. RR=187 anchor_m=176 Swiss=8 | 手斧,珊瑚,火药角,手雷,绵鳚,葡萄弹
  11. RR=184 anchor_m=176 Swiss=9 | 靴里剑,淬锋钢,鲨齿爪,葡萄弹,左轮手枪
  12. RR=195 anchor_m=143 Swiss=8 | 舱底蠕虫,火药角,手雷,葡萄弹,淬锋钢,手斧
  13. RR=201 anchor_m=130 Swiss=8 | 舱底蠕虫,珊瑚,火药角,手雷,葡萄弹,淬锋钢
  14. RR=173 anchor_m=163 Swiss=8 | 手斧,珊瑚,火药角,手雷,藏刃匕首,葡萄弹
  15. RR=170 anchor_m=166 Swiss=8 | 珊瑚,葡萄弹,手斧,弹簧刀,左轮手枪,淬锋钢
  16. RR=164 anchor_m=164 Swiss=8 | 靴里剑,淬锋钢,藏刃匕首,葡萄弹,手斧,左轮手枪
  17. RR=177 anchor_m=136 Swiss=8 | 靴里剑,淬锋钢,珊瑚,火药角,手雷,葡萄弹
  18. RR=175 anchor_m=135 Swiss=8 | 舱底蠕虫,葡萄弹,手斧,弹簧刀,左轮手枪,淬锋钢
  19. RR=163 anchor_m=155 Swiss=7 | 手斧,火药角,手雷,葡萄弹,救生圈
  20. RR=160 anchor_m=153 Swiss=8 | 舱底蠕虫,手斧,火药角,手雷,弹簧刀,葡萄弹

[GDF] seeds: 藏刃匕首
[GDF] size=6 top 20
  1. RR=265 anchor_m=203 Swiss=9 | 手斧,藏刃匕首,弹簧刀,武士刀,淬锋钢
  2. RR=226 anchor_m=201 Swiss=10 | 鲨齿爪,舱底蠕虫,藏刃匕首,靴里剑,手斧
  3. RR=205 anchor_m=195 Swiss=8 | 绵鳚,鲨齿爪,手斧,舱底蠕虫,藏刃匕首
  4. RR=224 anchor_m=147 Swiss=9 | 水草,马龙鱼,淬锋钢,手斧,藏刃匕首
  5. RR=238 anchor_m=115 Swiss=8 | 水草,马龙鱼,绵鳚,淬锋钢,藏刃匕首
  6. RR=223 anchor_m=135 Swiss=8 | 藏刃匕首,弹簧刀,马龙鱼,淬锋钢,珊瑚
  7. RR=218 anchor_m=122 Swiss=8 | 流星索,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  8. RR=203 anchor_m=151 Swiss=8 | 舱底蠕虫,手斧,藏刃匕首,淬锋钢,马龙鱼
  9. RR=192 anchor_m=164 Swiss=9 | 靴里剑,藏刃匕首,弹簧刀,武士刀,淬锋钢
  10. RR=235 anchor_m=75 Swiss=9 | 藏刃匕首,手斧,弹簧刀,马龙鱼,淬锋钢
  11. RR=199 anchor_m=137 Swiss=9 | 藏刃匕首,弹簧刀,马龙鱼,水草,淬锋钢
  12. RR=185 anchor_m=165 Swiss=9 | 手斧,鲨齿爪,舱底蠕虫,左轮手枪,藏刃匕首
  13. RR=179 anchor_m=161 Swiss=8 | 手雷,手斧,鲨齿爪,舱底蠕虫,藏刃匕首
  14. RR=170 anchor_m=166 Swiss=8 | 手斧,鲨齿爪,舱底蠕虫,独角鲸,藏刃匕首
  15. RR=201 anchor_m=94 Swiss=8 | 水草,马龙鱼,淬锋钢,藏刃匕首,飞鱼
  16. RR=181 anchor_m=131 Swiss=8 | 藏刃匕首,弹簧刀,马龙鱼,淬锋钢,毒须鲶
  17. RR=167 anchor_m=158 Swiss=8 | 流星索,手斧,鲨齿爪,舱底蠕虫,藏刃匕首
  18. RR=195 anchor_m=88 Swiss=8 | 手雷,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  19. RR=167 anchor_m=136 Swiss=8 | 迷幻蝠鲼,藏刃匕首,弹簧刀,马龙鱼,淬锋钢
  20. RR=159 anchor_m=149 Swiss=8 | 手斧,鲨齿爪,舱底蠕虫,藏刃匕首,迷你弯刀

[GDF] seeds: 迷你弯刀
[GDF] size=6 top 20
  1. RR=274 anchor_m=258 Swiss=9 | 手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀
  2. RR=257 anchor_m=254 Swiss=9 | 手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑
  3. RR=253 anchor_m=253 Swiss=9 | 手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀
  4. RR=258 anchor_m=211 Swiss=9 | 流星索,手斧,鲨齿爪,靴里剑,迷你弯刀
  5. RR=242 anchor_m=241 Swiss=8 | 手斧,鲨齿爪,靴里剑,弹簧刀,迷你弯刀
  6. RR=243 anchor_m=236 Swiss=9 | 流星索,葡萄弹,手斧,鲨齿爪,迷你弯刀
  7. RR=239 anchor_m=239 Swiss=9 | 流星索,手斧,鲨齿爪,迷你弯刀,刺刀
  8. RR=230 anchor_m=230 Swiss=8 | 靴里剑,手斧,淬锋钢,鲨齿爪,迷你弯刀
  9. RR=232 anchor_m=222 Swiss=8 | 鲨齿爪,迷你弯刀,刺刀,舱底蠕虫,手斧
  10. RR=223 anchor_m=219 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,弹簧刀,左轮手枪
  11. RR=218 anchor_m=218 Swiss=8 | 手斧,鲨齿爪,独角鲸,靴里剑,迷你弯刀
  12. RR=213 anchor_m=210 Swiss=9 | 三花,手斧,鲨齿爪,靴里剑,迷你弯刀
  13. RR=212 anchor_m=202 Swiss=8 | 手斧,鲨齿爪,靴里剑,抓钩,迷你弯刀
  14. RR=205 anchor_m=202 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,左轮手枪,刺刀
  15. RR=197 anchor_m=196 Swiss=8 | 手斧,鲨齿爪,靴里剑,迷你弯刀,飞鱼
  16. RR=188 anchor_m=188 Swiss=8 | 手斧,鲨齿爪,迷你弯刀,弹簧刀,独角鲸
  17. RR=176 anchor_m=150 Swiss=8 | 鲨齿爪,迷你弯刀,舱底蠕虫,左轮手枪,手斧
  18. RR=191 anchor_m=107 Swiss=8 | 珊瑚,迷你弯刀,弹簧刀,马龙鱼,淬锋钢
  19. RR=174 anchor_m=138 Swiss=8 | 舱底蠕虫,手斧,鲨齿爪,迷你弯刀,淬锋钢
  20. RR=163 anchor_m=158 Swiss=8 | 湿件战服,迷你弯刀,弹簧刀,独角鲸,淬锋钢

[GDF] seeds: 迷幻蝠鲼
[GDF] size=6 top 20
  1. RR=286 anchor_m=258 Swiss=9 | 皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,燃烧响炮
  2. RR=240 anchor_m=234 Swiss=8 | 毒须鲶,绵鳚,迷幻蝠鲼,皮皮虾,水草,海螺壳
  3. RR=227 anchor_m=217 Swiss=8 | 水草,珍珠,皮皮虾,迷幻蝠鲼,绵鳚,海螺壳
  4. RR=219 anchor_m=207 Swiss=9 | 皮皮虾,鹦鹉皮特,迷幻蝠鲼,绵鳚,水草,海螺壳
  5. RR=209 anchor_m=194 Swiss=8 | 水草,绵鳚,海螺壳,皮皮虾,迷幻蝠鲼,飞鱼
  6. RR=203 anchor_m=203 Swiss=8 | 打火机,燃烧响炮,皮皮虾,迷幻蝠鲼,绵鳚,水草
  7. RR=209 anchor_m=190 Swiss=8 | 燃烧响炮,皮皮虾,迷幻蝠鲼,绵鳚,打火机,葡萄弹
  8. RR=200 anchor_m=199 Swiss=8 | 燃烧响炮,皮皮虾,迷幻蝠鲼,绵鳚,打火机,海螺壳
  9. RR=205 anchor_m=180 Swiss=9 | 流星索,打火机,皮皮虾,迷幻蝠鲼,绵鳚,燃烧响炮
  10. RR=199 anchor_m=180 Swiss=8 | 抓钩,燃烧响炮,皮皮虾,迷幻蝠鲼,绵鳚,打火机
  11. RR=191 anchor_m=191 Swiss=8 | 皮皮虾,鹦鹉皮特,迷幻蝠鲼,绵鳚,水草,打火机
  12. RR=216 anchor_m=138 Swiss=9 | 迷幻蝠鲼,飞鱼,淬锋钢,珍珠,海螺壳,水草
  13. RR=189 anchor_m=189 Swiss=8 | 水草,打火机,皮皮虾,迷幻蝠鲼,绵鳚,海螺壳
  14. RR=188 anchor_m=188 Swiss=8 | 海螺壳,抓钩,皮皮虾,迷幻蝠鲼,绵鳚,水草
  15. RR=186 anchor_m=175 Swiss=7 | 水草,鱼饵,皮皮虾,迷幻蝠鲼,绵鳚,海螺壳
  16. RR=183 anchor_m=175 Swiss=8 | 燃烧响炮,藏刃匕首,皮皮虾,迷幻蝠鲼,绵鳚,打火机
  17. RR=176 anchor_m=173 Swiss=9 | 皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,流星索
  18. RR=175 anchor_m=173 Swiss=8 | 皮皮虾,飞鱼,迷幻蝠鲼,绵鳚,水草,珍珠
  19. RR=170 anchor_m=170 Swiss=9 | 皮皮虾,飞鱼,迷幻蝠鲼,绵鳚,水草,流星索
  20. RR=174 anchor_m=162 Swiss=8 | 燃烧响炮,皮皮虾,迷幻蝠鲼,毒须鲶,绵鳚,打火机

[GDF] seeds: 钓鱼竿
[GDF] size=6 top 20
  1. RR=285 anchor_m=158 Swiss=9 | 钓鱼竿,马龙鱼,飞鱼,淬锋钢
  2. RR=272 anchor_m=272 Swiss=9 | 钓鱼竿,毒须鲶,绵鳚,水草,打火机
  3. RR=264 anchor_m=237 Swiss=10 | 钓鱼竿,毒须鲶,绵鳚,打火机,燃烧响炮
  4. RR=255 anchor_m=250 Swiss=9 | 水草,钓鱼竿,毒须鲶,飞鱼,淬锋钢
  5. RR=253 anchor_m=248 Swiss=9 | 燃烧响炮,钓鱼竿,毒须鲶,绵鳚,水草
  6. RR=249 anchor_m=249 Swiss=9 | 水草,钓鱼竿,毒须鲶,绵鳚,珊瑚
  7. RR=236 anchor_m=235 Swiss=8 | 淬锋钢,水草,钓鱼竿,毒须鲶,独角鲸
  8. RR=234 anchor_m=227 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,藏刃匕首,水草
  9. RR=215 anchor_m=214 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,水母,水草
  10. RR=212 anchor_m=212 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,海螺壳
  11. RR=207 anchor_m=207 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,淬锋钢
  12. RR=204 anchor_m=202 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,鱼饵
  13. RR=202 anchor_m=202 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水草,皮皮虾
  14. RR=201 anchor_m=201 Swiss=8 | 龙涎香,钓鱼竿,毒须鲶,绵鳚,水草
  15. RR=210 anchor_m=180 Swiss=8 | 淬锋钢,钓鱼竿,马龙鱼,独角鲸
  16. RR=195 anchor_m=194 Swiss=9 | 水草,钓鱼竿,毒须鲶,沙滩充气球
  17. RR=189 anchor_m=189 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,珊瑚,打火机
  18. RR=188 anchor_m=188 Swiss=9 | 手斧,钓鱼竿,毒须鲶,绵鳚,水草
  19. RR=186 anchor_m=186 Swiss=8 | 钓鱼竿,毒须鲶,绵鳚,水母,水草
  20. RR=186 anchor_m=186 Swiss=8 | 珊瑚,水草,钓鱼竿,毒须鲶,雪怪蟹

[GDF] seeds: 铲子
[GDF] size=6 top 20
  1. RR=244 anchor_m=-31 Swiss=8 | 珊瑚,淬锋钢,马龙鱼,铲子
  2. RR=213 anchor_m=179 Swiss=8 | 铲子,靴里剑,手斧,飞鱼,淬锋钢
  3. RR=235 anchor_m=119 Swiss=9 | 火药角,手雷,葡萄弹,淬锋钢,铲子
  4. RR=203 anchor_m=173 Swiss=9 | 靴里剑,鲨齿爪,铲子,手斧
  5. RR=213 anchor_m=150 Swiss=9 | 舱底蠕虫,手斧,铲子,淬锋钢,飞鱼
  6. RR=206 anchor_m=151 Swiss=8 | 舱底蠕虫,铲子,鲨齿爪,淬锋钢
  7. RR=223 anchor_m=102 Swiss=10 | 舱底蠕虫,铲子,马龙鱼,淬锋钢
  8. RR=207 anchor_m=130 Swiss=9 | 火药角,手雷,绵鳚,淬锋钢,铲子
  9. RR=219 anchor_m=105 Swiss=9 | 铲子,飞鱼,淬锋钢,马龙鱼
  10. RR=199 anchor_m=137 Swiss=8 | 火药角,手雷,淬锋钢,手斧,铲子
  11. RR=194 anchor_m=141 Swiss=8 | 舱底蠕虫,手斧,铲子,独角鲸,淬锋钢
  12. RR=198 anchor_m=125 Swiss=8 | 舱底蠕虫,手斧,铲子,靴里剑,淬锋钢
  13. RR=185 anchor_m=148 Swiss=9 | 舱底蠕虫,绵鳚,毒须鲶,铲子,淬锋钢
  14. RR=189 anchor_m=137 Swiss=8 | 舱底蠕虫,手斧,铲子,藏刃匕首,淬锋钢
  15. RR=200 anchor_m=94 Swiss=8 | 淬锋钢,铲子,手斧,马龙鱼
  16. RR=210 anchor_m=72 Swiss=8 | 马龙鱼,弹簧刀,铲子,淬锋钢
  17. RR=183 anchor_m=119 Swiss=9 | 火药角,手雷,淬锋钢,铲子,靴里剑
  18. RR=184 anchor_m=115 Swiss=8 | 舱底蠕虫,手雷,手斧,铲子,淬锋钢
  19. RR=167 anchor_m=147 Swiss=8 | 手斧,铲子,弹簧刀,飞鱼,淬锋钢
  20. RR=179 anchor_m=120 Swiss=8 | 舱底蠕虫,手斧,铲子,淬锋钢,迷你弯刀

[GDF] seeds: 雪怪蟹
[GDF] size=6 top 20
  1. RR=280 anchor_m=10 Swiss=10 | 马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹
  2. RR=252 anchor_m=247 Swiss=9 | 珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草
  3. RR=249 anchor_m=248 Swiss=8 | 珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草
  4. RR=241 anchor_m=237 Swiss=8 | 海螺壳,水母,雪怪蟹,毒须鲶,绵鳚,水草
  5. RR=224 anchor_m=222 Swiss=9 | 独角鲸,水母,雪怪蟹,毒须鲶,绵鳚,水草
  6. RR=220 anchor_m=220 Swiss=9 | 迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草
  7. RR=222 anchor_m=213 Swiss=9 | 毒须鲶,雪怪蟹,水母,飞鱼,淬锋钢,水草
  8. RR=215 anchor_m=213 Swiss=9 | 飞鱼,水母,雪怪蟹,毒须鲶,绵鳚,水草
  9. RR=205 anchor_m=205 Swiss=8 | 龙涎香,水母,雪怪蟹,毒须鲶,绵鳚,水草
  10. RR=199 anchor_m=180 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,鱼饵
  11. RR=193 anchor_m=180 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,珍珠
  12. RR=195 anchor_m=172 Swiss=9 | 珊瑚,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  13. RR=243 anchor_m=64 Swiss=9 | 马龙鱼,飞鱼,淬锋钢,雪怪蟹,水草
  14. RR=180 anchor_m=165 Swiss=9 | 藏刃匕首,水母,雪怪蟹,毒须鲶,绵鳚,水草
  15. RR=173 anchor_m=173 Swiss=8 | 食人鱼,水母,雪怪蟹,毒须鲶,绵鳚,水草
  16. RR=193 anchor_m=123 Swiss=8 | 淬锋钢,飞鱼,马龙鱼,毒须鲶,雪怪蟹
  17. RR=168 anchor_m=159 Swiss=8 | 海螺壳,迷幻蝠鲼,雪怪蟹,毒须鲶,绵鳚,水草
  18. RR=210 anchor_m=58 Swiss=8 | 马龙鱼,靴里剑,飞鱼,淬锋钢,雪怪蟹
  19. RR=211 anchor_m=47 Swiss=9 | 马龙鱼,飞鱼,淬锋钢,手斧,雪怪蟹
  20. RR=154 anchor_m=149 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,独角鲸,海螺壳

[GDF] seeds: 靴里剑
[GDF] size=6 top 20
  1. RR=286 anchor_m=281 Swiss=10 | 流星索,手斧,鲨齿爪,葡萄弹,靴里剑
  2. RR=267 anchor_m=249 Swiss=9 | 舱底蠕虫,靴里剑,淬锋钢,手斧,葡萄弹,左轮手枪
  3. RR=257 anchor_m=247 Swiss=9 | 靴里剑,流星索,淬锋钢,手斧,葡萄弹,左轮手枪
  4. RR=246 anchor_m=231 Swiss=9 | 流星索,手斧,鲨齿爪,靴里剑,左轮手枪
  5. RR=238 anchor_m=230 Swiss=9 | 舱底蠕虫,手斧,左轮手枪,鲨齿爪,靴里剑
  6. RR=234 anchor_m=226 Swiss=7 | 流星索,手斧,独角鲸,鲨齿爪,靴里剑
  7. RR=231 anchor_m=227 Swiss=8 | 手斧,鲨齿爪,独角鲸,舱底蠕虫,靴里剑
  8. RR=227 anchor_m=221 Swiss=9 | 手斧,左轮手枪,刺刀,鲨齿爪,靴里剑
  9. RR=223 anchor_m=223 Swiss=8 | 流星索,手斧,鲨齿爪,靴里剑,飞鱼
  10. RR=223 anchor_m=219 Swiss=8 | 靴里剑,淬锋钢,手斧,葡萄弹,弹簧刀,左轮手枪
  11. RR=220 anchor_m=219 Swiss=9 | 流星索,手斧,皮皮虾,鲨齿爪,靴里剑
  12. RR=219 anchor_m=214 Swiss=8 | 鲨齿爪,手斧,靴里剑,迷你弯刀,舱底蠕虫
  13. RR=214 anchor_m=214 Swiss=8 | 手斧,左轮手枪,弹簧刀,鲨齿爪,靴里剑
  14. RR=210 anchor_m=208 Swiss=9 | 抓钩,手斧,鲨齿爪,舱底蠕虫,靴里剑
  15. RR=213 anchor_m=196 Swiss=8 | 靴里剑,手雷,淬锋钢,手斧,葡萄弹,左轮手枪
  16. RR=207 anchor_m=206 Swiss=8 | 靴里剑,淬锋钢,手斧,葡萄弹,抓钩,左轮手枪
  17. RR=203 anchor_m=201 Swiss=8 | 靴里剑,淬锋钢,手斧,葡萄弹,左轮手枪,刺刀
  18. RR=199 anchor_m=199 Swiss=8 | 靴里剑,鲨齿爪,淬锋钢,手斧,左轮手枪
  19. RR=196 anchor_m=196 Swiss=8 | 手斧,左轮手枪,三花,鲨齿爪,靴里剑
  20. RR=186 anchor_m=186 Swiss=8 | 靴里剑,淬锋钢,三花,手斧,葡萄弹,左轮手枪

[GDF] seeds: 飞鱼
[GDF] size=6 top 20
  1. RR=279 anchor_m=184 Swiss=9 | 水草,淬锋钢,飞鱼,弹簧刀,马龙鱼
  2. RR=253 anchor_m=198 Swiss=9 | 燃烧响炮,马龙鱼,绵鳚,淬锋钢,飞鱼
  3. RR=248 anchor_m=156 Swiss=9 | 珊瑚,马龙鱼,绵鳚,淬锋钢,飞鱼
  4. RR=215 anchor_m=211 Swiss=8 | 海螺壳,马龙鱼,淬锋钢,手斧,飞鱼
  5. RR=226 anchor_m=160 Swiss=8 | 鲨齿爪,手斧,靴里剑,飞鱼,舱底蠕虫
