# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=8 top 20
  1. RR=258 anchor_m=85 Swiss=10 | 红宝石,火焰药水,彩虹药水,鳄鱼眼泪,香炉,煅烧釜,云精灵
  10. RR=244 anchor_m=61 Swiss=9 | 翡翠,熏香,毒蜥,真菌孢子,笔与墨,毒液,腐朽圣像
  11. RR=243 anchor_m=61 Swiss=8 | 翡翠,彩虹药水,熏香,真菌孢子,笔与墨,毒液,腐朽圣像
  12. RR=242 anchor_m=61 Swiss=9 | 熏香,真菌孢子,笔与墨,毒液,毒蜥,曲颈甑,翡翠
  13. RR=230 anchor_m=75 Swiss=8 | 熏香,真菌孢子,毒芹,倒刺利爪,毒液,毒蜥,翡翠,毒液注射
  14. RR=215 anchor_m=91 Swiss=8 | 熏香,真菌孢子,倒刺利爪,毒液,毒蜥,贤者之石,翡翠,毒液注射
  15. RR=223 anchor_m=68 Swiss=9 | 曲颈甑,熏香,彩虹药水,真菌孢子,笔与墨,毒液,翡翠
  16. RR=228 anchor_m=54 Swiss=9 | 彩虹药水,熏香,真菌孢子,倒刺利爪,毒液,毒蜥,翡翠,毒液注射
  17. RR=170 anchor_m=169 Swiss=8 | 熏香,真菌孢子,笔与墨,蜡烛,毒液,毒蜥,翡翠
  18. RR=211 anchor_m=61 Swiss=8 | 翡翠,曲颈甑,熏香,毒芹,真菌孢子,笔与墨,毒液
  19. RR=193 anchor_m=92 Swiss=8 | 翡翠,熏香,真菌孢子,笔与墨,毒液,剧毒药水,腐朽圣像
  20. RR=197 anchor_m=73 Swiss=8 | 翡翠,曲颈甑,笔与墨,毒液,熏香,真菌孢子,贤者之石

[GDF] seeds: 猫头鹰奥利
[GDF] size=8 top 20
  1. RR=224 anchor_m=21 Swiss=10 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,研钵与研杵,手术刀
  2. RR=217 anchor_m=43 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,地刺陷阱,手术刀,云精灵
  3. RR=198 anchor_m=67 Swiss=9 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,手术刀,魔法飞毯
  4. RR=217 anchor_m=21 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,鳄鱼眼泪,猫头鹰奥利,手术刀,云精灵
  5. RR=198 anchor_m=54 Swiss=9 | 蛇怪之牙,倒刺利爪,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵
  6. RR=192 anchor_m=61 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵,熏香
  7. RR=194 anchor_m=51 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,手术刀,地刺陷阱,翡翠
  8. RR=204 anchor_m=27 Swiss=9 | 蛇怪之牙,曲颈甑,拆信刀,鳄鱼眼泪,猫头鹰奥利,手术刀,地刺陷阱
  9. RR=185 anchor_m=64 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,香炉,手术刀,地刺陷阱
  10. RR=194 anchor_m=43 Swiss=8 | 蛇怪之牙,彩虹药水,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵
  11. RR=182 anchor_m=61 Swiss=9 | 蛇怪之牙,曲颈甑,拆信刀,毒蜥,猫头鹰奥利,手术刀,云精灵
  12. RR=185 anchor_m=55 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,倒刺利爪,手术刀,地刺陷阱
  13. RR=180 anchor_m=46 Swiss=8 | 蛇怪之牙,香炉,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵
  14. RR=183 anchor_m=35 Swiss=8 | 萤火虫,蛇怪之牙,曲颈甑,拆信刀,鳄鱼眼泪,猫头鹰奥利,手术刀
  15. RR=171 anchor_m=58 Swiss=8 | 塔兹迪亚匕首,蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵
  16. RR=186 anchor_m=18 Swiss=9 | 蛇怪之牙,曲颈甑,拆信刀,鳄鱼眼泪,猫头鹰奥利,手术刀,彩虹药水
  17. RR=182 anchor_m=26 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,鳄鱼眼泪,猫头鹰奥利,香炉,手术刀
  18. RR=160 anchor_m=69 Swiss=8 | 蛇怪之牙,曲颈甑,拆信刀,猫头鹰奥利,手术刀,云精灵,没药
  19. RR=161 anchor_m=66 Swiss=8 | 蛇怪之牙,曲颈甑,塔兹迪亚匕首,拆信刀,猫头鹰奥利,手术刀,地刺陷阱
  20. RR=157 anchor_m=58 Swiss=8 | 蛇怪之牙,曲颈甑,昏睡药水,拆信刀,猫头鹰奥利,手术刀,云精灵

[GDF] seeds: 瓶装闪电
[GDF] size=8 top 20
  1. RR=262 anchor_m=247 Swiss=9 | 煅烧釜,鳄鱼眼泪,香炉,昏睡药水,彩虹药水,红宝石,瓶装闪电
  2. RR=235 anchor_m=231 Swiss=9 | 煅烧釜,香炉,红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电
  3. RR=227 anchor_m=222 Swiss=9 | 彩虹药水,香炉,红宝石,永恒火炬,瓶装闪电,萤火虫,火焰药水
  4. RR=228 anchor_m=209 Swiss=8 | 煅烧釜,鳄鱼眼泪,贤者之石,香炉,彩虹药水,红宝石,瓶装闪电
  5. RR=211 anchor_m=207 Swiss=10 | 煅烧釜,香炉,红宝石,昏睡药水,彩虹药水,萤火虫,瓶装闪电
  6. RR=235 anchor_m=156 Swiss=8 | 煅烧釜,鳄鱼眼泪,彩虹药水,火焰药水,香炉,红宝石,瓶装闪电
  7. RR=209 anchor_m=204 Swiss=8 | 煅烧釜,鳄鱼眼泪,香炉,彩虹药水,红宝石,瓶装闪电,塔兹迪亚匕首
  8. RR=214 anchor_m=183 Swiss=9 | 煅烧釜,鳄鱼眼泪,香炉,红宝石,彩虹药水,萤火虫,瓶装闪电
  9. RR=220 anchor_m=171 Swiss=8 | 香炉,红宝石,永恒火炬,瓶装闪电,彩虹药水,鳄鱼眼泪,火焰药水
  10. RR=201 anchor_m=199 Swiss=9 | 彩虹药水,鳄鱼眼泪,红宝石,昏睡药水,香炉,永恒火炬,瓶装闪电
  11. RR=197 anchor_m=192 Swiss=9 | 煅烧釜,香炉,红宝石,彩虹药水,硫磺,鳄鱼眼泪,瓶装闪电
  12. RR=198 anchor_m=189 Swiss=8 | 煅烧釜,鳄鱼眼泪,香炉,碎瓶,彩虹药水,红宝石,瓶装闪电
  13. RR=190 anchor_m=183 Swiss=9 | 红宝石,香炉,萤火虫,彩虹药水,永恒火炬,瓶装闪电,鳄鱼眼泪
  14. RR=187 anchor_m=187 Swiss=8 | 煅烧釜,鳄鱼眼泪,手术刀,香炉,彩虹药水,红宝石,瓶装闪电
  15. RR=185 anchor_m=173 Swiss=8 | 煅烧釜,云精灵,鳄鱼眼泪,香炉,彩虹药水,红宝石,瓶装闪电
  16. RR=182 anchor_m=174 Swiss=8 | 再生药水,煅烧釜,鳄鱼眼泪,香炉,彩虹药水,红宝石,瓶装闪电
  17. RR=180 anchor_m=176 Swiss=8 | 煅烧釜,鳄鱼眼泪,香炉,彩虹药水,红宝石,瓶装闪电,拆信刀
  18. RR=179 anchor_m=177 Swiss=9 | 煅烧釜,鳄鱼眼泪,昏睡药水,火焰药水,香炉,红宝石,瓶装闪电
  19. RR=174 anchor_m=174 Swiss=8 | 煅烧釜,鳄鱼眼泪,香炉,火焰药水,红宝石,瓶装闪电,剧毒药水
  20. RR=175 anchor_m=171 Swiss=8 | 煅烧釜,香炉,红宝石,蜡烛,彩虹药水,瓶装闪电

[GDF] seeds: 生命导体
[GDF] size=8 top 20
  1. RR=280 anchor_m=260 Swiss=9 | 生命导体,黑玫瑰,笔与墨,毒液,真菌孢子,毒液注射,翡翠
  2. RR=265 anchor_m=262 Swiss=8 | 贤者之石,翡翠,毒液注射,生命导体,笔与墨,毒液,真菌孢子
  3. RR=270 anchor_m=239 Swiss=9 | 生命导体,翡翠,笔与墨,毒液,毒蜥,毒液注射,真菌孢子
  4. RR=275 anchor_m=223 Swiss=8 | 生命导体,翡翠,笔与墨,毒液注射,腐朽圣像,真菌孢子
  5. RR=256 anchor_m=256 Swiss=8 | 贤者之石,生命导体,笔与墨,毒液注射,腐朽圣像,真菌孢子
  6. RR=242 anchor_m=242 Swiss=9 | 真菌孢子,翡翠,毒液注射,毒蜥,黑玫瑰,笔与墨,生命导体
  7. RR=250 anchor_m=212 Swiss=9 | 生命导体,笔与墨,毒液,毒芹,真菌孢子,毒液注射,翡翠
  8. RR=234 anchor_m=232 Swiss=9 | 真菌孢子,腐朽圣像,毒液注射,黑玫瑰,笔与墨,生命导体
  9. RR=279 anchor_m=135 Swiss=10 | 生命导体,笔与墨,毒液,真菌孢子,腐朽圣像,翡翠
  10. RR=230 anchor_m=230 Swiss=8 | 毒液注射,贤者之石,生命导体,笔与墨,真菌孢子,颠茄
  11. RR=233 anchor_m=212 Swiss=9 | 生命导体,笔与墨,毒液,真菌孢子,腐朽圣像,毒液注射
  12. RR=225 anchor_m=224 Swiss=8 | 黑玫瑰,腐朽圣像,毒液注射,笔与墨,翡翠,生命导体
  13. RR=217 anchor_m=217 Swiss=8 | 毒蜥,翡翠,贤者之石,生命导体,笔与墨,毒液,真菌孢子
  14. RR=223 anchor_m=201 Swiss=8 | 生命导体,腐朽圣像,毒蜥,笔与墨,真菌孢子,翡翠
  15. RR=205 anchor_m=205 Swiss=8 | 黑玫瑰,笔与墨,颠茄,贤者之石,生命导体,毒液注射
  16. RR=205 anchor_m=199 Swiss=9 | 生命导体,翡翠,笔与墨,颠茄,毒液注射,真菌孢子
  17. RR=196 anchor_m=196 Swiss=8 | 真菌孢子,毒液注射,颠茄,黑玫瑰,笔与墨,生命导体
  18. RR=197 anchor_m=189 Swiss=8 | 腐朽圣像,毒液注射,笔与墨,毒液,翡翠,生命导体
  19. RR=188 anchor_m=188 Swiss=8 | 黑玫瑰,贤者之石,毒液注射,生命导体,笔与墨,毒液,真菌孢子
  20. RR=185 anchor_m=185 Swiss=9 | 真菌孢子,翡翠,贤者之石,毒液注射,黑玫瑰,笔与墨,生命导体

[GDF] seeds: 真菌孢子
[GDF] size=8 top 20
  1. RR=284 anchor_m=279 Swiss=10 | 地刺陷阱,真菌孢子,倒刺利爪,毒液,鳄鱼眼泪,毒液注射,彩虹药水,翡翠
  2. RR=281 anchor_m=277 Swiss=9 | 真菌孢子,倒刺利爪,毒液,蜡烛,鳄鱼眼泪,毒液注射,翡翠
  3. RR=258 anchor_m=252 Swiss=9 | 真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,鳄鱼眼泪,香炉,地刺陷阱
  4. RR=244 anchor_m=238 Swiss=9 | 鳄鱼眼泪,真菌孢子,倒刺利爪,毒液,曲颈甑,翡翠,地刺陷阱
  5. RR=242 anchor_m=234 Swiss=9 | 真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,火焰药水,鳄鱼眼泪,地刺陷阱
  6. RR=235 anchor_m=230 Swiss=8 | 真菌孢子,毒液注射,倒刺利爪,毒液,毒蜥,翡翠,鳄鱼眼泪,地刺陷阱
  7. RR=223 anchor_m=219 Swiss=9 | 真菌孢子,剧毒药水,毒液注射,倒刺利爪,毒液,翡翠,鳄鱼眼泪,地刺陷阱
  8. RR=222 anchor_m=218 Swiss=8 | 鳄鱼眼泪,真菌孢子,倒刺利爪,毒液,剑杖,翡翠,地刺陷阱
  9. RR=222 anchor_m=216 Swiss=8 | 真菌孢子,萤火虫,毒液注射,倒刺利爪,毒液,翡翠,鳄鱼眼泪,地刺陷阱
  10. RR=219 anchor_m=216 Swiss=8 | 真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱,鳄鱼眼泪,毒芹
  11. RR=218 anchor_m=210 Swiss=8 | 真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,瓶装闪电,鳄鱼眼泪,地刺陷阱
  12. RR=213 anchor_m=213 Swiss=8 | 真菌孢子,鳄鱼眼泪,贤者之石,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱
  13. RR=205 anchor_m=204 Swiss=9 | 鳄鱼眼泪,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱,黑玫瑰
  14. RR=204 anchor_m=201 Swiss=8 | 真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,翡翠,地刺陷阱
  15. RR=205 anchor_m=198 Swiss=8 | 真菌孢子,毒液注射,拆信刀,倒刺利爪,毒液,翡翠,鳄鱼眼泪,地刺陷阱
  16. RR=202 anchor_m=192 Swiss=8 | 真菌孢子,毒液注射,倒刺利爪,毒液,手术刀,翡翠,鳄鱼眼泪,地刺陷阱
  17. RR=192 anchor_m=189 Swiss=9 | 真菌孢子,倒刺利爪,毒液,彩虹药水,曲颈甑,翡翠,地刺陷阱
  18. RR=191 anchor_m=191 Swiss=8 | 真菌孢子,倒刺利爪,毒液,毒液注射,彩虹药水,翡翠,蜡烛
  19. RR=204 anchor_m=141 Swiss=9 | 真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,鳄鱼眼泪,地刺陷阱,蛇怪之牙
  20. RR=182 anchor_m=178 Swiss=9 | 真菌孢子,毒液注射,黑曜石碎片,倒刺利爪,毒液,翡翠,鳄鱼眼泪,地刺陷阱

[GDF] seeds: 研钵与研杵
[GDF] size=8 top 20
  1. RR=206 anchor_m=93 Swiss=9 | 研钵与研杵,手术刀,地刺陷阱,蛇怪之牙,倒刺利爪,彩虹药水,鳄鱼眼泪
  2. RR=199 anchor_m=171 Swiss=8 | 研钵与研杵,手术刀,嗅盐,熏香,地刺陷阱,蛇怪之牙,倒刺利爪
  3. RR=198 anchor_m=148 Swiss=8 | 研钵与研杵,手术刀,云精灵,地刺陷阱,蛇怪之牙,猫头鹰奥利,倒刺利爪
  4. RR=203 anchor_m=135 Swiss=8 | 魔法飞毯,研钵与研杵,手术刀,地刺陷阱,蛇怪之牙,倒刺利爪
  5. RR=192 anchor_m=151 Swiss=8 | 研钵与研杵,手术刀,地刺陷阱,蜡烛,蛇怪之牙,倒刺利爪
  6. RR=175 anchor_m=171 Swiss=8 | 贤者之石,研钵与研杵,魔法飞毯,猫头鹰奥利,地刺陷阱,蛇怪之牙
  7. RR=198 anchor_m=118 Swiss=9 | 黑曜石碎片,研钵与研杵,手术刀,地刺陷阱,鳄鱼眼泪,蛇怪之牙,倒刺利爪
  8. RR=196 anchor_m=115 Swiss=8 | 研钵与研杵,手术刀,鳄鱼眼泪,倒刺利爪,地刺陷阱,拆信刀,蛇怪之牙
  9. RR=196 anchor_m=104 Swiss=9 | 鳄鱼眼泪,研钵与研杵,手术刀,地刺陷阱,蛇怪之牙,猫头鹰奥利,倒刺利爪
  10. RR=180 anchor_m=133 Swiss=9 | 毒液注射,研钵与研杵,手术刀,云精灵,地刺陷阱,蛇怪之牙,倒刺利爪
  11. RR=204 anchor_m=82 Swiss=9 | 研钵与研杵,手术刀,嗅盐,鳄鱼眼泪,地刺陷阱,蛇怪之牙,倒刺利爪
  12. RR=182 anchor_m=121 Swiss=9 | 研钵与研杵,手术刀,云精灵,倒刺利爪,地刺陷阱,拆信刀,蛇怪之牙
  13. RR=165 anchor_m=154 Swiss=8 | 倒刺利爪,毒芹,研钵与研杵,魔法飞毯,手术刀,蛇怪之牙
  14. RR=182 anchor_m=113 Swiss=8 | 研钵与研杵,手术刀,地刺陷阱,拆信刀,蛇怪之牙,魔法飞毯
  15. RR=162 anchor_m=153 Swiss=8 | 贤者之石,研钵与研杵,手术刀,猫头鹰奥利,地刺陷阱,倒刺利爪,蛇怪之牙
  16. RR=172 anchor_m=132 Swiss=8 | 香炉,研钵与研杵,手术刀,蜡烛,地刺陷阱,蛇怪之牙
  17. RR=175 anchor_m=126 Swiss=7 | 香炉,研钵与研杵,魔法飞毯,手术刀,地刺陷阱,蛇怪之牙
  18. RR=175 anchor_m=125 Swiss=8 | 香炉,研钵与研杵,手术刀,云精灵,地刺陷阱,蛇怪之牙,倒刺利爪
  19. RR=170 anchor_m=127 Swiss=8 | 研钵与研杵,手术刀,嗅盐,地刺陷阱,蛇怪之牙,猫头鹰奥利,倒刺利爪
  20. RR=174 anchor_m=109 Swiss=8 | 毒液注射,研钵与研杵,手术刀,地刺陷阱,鳄鱼眼泪,蛇怪之牙,倒刺利爪

[GDF] seeds: 硫磺
[GDF] size=8 top 20
  1. RR=289 anchor_m=204 Swiss=9 | 瓶装闪电,红宝石,蜡烛,香炉,火焰药水,硫磺,碎瓶
  2. RR=277 anchor_m=249 Swiss=9 | 瓶装闪电,红宝石,彩虹药水,蜡烛,香炉,火焰药水,硫磺
  3. RR=261 anchor_m=261 Swiss=9 | 碎瓶,红宝石,蜡烛,香炉,火焰药水,塔兹迪亚匕首,硫磺
  4. RR=280 anchor_m=222 Swiss=9 | 红宝石,火焰药水,蜡烛,彩虹药水,碎瓶,香炉,硫磺
  5. RR=255 anchor_m=247 Swiss=9 | 蛇怪之牙,红宝石,瓶装闪电,蜡烛,香炉,火焰药水,硫磺
  6. RR=239 anchor_m=236 Swiss=10 | 红宝石,贤者之石,蜡烛,香炉,火焰药水,硫磺,瓶装闪电
  7. RR=237 anchor_m=224 Swiss=8 | 红宝石,贤者之石,蜡烛,香炉,火焰药水,彩虹药水,硫磺
  8. RR=232 anchor_m=231 Swiss=8 | 红宝石,蜡烛,香炉,瓶装闪电,拆信刀,火焰药水,硫磺
  9. RR=233 anchor_m=227 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,火焰药水,手术刀,硫磺
  10. RR=218 anchor_m=217 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,火焰药水,塔兹迪亚匕首,硫磺
  11. RR=210 anchor_m=210 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,云精灵,火焰药水,硫磺
  12. RR=222 anchor_m=184 Swiss=9 | 红宝石,蜡烛,彩虹药水,瓶装闪电,碎瓶,香炉,硫磺
  13. RR=198 anchor_m=196 Swiss=8 | 瓶装闪电,红宝石,蜡烛,彩虹药水,香炉,硫磺,贤者之石
  14. RR=201 anchor_m=182 Swiss=8 | 红宝石,瓶装闪电,塔兹迪亚匕首,蜡烛,彩虹药水,香炉,硫磺
  15. RR=200 anchor_m=184 Swiss=8 | 红宝石,蜡烛,香炉,拆信刀,火焰药水,硫磺,彩虹药水
  16. RR=201 anchor_m=171 Swiss=9 | 瓶装闪电,萤火虫,红宝石,香炉,彩虹药水,硫磺,蜡烛
  17. RR=194 anchor_m=172 Swiss=8 | 彩虹药水,红宝石,蜡烛,香炉,火焰药水,塔兹迪亚匕首,硫磺
  18. RR=179 anchor_m=178 Swiss=8 | 红宝石,瓶装闪电,蜡烛,拆信刀,彩虹药水,香炉,硫磺
  19. RR=205 anchor_m=121 Swiss=8 | 蛇怪之牙,红宝石,蜡烛,香炉,彩虹药水,火焰药水,硫磺
  20. RR=175 anchor_m=175 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,剧毒药水,火焰药水,硫磺

[GDF] seeds: 碎瓶
[GDF] size=8 top 20
  1. RR=246 anchor_m=135 Swiss=9 | 碎瓶,鳄鱼眼泪,真菌孢子,地刺陷阱,倒刺利爪,毒液,蜡烛
  2. RR=244 anchor_m=194 Swiss=9 | 火焰药水,塔兹迪亚匕首,碎瓶,鳄鱼眼泪,真菌孢子,地刺陷阱,倒刺利爪,毒液
  3. RR=244 anchor_m=187 Swiss=8 | 火焰药水,碎瓶,鳄鱼眼泪,真菌孢子,地刺陷阱,彩虹药水,倒刺利爪,毒液
  4. RR=222 anchor_m=185 Swiss=9 | 碎瓶,真菌孢子,地刺陷阱,彩虹药水,鳄鱼眼泪,瓶装闪电,倒刺利爪,毒液
  5. RR=235 anchor_m=142 Swiss=9 | 碎瓶,真菌孢子,地刺陷阱,彩虹药水,香炉,鳄鱼眼泪,倒刺利爪,毒液
  6. RR=222 anchor_m=163 Swiss=8 | 火焰药水,碎瓶,鳄鱼眼泪,真菌孢子,地刺陷阱,倒刺利爪,毒液,香炉
  7. RR=234 anchor_m=119 Swiss=9 | 碎瓶,真菌孢子,地刺陷阱,鳄鱼眼泪,彩虹药水,翡翠,倒刺利爪,毒液
  8. RR=207 anchor_m=170 Swiss=8 | 碎瓶,剧毒药水,真菌孢子,地刺陷阱,彩虹药水,鳄鱼眼泪,倒刺利爪,毒液
  9. RR=209 anchor_m=165 Swiss=8 | 碎瓶,真菌孢子,地刺陷阱,彩虹药水,塔兹迪亚匕首,鳄鱼眼泪,倒刺利爪,毒液
  10. RR=210 anchor_m=155 Swiss=9 | 碎瓶,萤火虫,真菌孢子,地刺陷阱,彩虹药水,鳄鱼眼泪,倒刺利爪,毒液
  11. RR=196 anchor_m=158 Swiss=8 | 火焰药水,碎瓶,鳄鱼眼泪,真菌孢子,地刺陷阱,翡翠,倒刺利爪,毒液
  12. RR=227 anchor_m=91 Swiss=8 | 鳄鱼眼泪,地刺陷阱,手术刀,碎瓶,昏睡药水,蛇怪之牙,曲颈甑
  13. RR=201 anchor_m=133 Swiss=8 | 碎瓶,剧毒药水,真菌孢子,翡翠,鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液
  14. RR=193 anchor_m=123 Swiss=9 | 碎瓶,真菌孢子,翡翠,鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,香炉
  15. RR=173 anchor_m=117 Swiss=8 | 鳄鱼眼泪,地刺陷阱,彩虹药水,毒蜥,碎瓶,真菌孢子,毒液,翡翠
  16. RR=172 anchor_m=117 Swiss=8 | 碎瓶,真菌孢子,翡翠,鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液,毒芹
  17. RR=176 anchor_m=104 Swiss=8 | 碎瓶,真菌孢子,地刺陷阱,彩虹药水,手术刀,鳄鱼眼泪,倒刺利爪,毒液
  18. RR=160 anchor_m=131 Swiss=8 | 碎瓶,再生药水,真菌孢子,翡翠,鳄鱼眼泪,地刺陷阱,倒刺利爪,毒液
  19. RR=169 anchor_m=93 Swiss=8 | 碎瓶,鳄鱼眼泪,煅烧釜,真菌孢子,地刺陷阱,倒刺利爪,毒液
  20. RR=189 anchor_m=46 Swiss=8 | 彩虹药水,鳄鱼眼泪,地刺陷阱,手术刀,碎瓶,蛇怪之牙,曲颈甑

[GDF] seeds: 离子闪电
[GDF] size=8 top 20
  1. RR=205 anchor_m=52 Swiss=8 | 拆信刀,研钵与研杵,手术刀,离子闪电,曲颈甑,蛇怪之牙
  2. RR=194 anchor_m=81 Swiss=8 | 毒液注射,研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑
  3. RR=199 anchor_m=50 Swiss=9 | 研钵与研杵,手术刀,离子闪电,贤者之石,蛇怪之牙,曲颈甑
  4. RR=193 anchor_m=61 Swiss=8 | 彩虹药水,研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑
  5. RR=197 anchor_m=51 Swiss=8 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑,地刺陷阱
  6. RR=186 anchor_m=65 Swiss=8 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑,笔与墨
  7. RR=192 anchor_m=52 Swiss=9 | 黑曜石碎片,研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑
  8. RR=201 anchor_m=33 Swiss=9 | 手术刀,离子闪电,彩虹药水,香炉,蛇怪之牙,鳄鱼眼泪,曲颈甑
  9. RR=183 anchor_m=60 Swiss=10 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,毒芹,曲颈甑
  10. RR=185 anchor_m=56 Swiss=9 | 倒刺利爪,研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑
  11. RR=167 anchor_m=87 Swiss=8 | 真菌孢子,翡翠,毒蜥,离子闪电,炼金梨缶,彩虹药水,笔与墨
  12. RR=189 anchor_m=31 Swiss=9 | 手术刀,离子闪电,蛇怪之牙,煅烧釜,鳄鱼眼泪,曲颈甑
  13. RR=175 anchor_m=59 Swiss=8 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑,猫头鹰奥利
  14. RR=172 anchor_m=59 Swiss=8 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,翡翠,曲颈甑
  15. RR=154 anchor_m=94 Swiss=9 | 真菌孢子,彩虹药水,翡翠,毒芹,炼金梨缶,离子闪电,笔与墨
  16. RR=180 anchor_m=40 Swiss=9 | 手术刀,离子闪电,蛇怪之牙,曲颈甑,彩虹药水,地刺陷阱,鳄鱼眼泪
  17. RR=181 anchor_m=38 Swiss=8 | 手术刀,离子闪电,蛇怪之牙,彩虹药水,鳄鱼眼泪,曲颈甑,瓶装闪电
  18. RR=159 anchor_m=78 Swiss=8 | 真菌孢子,贤者之石,翡翠,离子闪电,炼金梨缶,彩虹药水,笔与墨
  19. RR=167 anchor_m=58 Swiss=8 | 研钵与研杵,手术刀,离子闪电,蛇怪之牙,曲颈甑,塔兹迪亚匕首
  20. RR=175 anchor_m=40 Swiss=9 | 手术刀,离子闪电,蛇怪之牙,彩虹药水,鳄鱼眼泪,火焰药水,曲颈甑

[GDF] seeds: 空白石碑
[GDF] size=8 top 20
  1. RR=281 anchor_m=23 Swiss=9 | 彩虹药水,火焰药水,香炉,空白石碑,永恒火炬,红宝石
  2. RR=266 anchor_m=80 Swiss=9 | 红宝石,香炉,空白石碑,永恒火炬,煅烧釜
  3. RR=272 anchor_m=47 Swiss=9 | 萤火虫,香炉,空白石碑,永恒火炬,红宝石,彩虹药水
  4. RR=275 anchor_m=34 Swiss=10 | 火焰药水,香炉,空白石碑,永恒火炬,瓶装闪电,红宝石
  5. RR=269 anchor_m=43 Swiss=9 | 瓶装闪电,香炉,空白石碑,永恒火炬,彩虹药水,红宝石
  6. RR=249 anchor_m=72 Swiss=9 | 火焰药水,塔兹迪亚匕首,香炉,空白石碑,永恒火炬,红宝石
  7. RR=259 anchor_m=47 Swiss=9 | 萤火虫,火焰药水,香炉,空白石碑,永恒火炬,红宝石
  8. RR=246 anchor_m=64 Swiss=8 | 香炉,空白石碑,永恒火炬,红宝石,硫磺,彩虹药水
  9. RR=237 anchor_m=74 Swiss=8 | 香炉,空白石碑,永恒火炬,红宝石,萤火虫,瓶装闪电
  10. RR=201 anchor_m=136 Swiss=9 | 剑杖,香炉,空白石碑,永恒火炬,红宝石
  11. RR=219 anchor_m=94 Swiss=8 | 香炉,空白石碑,永恒火炬,红宝石,蜡烛
  12. RR=244 anchor_m=42 Swiss=8 | 香炉,空白石碑,永恒火炬,红宝石,彩虹药水,鳄鱼眼泪
  13. RR=246 anchor_m=35 Swiss=8 | 火焰药水,香炉,空白石碑,永恒火炬,硫磺,红宝石
  14. RR=233 anchor_m=59 Swiss=8 | 硫磺,香炉,空白石碑,永恒火炬,瓶装闪电,红宝石
  15. RR=195 anchor_m=112 Swiss=8 | 香炉,空白石碑,永恒火炬,嗅盐,彩虹药水,红宝石
  16. RR=188 anchor_m=115 Swiss=8 | 香炉,贤者之石,空白石碑,永恒火炬,火焰药水,红宝石
  17. RR=216 anchor_m=51 Swiss=8 | 火焰药水,鳄鱼眼泪,香炉,空白石碑,永恒火炬,红宝石
  18. RR=206 anchor_m=66 Swiss=9 | 硫磺,香炉,空白石碑,永恒火炬,萤火虫,红宝石
  19. RR=191 anchor_m=62 Swiss=8 | 瓶装闪电,香炉,空白石碑,永恒火炬,鳄鱼眼泪,红宝石
  20. RR=170 anchor_m=102 Swiss=8 | 火焰药水,香炉,蛇怪之牙,空白石碑,永恒火炬,红宝石

[GDF] seeds: 笔与墨
[GDF] size=8 top 20
