# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=6 top 20
  1. RR=292 anchor_m=282 Swiss=9 | 彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子
  2. RR=278 anchor_m=67 Swiss=9 | 鳄鱼眼泪,火焰药水,彩虹药水,硫磺,香炉,红宝石
  3. RR=270 anchor_m=244 Swiss=9 | 彩虹药水,硫磺,香炉,红宝石,火焰药水,瓶装闪电
  4. RR=266 anchor_m=237 Swiss=9 | 硫磺,萤火虫,香炉,红宝石,瓶装闪电,彩虹药水
  5. RR=248 anchor_m=245 Swiss=8 | 鳄鱼眼泪,碎瓶,彩虹药水,硫磺,香炉,红宝石
  6. RR=246 anchor_m=244 Swiss=9 | 硫磺,香炉,红宝石,剧毒药水,鳄鱼眼泪,瓶装闪电
  7. RR=273 anchor_m=184 Swiss=9 | 鳄鱼眼泪,硫磺,香炉,彩虹药水,红宝石,萤火虫
  8. RR=261 anchor_m=199 Swiss=8 | 硫磺,香炉,红宝石,火焰药水,鳄鱼眼泪,瓶装闪电
  9. RR=235 anchor_m=233 Swiss=9 | 剧毒药水,火焰药水,硫磺,鳄鱼眼泪,香炉,红宝石
  10. RR=231 anchor_m=222 Swiss=8 | 鳄鱼眼泪,彩虹药水,塔兹迪亚匕首,硫磺,香炉,红宝石
  11. RR=228 anchor_m=219 Swiss=8 | 鳄鱼眼泪,硫磺,香炉,红宝石,瓶装闪电,塔兹迪亚匕首
  12. RR=226 anchor_m=221 Swiss=8 | 鳄鱼眼泪,彩虹药水,硫磺,香炉,拆信刀,红宝石
  13. RR=227 anchor_m=213 Swiss=9 | 火焰药水,彩虹药水,硫磺,萤火虫,香炉,红宝石
  14. RR=217 anchor_m=206 Swiss=8 | 硫磺,香炉,红宝石,鳄鱼眼泪,地刺陷阱,瓶装闪电
  15. RR=210 anchor_m=193 Swiss=9 | 硫磺,香炉,红宝石,瓶装闪电,蜡烛
  16. RR=205 anchor_m=202 Swiss=8 | 火焰药水,塔兹迪亚匕首,硫磺,鳄鱼眼泪,香炉,红宝石
  17. RR=204 anchor_m=189 Swiss=8 | 硫磺,香炉,蜡烛,彩虹药水,红宝石
  18. RR=195 anchor_m=194 Swiss=8 | 硫磺,香炉,红宝石,鳄鱼眼泪,瓶装闪电,碎瓶
  19. RR=193 anchor_m=192 Swiss=8 | 硫磺,蛇怪之牙,香炉,蜡烛,红宝石
  20. RR=193 anchor_m=192 Swiss=8 | 瓶装闪电,鳄鱼眼泪,硫磺,香炉,红宝石,萤火虫

[GDF] seeds: 碎瓶
[GDF] size=6 top 20
  1. RR=284 anchor_m=269 Swiss=9 | 真菌孢子,彩虹药水,炼金梨缶,碎瓶,翡翠
  2. RR=272 anchor_m=261 Swiss=10 | 真菌孢子,碎瓶,炼金梨缶,毒芹,翡翠
  3. RR=244 anchor_m=240 Swiss=8 | 真菌孢子,翡翠,再生药水,炼金梨缶,碎瓶
  4. RR=243 anchor_m=226 Swiss=9 | 翡翠,彩虹药水,炼金梨缶,鳄鱼眼泪,碎瓶
  5. RR=238 anchor_m=231 Swiss=8 | 翡翠,剧毒药水,炼金梨缶,碎瓶,真菌孢子
  6. RR=236 anchor_m=210 Swiss=8 | 真菌孢子,彩虹药水,炼金梨缶,鳄鱼眼泪,碎瓶
  7. RR=217 anchor_m=212 Swiss=8 | 真菌孢子,翡翠,鳄鱼眼泪,炼金梨缶,碎瓶
  8. RR=213 anchor_m=207 Swiss=8 | 地刺陷阱,真菌孢子,彩虹药水,炼金梨缶,碎瓶
  9. RR=206 anchor_m=202 Swiss=8 | 翡翠,彩虹药水,炼金梨缶,碎瓶,地刺陷阱
  10. RR=198 anchor_m=177 Swiss=8 | 真菌孢子,毒液,彩虹药水,翡翠,地刺陷阱,碎瓶
  11. RR=192 anchor_m=179 Swiss=9 | 翡翠,剧毒药水,炼金梨缶,鳄鱼眼泪,碎瓶
  12. RR=226 anchor_m=106 Swiss=9 | 碎瓶,真菌孢子,鳄鱼眼泪,毒液注射,倒刺利爪,毒液
  13. RR=261 anchor_m=22 Swiss=9 | 碎瓶,真菌孢子,毒液注射,翡翠,倒刺利爪,毒液
  14. RR=182 anchor_m=175 Swiss=8 | 真菌孢子,地刺陷阱,鳄鱼眼泪,炼金梨缶,碎瓶
  15. RR=206 anchor_m=119 Swiss=8 | 地刺陷阱,碎瓶,真菌孢子,倒刺利爪,毒液,鳄鱼眼泪
  16. RR=177 anchor_m=176 Swiss=8 | 地刺陷阱,真菌孢子,再生药水,炼金梨缶,碎瓶
  17. RR=177 anchor_m=174 Swiss=9 | 翡翠,彩虹药水,炼金梨缶,碎瓶,毒液
  18. RR=170 anchor_m=161 Swiss=8 | 真菌孢子,鳄鱼眼泪,炼金梨缶,碎瓶,蛇怪之牙
  19. RR=163 anchor_m=161 Swiss=8 | 真菌孢子,毒液,彩虹药水,炼金梨缶,碎瓶
  20. RR=201 anchor_m=78 Swiss=8 | 毒液注射,地刺陷阱,碎瓶,真菌孢子,倒刺利爪,毒液

[GDF] seeds: 离子闪电
[GDF] size=6 top 20
  1. RR=247 anchor_m=20 Swiss=9 | 翡翠,毒液注射,离子闪电,笔与墨,毒液,真菌孢子
  2. RR=242 anchor_m=228 Swiss=9 | 翡翠,离子闪电,炼金梨缶,彩虹药水,真菌孢子
  3. RR=231 anchor_m=202 Swiss=9 | 翡翠,真菌孢子,毒芹,炼金梨缶,离子闪电
  4. RR=202 anchor_m=186 Swiss=8 | 真菌孢子,翡翠,炼金梨缶,离子闪电,笔与墨
  5. RR=179 anchor_m=165 Swiss=8 | 笔与墨,离子闪电,炼金梨缶,彩虹药水,翡翠
  6. RR=211 anchor_m=100 Swiss=9 | 蛇怪之牙,地刺陷阱,曲颈甑,离子闪电,手术刀
  7. RR=214 anchor_m=92 Swiss=10 | 蛇怪之牙,拆信刀,曲颈甑,离子闪电,手术刀
  8. RR=209 anchor_m=89 Swiss=8 | 剧毒药水,蛇怪之牙,曲颈甑,离子闪电,手术刀
  9. RR=168 anchor_m=155 Swiss=8 | 真菌孢子,再生药水,炼金梨缶,离子闪电,笔与墨
  10. RR=246 anchor_m=-1 Swiss=9 | 翡翠,毒蜥,离子闪电,笔与墨,毒液,真菌孢子
  11. RR=241 anchor_m=8 Swiss=9 | 翡翠,离子闪电,笔与墨,毒液,彩虹药水,真菌孢子
  12. RR=167 anchor_m=147 Swiss=8 | 真菌孢子,笔与墨,毒芹,炼金梨缶,离子闪电
  13. RR=193 anchor_m=75 Swiss=8 | 蛇怪之牙,毒液注射,曲颈甑,离子闪电,手术刀
  14. RR=153 anchor_m=150 Swiss=8 | 毒蜥,离子闪电,炼金梨缶,彩虹药水,真菌孢子
  15. RR=209 anchor_m=33 Swiss=9 | 真菌孢子,翡翠,笔与墨,离子闪电,毒蜥,毒液注射
  16. RR=149 anchor_m=148 Swiss=8 | 离子闪电,炼金梨缶,彩虹药水,真菌孢子,毒液
  17. RR=195 anchor_m=47 Swiss=8 | 翡翠,离子闪电,笔与墨,真菌孢子,毒蜥,彩虹药水
  18. RR=176 anchor_m=79 Swiss=8 | 蛇怪之牙,曲颈甑,翡翠,离子闪电,手术刀
  19. RR=196 anchor_m=34 Swiss=9 | 翡翠,毒液注射,毒芹,离子闪电,笔与墨,真菌孢子
  20. RR=145 anchor_m=134 Swiss=7 | 手术刀,离子闪电,炼金梨缶,彩虹药水,真菌孢子

[GDF] seeds: 空白石碑
[GDF] size=6 top 20
  1. RR=295 anchor_m=3 Swiss=10 | 真菌孢子,笔与墨,毒液,空白石碑,翡翠
  2. RR=239 anchor_m=114 Swiss=9 | 真菌孢子,翡翠,空白石碑,贤者之石,笔与墨
  3. RR=281 anchor_m=2 Swiss=9 | 真菌孢子,笔与墨,毒蜥,空白石碑,翡翠
  4. RR=248 anchor_m=65 Swiss=8 | 贤者之石,空白石碑,真菌孢子,笔与墨,毒液
  5. RR=274 anchor_m=10 Swiss=9 | 毒液注射,真菌孢子,笔与墨,空白石碑,翡翠
  6. RR=273 anchor_m=5 Swiss=9 | 真菌孢子,空白石碑,翡翠,笔与墨,毒芹
  7. RR=260 anchor_m=20 Swiss=9 | 真菌孢子,毒液,空白石碑,翡翠,毒蜥
  8. RR=250 anchor_m=32 Swiss=8 | 翡翠,空白石碑,真菌孢子,倒刺利爪,毒液
  9. RR=264 anchor_m=-1 Swiss=9 | 毒液注射,空白石碑,真菌孢子,倒刺利爪,毒液
  10. RR=250 anchor_m=8 Swiss=9 | 毒蜥,空白石碑,真菌孢子,笔与墨,毒液
  11. RR=191 anchor_m=95 Swiss=9 | 香炉,空白石碑,真菌孢子,笔与墨,毒液
  12. RR=227 anchor_m=23 Swiss=8 | 翡翠,空白石碑,真菌孢子,毒液,毒芹
  13. RR=171 anchor_m=127 Swiss=8 | 空白石碑,剑杖,毒液注射,真菌孢子
  14. RR=207 anchor_m=39 Swiss=8 | 真菌孢子,翡翠,空白石碑,彩虹药水,笔与墨
  15. RR=216 anchor_m=7 Swiss=8 | 真菌孢子,空白石碑,笔与墨,毒液,毒芹
  16. RR=218 anchor_m=2 Swiss=9 | 黑玫瑰,空白石碑,笔与墨,毒液,真菌孢子
  17. RR=189 anchor_m=55 Swiss=8 | 笔与墨,毒液,黑玫瑰,空白石碑,翡翠
  18. RR=162 anchor_m=99 Swiss=8 | 真菌孢子,翡翠,空白石碑,香炉,笔与墨
  19. RR=189 anchor_m=34 Swiss=9 | 毒液注射,黑玫瑰,翡翠,空白石碑,笔与墨
  20. RR=184 anchor_m=44 Swiss=8 | 笔与墨,毒液,毒蜥,空白石碑,翡翠

[GDF] seeds: 笔与墨
[GDF] size=6 top 20
  1. RR=277 anchor_m=277 Swiss=9 | 毒液注射,彩虹药水,真菌孢子,翡翠,笔与墨,毒液
  2. RR=273 anchor_m=272 Swiss=9 | 毒蜥,毒液注射,翡翠,真菌孢子,笔与墨,毒液
  3. RR=267 anchor_m=267 Swiss=9 | 翡翠,笔与墨,毒液,毒液注射,真菌孢子,黑玫瑰
  4. RR=267 anchor_m=267 Swiss=8 | 翡翠,真菌孢子,笔与墨,毒液,彩虹药水,毒蜥
  5. RR=258 anchor_m=258 Swiss=9 | 彩虹药水,翡翠,笔与墨,毒液,毒芹,真菌孢子
  6. RR=258 anchor_m=258 Swiss=9 | 翡翠,毒蜥,真菌孢子,毒芹,笔与墨,毒液
  7. RR=250 anchor_m=250 Swiss=9 | 毒液注射,毒芹,翡翠,真菌孢子,笔与墨,毒液
  8. RR=243 anchor_m=243 Swiss=9 | 翡翠,曲颈甑,真菌孢子,笔与墨,毒液
  9. RR=239 anchor_m=239 Swiss=8 | 贤者之石,毒液注射,翡翠,真菌孢子,笔与墨,毒液
  10. RR=271 anchor_m=168 Swiss=10 | 毒液注射,翡翠,真菌孢子,笔与墨,倒刺利爪,毒液
  11. RR=234 anchor_m=234 Swiss=9 | 再生药水,毒液注射,翡翠,真菌孢子,笔与墨,毒液
  12. RR=224 anchor_m=224 Swiss=8 | 翡翠,毒蜥,贤者之石,真菌孢子,笔与墨,毒液
  13. RR=222 anchor_m=222 Swiss=8 | 毒液注射,颠茄,真菌孢子,翡翠,笔与墨
  14. RR=210 anchor_m=210 Swiss=8 | 黑玫瑰,翡翠,真菌孢子,笔与墨,毒液,毒蜥
  15. RR=208 anchor_m=208 Swiss=8 | 翡翠,彩虹药水,真菌孢子,笔与墨,毒液注射,毒蜥
  16. RR=208 anchor_m=208 Swiss=8 | 翡翠,剧毒药水,真菌孢子,笔与墨,毒液,毒蜥
  17. RR=206 anchor_m=206 Swiss=8 | 翡翠,毒液注射,真菌孢子,剧毒药水,笔与墨,毒液
  18. RR=196 anchor_m=196 Swiss=8 | 颠茄,翡翠,真菌孢子,笔与墨,毒液
  19. RR=196 anchor_m=196 Swiss=8 | 翡翠,真菌孢子,再生药水,笔与墨,毒液,毒蜥
  20. RR=171 anchor_m=171 Swiss=8 | 翡翠,贤者之石,真菌孢子,毒芹,笔与墨,毒液

[GDF] seeds: 红宝石
[GDF] size=6 top 20
  1. RR=265 anchor_m=265 Swiss=9 | 香炉,彩虹药水,火焰药水,红宝石,萤火虫,瓶装闪电
  2. RR=253 anchor_m=247 Swiss=8 | 香炉,火焰药水,彩虹药水,鳄鱼眼泪,红宝石,萤火虫
  3. RR=250 anchor_m=250 Swiss=10 | 香炉,火焰药水,碎瓶,红宝石,蜡烛
  4. RR=246 anchor_m=243 Swiss=9 | 香炉,鳄鱼眼泪,火焰药水,红宝石,硫磺,彩虹药水
  5. RR=243 anchor_m=239 Swiss=9 | 瓶装闪电,香炉,鳄鱼眼泪,彩虹药水,红宝石,萤火虫
  6. RR=242 anchor_m=239 Swiss=9 | 彩虹药水,鳄鱼眼泪,香炉,红宝石,瓶装闪电,硫磺
  7. RR=240 anchor_m=240 Swiss=8 | 香炉,红宝石,蜡烛,火焰药水,蛇怪之牙
  8. RR=230 anchor_m=227 Swiss=9 | 昏睡药水,香炉,彩虹药水,鳄鱼眼泪,红宝石,萤火虫
  9. RR=231 anchor_m=225 Swiss=8 | 香炉,彩虹药水,鳄鱼眼泪,红宝石,萤火虫,碎瓶
  10. RR=225 anchor_m=225 Swiss=9 | 香炉,彩虹药水,红宝石,蜡烛,瓶装闪电
  11. RR=225 anchor_m=219 Swiss=8 | 彩虹药水,鳄鱼眼泪,香炉,红宝石,蜡烛
  12. RR=220 anchor_m=217 Swiss=9 | 彩虹药水,萤火虫,鳄鱼眼泪,香炉,红宝石,硫磺
  13. RR=214 anchor_m=213 Swiss=8 | 香炉,彩虹药水,塔兹迪亚匕首,鳄鱼眼泪,红宝石,萤火虫
  14. RR=213 anchor_m=212 Swiss=9 | 香炉,红宝石,蜡烛,火焰药水,瓶装闪电
  15. RR=213 anchor_m=208 Swiss=8 | 拆信刀,香炉,彩虹药水,鳄鱼眼泪,红宝石,萤火虫
  16. RR=207 anchor_m=207 Swiss=8 | 彩虹药水,火焰药水,香炉,红宝石,瓶装闪电,硫磺
  17. RR=204 anchor_m=204 Swiss=8 | 火焰药水,香炉,红宝石,鳄鱼眼泪,瓶装闪电,硫磺
  18. RR=199 anchor_m=198 Swiss=8 | 香炉,火焰药水,红宝石,彩虹药水,蜡烛
  19. RR=200 anchor_m=195 Swiss=8 | 香炉,嗅盐,彩虹药水,鳄鱼眼泪,红宝石,萤火虫
  20. RR=187 anchor_m=186 Swiss=8 | 彩虹药水,鳄鱼眼泪,香炉,碎瓶,红宝石,硫磺

[GDF] seeds: 翡翠
[GDF] size=6 top 20
  1. RR=287 anchor_m=276 Swiss=10 | 翡翠,真菌孢子,地刺陷阱,倒刺利爪,毒液,毒液注射
  2. RR=272 anchor_m=272 Swiss=9 | 翡翠,真菌孢子,倒刺利爪,毒液,毒液注射,鳄鱼眼泪
  3. RR=244 anchor_m=244 Swiss=8 | 翡翠,真菌孢子,倒刺利爪,毒液,毒液注射,彩虹药水
  4. RR=243 anchor_m=243 Swiss=9 | 翡翠,水蛭,倒刺利爪,毒液,毒液注射
  5. RR=242 anchor_m=240 Swiss=9 | 翡翠,毒蜥,彩虹药水,笔与墨,毒液,真菌孢子
  6. RR=241 anchor_m=241 Swiss=9 | 毒蜥,真菌孢子,倒刺利爪,毒液,翡翠,毒液注射
  7. RR=234 anchor_m=234 Swiss=8 | 翡翠,毒蜥,真菌孢子,笔与墨,毒液,毒芹
  8. RR=220 anchor_m=210 Swiss=9 | 翡翠,笔与墨,毒液,曲颈甑,真菌孢子
  9. RR=216 anchor_m=216 Swiss=8 | 翡翠,毒液注射,彩虹药水,笔与墨,毒液,真菌孢子
  10. RR=213 anchor_m=213 Swiss=8 | 翡翠,真菌孢子,笔与墨,毒液,毒芹,彩虹药水
  11. RR=212 anchor_m=212 Swiss=8 | 真菌孢子,毒蜥,毒液注射,水蛭,翡翠
  12. RR=216 anchor_m=203 Swiss=8 | 真菌孢子,毒液,翡翠,水蛭,毒液注射
  13. RR=206 anchor_m=206 Swiss=8 | 毒液注射,翡翠,毒蜥,笔与墨,毒液,真菌孢子
  14. RR=207 anchor_m=194 Swiss=8 | 真菌孢子,倒刺利爪,毒液,翡翠,地刺陷阱,彩虹药水
  15. RR=200 anchor_m=196 Swiss=8 | 翡翠,笔与墨,毒液,真菌孢子,黑玫瑰,毒液注射
  16. RR=195 anchor_m=195 Swiss=8 | 真菌孢子,毒液注射,毒芹,水蛭,翡翠
  17. RR=200 anchor_m=185 Swiss=8 | 毒芹,真菌孢子,倒刺利爪,毒液,翡翠,地刺陷阱
  18. RR=193 anchor_m=193 Swiss=9 | 翡翠,毒液注射,笔与墨,毒液,毒芹,真菌孢子
  19. RR=195 anchor_m=188 Swiss=9 | 翡翠,真菌孢子,黑玫瑰,倒刺利爪,毒液,毒液注射
  20. RR=182 anchor_m=182 Swiss=8 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射

[GDF] seeds: 腐朽圣像
[GDF] size=6 top 20
  1. RR=295 anchor_m=272 Swiss=10 | 真菌孢子,翡翠,腐朽圣像,倒刺利爪,毒液
  2. RR=284 anchor_m=247 Swiss=9 | 真菌孢子,笔与墨,腐朽圣像,毒液注射,翡翠
  3. RR=274 anchor_m=262 Swiss=9 | 翡翠,真菌孢子,笔与墨,毒蜥,腐朽圣像
  4. RR=267 anchor_m=263 Swiss=9 | 真菌孢子,彩虹药水,笔与墨,翡翠,腐朽圣像
  5. RR=267 anchor_m=255 Swiss=8 | 腐朽圣像,真菌孢子,毒芹,笔与墨,翡翠
  6. RR=288 anchor_m=211 Swiss=9 | 腐朽圣像,笔与墨,毒液,翡翠,真菌孢子
  7. RR=259 anchor_m=258 Swiss=9 | 真菌孢子,腐朽圣像,翡翠,毒液注射,毒液
  8. RR=240 anchor_m=240 Swiss=9 | 真菌孢子,毒蜥,翡翠,腐朽圣像,毒液
  9. RR=244 anchor_m=220 Swiss=9 | 真菌孢子,腐朽圣像,地刺陷阱,倒刺利爪,毒液
  10. RR=235 anchor_m=230 Swiss=9 | 毒蜥,腐朽圣像,翡翠,真菌孢子,毒液注射
  11. RR=230 anchor_m=227 Swiss=8 | 鳄鱼眼泪,真菌孢子,腐朽圣像,倒刺利爪,毒液
  12. RR=222 anchor_m=222 Swiss=9 | 腐朽圣像,翡翠,真菌孢子,黑玫瑰,毒液注射
  13. RR=221 anchor_m=218 Swiss=8 | 腐朽圣像,翡翠,真菌孢子,毒液注射,毒芹
  14. RR=216 anchor_m=214 Swiss=8 | 地刺陷阱,腐朽圣像,翡翠,真菌孢子,毒液注射
  15. RR=211 anchor_m=210 Swiss=8 | 腐朽圣像,翡翠,毒芹,真菌孢子,毒液
  16. RR=205 anchor_m=205 Swiss=8 | 彩虹药水,真菌孢子,翡翠,腐朽圣像,毒液
  17. RR=201 anchor_m=201 Swiss=8 | 真菌孢子,地刺陷阱,翡翠,腐朽圣像,毒液
  18. RR=210 anchor_m=179 Swiss=8 | 真菌孢子,腐朽圣像,倒刺利爪,毒液,毒液注射
  19. RR=200 anchor_m=187 Swiss=8 | 真菌孢子,笔与墨,腐朽圣像,黑玫瑰,毒液注射
  20. RR=194 anchor_m=193 Swiss=8 | 真菌孢子,腐朽圣像,毒蜥,倒刺利爪,毒液

[GDF] seeds: 萤火虫
[GDF] size=6 top 20
  1. RR=284 anchor_m=271 Swiss=10 | 红宝石,瓶装闪电,火焰药水,彩虹药水,萤火虫,香炉
  2. RR=269 anchor_m=267 Swiss=9 | 红宝石,鳄鱼眼泪,彩虹药水,萤火虫,昏睡药水,香炉
  3. RR=250 anchor_m=243 Swiss=9 | 红宝石,彩虹药水,鳄鱼眼泪,碎瓶,萤火虫,香炉
  4. RR=252 anchor_m=237 Swiss=9 | 硫磺,鳄鱼眼泪,红宝石,彩虹药水,萤火虫,香炉
  5. RR=247 anchor_m=239 Swiss=9 | 红宝石,彩虹药水,塔兹迪亚匕首,鳄鱼眼泪,萤火虫,香炉
  6. RR=239 anchor_m=235 Swiss=8 | 红宝石,彩虹药水,拆信刀,萤火虫,鳄鱼眼泪,香炉
  7. RR=224 anchor_m=220 Swiss=8 | 萤火虫,红宝石,香炉,蜡烛,彩虹药水
  8. RR=221 anchor_m=219 Swiss=9 | 红宝石,彩虹药水,鳄鱼眼泪,萤火虫,香炉,剧毒药水
  9. RR=219 anchor_m=216 Swiss=8 | 倒刺利爪,红宝石,彩虹药水,鳄鱼眼泪,萤火虫,香炉
  10. RR=218 anchor_m=218 Swiss=8 | 地刺陷阱,红宝石,彩虹药水,鳄鱼眼泪,萤火虫,香炉
  11. RR=218 anchor_m=217 Swiss=9 | 瓶装闪电,硫磺,红宝石,彩虹药水,萤火虫,香炉
  12. RR=212 anchor_m=212 Swiss=8 | 红宝石,彩虹药水,鳄鱼眼泪,萤火虫,熏香,香炉
  13. RR=226 anchor_m=179 Swiss=9 | 瓶装闪电,鳄鱼眼泪,红宝石,火焰药水,萤火虫,香炉
  14. RR=265 anchor_m=100 Swiss=9 | 红宝石,彩虹药水,鳄鱼眼泪,火焰药水,萤火虫,香炉
  15. RR=210 anchor_m=209 Swiss=8 | 手术刀,红宝石,彩虹药水,鳄鱼眼泪,萤火虫,香炉
  16. RR=202 anchor_m=197 Swiss=8 | 瓶装闪电,红宝石,萤火虫,剧毒药水,鳄鱼眼泪,香炉
  17. RR=264 anchor_m=64 Swiss=9 | 红宝石,瓶装闪电,彩虹药水,鳄鱼眼泪,萤火虫,香炉
  18. RR=197 anchor_m=197 Swiss=8 | 红宝石,彩虹药水,鳄鱼眼泪,萤火虫,再生药水,香炉
  19. RR=194 anchor_m=194 Swiss=8 | 红宝石,彩虹药水,萤火虫,嗅盐,鳄鱼眼泪,香炉
  20. RR=189 anchor_m=188 Swiss=8 | 红宝石,彩虹药水,鳄鱼眼泪,飞蛾粉末,萤火虫,香炉

[GDF] seeds: 蛇怪之牙
[GDF] size=6 top 20
  1. RR=259 anchor_m=166 Swiss=10 | 蜡烛,香炉,火焰药水,红宝石,蛇怪之牙
  2. RR=222 anchor_m=200 Swiss=9 | 蜡烛,地刺陷阱,蛇怪之牙,毒液注射,手术刀
  3. RR=243 anchor_m=112 Swiss=8 | 蜡烛,红宝石,香炉,瓶装闪电,蛇怪之牙
  4. RR=220 anchor_m=140 Swiss=9 | 蜡烛,红宝石,香炉,萤火虫,蛇怪之牙
  5. RR=233 anchor_m=111 Swiss=9 | 蜡烛,红宝石,香炉,彩虹药水,蛇怪之牙
  6. RR=216 anchor_m=136 Swiss=8 | 蜡烛,红宝石,香炉,蛇怪之牙,硫磺
  7. RR=198 anchor_m=161 Swiss=9 | 鳄鱼眼泪,蜡烛,香炉,火焰药水,蛇怪之牙
  8. RR=203 anchor_m=126 Swiss=8 | 拆信刀,蜡烛,红宝石,香炉,蛇怪之牙
  9. RR=206 anchor_m=104 Swiss=8 | 蜡烛,红宝石,手术刀,香炉,蛇怪之牙
  10. RR=181 anchor_m=135 Swiss=9 | 地刺陷阱,魔法飞毯,拆信刀,蛇怪之牙,手术刀
  11. RR=187 anchor_m=123 Swiss=8 | 蜡烛,红宝石,香炉,云精灵,蛇怪之牙
  12. RR=182 anchor_m=118 Swiss=8 | 彩虹药水,蛇怪之牙,红宝石,手术刀,鳄鱼眼泪,萤火虫
  13. RR=179 anchor_m=117 Swiss=8 | 地刺陷阱,蜡烛,蛇怪之牙,手术刀,香炉
  14. RR=177 anchor_m=111 Swiss=9 | 彩虹药水,蛇怪之牙,昏睡药水,手术刀,鳄鱼眼泪,萤火虫
  15. RR=164 anchor_m=135 Swiss=8 | 地刺陷阱,倒刺利爪,蜡烛,蛇怪之牙,手术刀
  16. RR=157 anchor_m=145 Swiss=9 | 蜡烛,地刺陷阱,拆信刀,蛇怪之牙,手术刀
  17. RR=174 anchor_m=111 Swiss=8 | 蜡烛,红宝石,熏香,香炉,蛇怪之牙
  18. RR=170 anchor_m=103 Swiss=8 | 彩虹药水,蛇怪之牙,地刺陷阱,手术刀,鳄鱼眼泪,萤火虫
  19. RR=164 anchor_m=106 Swiss=8 | 鳄鱼眼泪,地刺陷阱,红宝石,蛇怪之牙,手术刀,香炉
  20. RR=165 anchor_m=104 Swiss=8 | 地刺陷阱,倒刺利爪,鳄鱼眼泪,蛇怪之牙,拆信刀,手术刀

[GDF] seeds: 蜡烛
[GDF] size=6 top 20
  1. RR=276 anchor_m=275 Swiss=9 | 瓶装闪电,红宝石,彩虹药水,蜡烛,香炉
  2. RR=275 anchor_m=275 Swiss=9 | 火焰药水,蜡烛,香炉,蛇怪之牙,红宝石
  3. RR=274 anchor_m=274 Swiss=9 | 红宝石,蜡烛,香炉,火焰药水,碎瓶
  4. RR=268 anchor_m=260 Swiss=9 | 红宝石,彩虹药水,蜡烛,香炉,鳄鱼眼泪
  5. RR=260 anchor_m=260 Swiss=9 | 瓶装闪电,火焰药水,红宝石,蜡烛,香炉
  6. RR=259 anchor_m=258 Swiss=8 | 红宝石,彩虹药水,蜡烛,香炉,火焰药水
  7. RR=247 anchor_m=243 Swiss=8 | 红宝石,彩虹药水,萤火虫,蜡烛,香炉
  8. RR=235 anchor_m=234 Swiss=9 | 瓶装闪电,蜡烛,香炉,蛇怪之牙,红宝石
  9. RR=237 anchor_m=229 Swiss=8 | 鳄鱼眼泪,蜡烛,彩虹药水,火焰药水,香炉
  10. RR=225 anchor_m=224 Swiss=8 | 蜡烛,萤火虫,彩虹药水,瓶装闪电,红宝石
  11. RR=220 anchor_m=218 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,鳄鱼眼泪
  12. RR=218 anchor_m=218 Swiss=8 | 瓶装闪电,红宝石,蜡烛,香炉,碎瓶
  13. RR=212 anchor_m=212 Swiss=8 | 鳄鱼眼泪,蜡烛,彩虹药水,香炉,碎瓶
  14. RR=210 anchor_m=208 Swiss=8 | 红宝石,蜡烛,香炉,鳄鱼眼泪,火焰药水
  15. RR=202 anchor_m=201 Swiss=8 | 红宝石,蜡烛,香炉,火焰药水,塔兹迪亚匕首
  16. RR=199 anchor_m=197 Swiss=9 | 瓶装闪电,红宝石,萤火虫,蜡烛,香炉
  17. RR=197 anchor_m=197 Swiss=9 | 蜡烛,彩虹药水,蛇怪之牙,红宝石,香炉
  18. RR=193 anchor_m=190 Swiss=8 | 蜡烛,萤火虫,彩虹药水,鳄鱼眼泪,红宝石
  19. RR=191 anchor_m=189 Swiss=8 | 红宝石,瓶装闪电,蜡烛,硫磺,香炉
  20. RR=190 anchor_m=190 Swiss=8 | 蜡烛,彩虹药水,硫磺,红宝石,香炉

[GDF] seeds: 贤者之石
[GDF] size=6 top 20
  1. RR=284 anchor_m=72 Swiss=10 | 翡翠,真菌孢子,贤者之石,倒刺利爪,毒液,毒液注射
  2. RR=254 anchor_m=233 Swiss=9 | 翡翠,真菌孢子,笔与墨,颠茄,贤者之石
  3. RR=254 anchor_m=177 Swiss=9 | 贤者之石,笔与墨,毒液,黑玫瑰,翡翠,真菌孢子
  4. RR=254 anchor_m=168 Swiss=8 | 笔与墨,翡翠,贤者之石,毒液注射,毒液,真菌孢子
  5. RR=274 anchor_m=114 Swiss=9 | 贤者之石,彩虹药水,笔与墨,毒液,翡翠,真菌孢子
  6. RR=277 anchor_m=77 Swiss=9 | 翡翠,毒芹,真菌孢子,笔与墨,毒液,贤者之石
  7. RR=231 anchor_m=156 Swiss=8 | 笔与墨,翡翠,毒蜥,贤者之石,毒液注射,真菌孢子
  8. RR=283 anchor_m=42 Swiss=9 | 毒蜥,贤者之石,笔与墨,毒液,翡翠,真菌孢子
  9. RR=226 anchor_m=149 Swiss=8 | 毒蜥,翡翠,毒芹,真菌孢子,笔与墨,贤者之石
