# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=233 anchor_m=135 Swiss=9 | 舱底蠕虫,三花,鲨齿爪,手斧,飞鱼,淬锋钢,弹簧刀,马龙鱼
  5. RR=263 anchor_m=79 Swiss=8 | 水草,温馨海湾,独角鲸,弹簧刀,马龙鱼,淬锋钢,珊瑚
  6. RR=229 anchor_m=130 Swiss=8 | 水草,温馨海湾,独角鲸,弹簧刀,马龙鱼,海螺壳,淬锋钢
  7. RR=254 anchor_m=72 Swiss=9 | 珊瑚,马龙鱼,绵鳚,淬锋钢,飞鱼,温馨海湾,水草
  8. RR=206 anchor_m=166 Swiss=8 | 海螺壳,珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,水母,温馨海湾
  9. RR=220 anchor_m=137 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,飞鱼,珍珠,温馨海湾,水草
  10. RR=238 anchor_m=99 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,飞鱼,温馨海湾,水草,海螺壳
  11. RR=206 anchor_m=127 Swiss=8 | 马龙鱼,弹簧刀,独角鲸,淬锋钢,飞鱼,温馨海湾,水草
  12. RR=202 anchor_m=131 Swiss=8 | 水草,温馨海湾,独角鲸,弹簧刀,马龙鱼,淬锋钢,珍珠
  13. RR=238 anchor_m=53 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,手斧,飞鱼,温馨海湾,水草
  14. RR=200 anchor_m=128 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,珊瑚,温馨海湾
  15. RR=184 anchor_m=147 Swiss=8 | 马龙鱼,弹簧刀,淬锋钢,海螺壳,飞鱼,温馨海湾,水草
  16. RR=227 anchor_m=55 Swiss=8 | 淬锋钢,马龙鱼,鲨齿爪,飞鱼,温馨海湾,珊瑚
  17. RR=208 anchor_m=91 Swiss=9 | 淬锋钢,马龙鱼,弹簧刀,飞鱼,海螺壳,温馨海湾,珊瑚
  18. RR=194 anchor_m=102 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,弹簧刀,飞鱼,温馨海湾,水草
  19. RR=171 anchor_m=141 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,温馨海湾,海螺壳
  20. RR=166 anchor_m=142 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,温馨海湾,海螺壳

[GDF] seeds: 湿件战服
[GDF] size=10 top 20
  1. RR=268 anchor_m=163 Swiss=9 | 鲨齿爪,湿件战服,手斧,淬锋钢,飞鱼,弹簧刀,马龙鱼
  2. RR=255 anchor_m=194 Swiss=8 | 独角鲸,鲨齿爪,湿件战服,淬锋钢,飞鱼,弹簧刀,马龙鱼
  3. RR=258 anchor_m=185 Swiss=9 | 湿件战服,淬锋钢,马龙鱼,手斧,鲨齿爪,飞鱼,左轮手枪
  4. RR=241 anchor_m=217 Swiss=8 | 湿件战服,淬锋钢,马龙鱼,手斧,鲨齿爪,飞鱼,迷你弯刀
  5. RR=244 anchor_m=200 Swiss=9 | 鲨齿爪,湿件战服,左轮手枪,淬锋钢,飞鱼,弹簧刀,马龙鱼
  6. RR=241 anchor_m=195 Swiss=9 | 迷你弯刀,鲨齿爪,湿件战服,淬锋钢,飞鱼,弹簧刀,马龙鱼
  7. RR=245 anchor_m=186 Swiss=9 | 湿件战服,淬锋钢,马龙鱼,手斧,鲨齿爪,飞鱼,独角鲸
  8. RR=246 anchor_m=178 Swiss=9 | 淬锋钢,湿件战服,独角鲸,手斧,鲨齿爪,弹簧刀,马龙鱼
  9. RR=225 anchor_m=194 Swiss=10 | 淬锋钢,湿件战服,独角鲸,鲨齿爪,左轮手枪,弹簧刀,马龙鱼
  10. RR=218 anchor_m=182 Swiss=8 | 湿件战服,淬锋钢,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼
  11. RR=207 anchor_m=177 Swiss=8 | 鲨齿爪,三花,湿件战服,淬锋钢,飞鱼,弹簧刀,马龙鱼
  12. RR=201 anchor_m=169 Swiss=9 | 湿件战服,鲨齿爪,武士刀,弹簧刀,马龙鱼,淬锋钢
  13. RR=204 anchor_m=163 Swiss=9 | 湿件战服,淬锋钢,马龙鱼,手斧,鲨齿爪,靴里剑,飞鱼
  14. RR=192 anchor_m=168 Swiss=8 | 湿件战服,淬锋钢,马龙鱼,绵鳚,鲨齿爪,飞鱼,左轮手枪
  15. RR=194 anchor_m=152 Swiss=8 | 藏刃匕首,鲨齿爪,湿件战服,淬锋钢,飞鱼,弹簧刀,马龙鱼
  16. RR=179 anchor_m=170 Swiss=8 | 迷你弯刀,淬锋钢,湿件战服,独角鲸,鲨齿爪,弹簧刀,马龙鱼
  17. RR=181 anchor_m=165 Swiss=8 | 湿件战服,淬锋钢,马龙鱼,手斧,鲨齿爪,飞鱼,三花
  18. RR=183 anchor_m=161 Swiss=8 | 湿件战服,淬锋钢,马龙鱼,绵鳚,鲨齿爪,飞鱼,迷你弯刀
  19. RR=184 anchor_m=147 Swiss=8 | 舱底蠕虫,鲨齿爪,湿件战服,淬锋钢,飞鱼,弹簧刀,马龙鱼
  20. RR=173 anchor_m=158 Swiss=8 | 淬锋钢,湿件战服,独角鲸,鲨齿爪,靴里剑,弹簧刀,马龙鱼

[GDF] seeds: 火炮
[GDF] size=10 top 20
  1. RR=271 anchor_m=271 Swiss=8 | 火药角,火炮,绵鳚,珊瑚护甲,打火机,珊瑚,燃烧响炮,淬锋钢
  2. RR=271 anchor_m=271 Swiss=9 | 火药角,火炮,绵鳚,海底热泉,水草,打火机,珊瑚,燃烧响炮
  3. RR=265 anchor_m=265 Swiss=9 | 水草,火药角,火炮,绵鳚,打火机,海螺壳,珊瑚,淬锋钢,燃烧响炮
  4. RR=259 anchor_m=259 Swiss=10 | 救生圈,火药角,火炮,绵鳚,打火机,珊瑚,燃烧响炮,淬锋钢
  5. RR=252 anchor_m=252 Swiss=9 | 珊瑚,淬锋钢,火药角,火炮,绵鳚,打火机,手斧,舱底蠕虫,燃烧响炮
  6. RR=242 anchor_m=242 Swiss=9 | 水草,珊瑚,淬锋钢,火药角,火炮,绵鳚,打火机,舱底蠕虫,燃烧响炮
  7. RR=233 anchor_m=233 Swiss=8 | 龙涎香,水草,火药角,火炮,绵鳚,打火机,珊瑚,淬锋钢,燃烧响炮
  8. RR=228 anchor_m=228 Swiss=8 | 水草,火药角,火炮,绵鳚,打火机,珊瑚,淬锋钢,手斧,燃烧响炮
  9. RR=222 anchor_m=222 Swiss=9 | 淬锋钢,火药角,火炮,绵鳚,打火机,燃烧响炮,手斧,葡萄弹,珊瑚
  10. RR=222 anchor_m=222 Swiss=8 | 火药角,火炮,绵鳚,打火机,手斧,靴里剑,珊瑚,燃烧响炮,淬锋钢
  11. RR=200 anchor_m=200 Swiss=8 | 水草,火药角,火炮,绵鳚,狼筅,打火机,珊瑚,燃烧响炮
  12. RR=197 anchor_m=197 Swiss=9 | 火药角,火炮,绵鳚,打火机,珊瑚,燃烧响炮,淬锋钢,流星索,手斧
  13. RR=191 anchor_m=191 Swiss=8 | 珊瑚,淬锋钢,火药角,火炮,绵鳚,打火机,葡萄弹,舱底蠕虫,燃烧响炮
  14. RR=189 anchor_m=189 Swiss=9 | 珊瑚护甲,火药角,火炮,绵鳚,狼筅,打火机,燃烧响炮
  15. RR=186 anchor_m=186 Swiss=8 | 火药角,火炮,绵鳚,打火机,葡萄弹,手斧,舱底蠕虫,燃烧响炮,淬锋钢
  16. RR=178 anchor_m=178 Swiss=7 | 水草,火药角,火炮,绵鳚,打火机,珊瑚,淬锋钢,飞鱼,燃烧响炮
  17. RR=168 anchor_m=168 Swiss=7 | 火药角,火炮,绵鳚,珊瑚护甲,打火机,燃烧响炮,水草,淬锋钢
  18. RR=168 anchor_m=168 Swiss=8 | 珊瑚,淬锋钢,龙涎香,火药角,火炮,绵鳚,打火机,舱底蠕虫,燃烧响炮
  19. RR=167 anchor_m=167 Swiss=8 | 海螺壳,珊瑚,淬锋钢,火药角,火炮,绵鳚,打火机,舱底蠕虫,燃烧响炮
  20. RR=160 anchor_m=160 Swiss=7 | 火药角,火炮,绵鳚,狼筅,打火机,龙涎香,珊瑚,燃烧响炮

[GDF] seeds: 火药角
[GDF] size=10 top 20
  1. RR=231 anchor_m=152 Swiss=9 | 火药角,手雷,绵鳚,步枪,填弹杆,流星索,淬锋钢,珊瑚
  2. RR=216 anchor_m=156 Swiss=8 | 火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,燃烧响炮,珊瑚
  3. RR=207 anchor_m=154 Swiss=10 | 打火机,火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  4. RR=215 anchor_m=137 Swiss=9 | 火药角,手雷,手斧,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  5. RR=223 anchor_m=114 Swiss=9 | 葡萄弹,火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  6. RR=183 anchor_m=183 Swiss=8 | 淬锋钢,葡萄弹,流星索,手斧,狼筅,绵鳚,火药角,步枪
  7. RR=198 anchor_m=138 Swiss=9 | 火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,海螺壳,珊瑚
  8. RR=196 anchor_m=136 Swiss=9 | 火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,水草,珊瑚
  9. RR=188 anchor_m=152 Swiss=8 | 火药角,手雷,鹦鹉皮特,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  10. RR=191 anchor_m=124 Swiss=8 | 火药角,手雷,步枪,填弹杆,珊瑚护甲,淬锋钢,珊瑚
  11. RR=189 anchor_m=126 Swiss=8 | 火药角,手雷,靴里剑,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  12. RR=181 anchor_m=134 Swiss=8 | 火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,雪怪蟹,珊瑚
  13. RR=167 anchor_m=158 Swiss=8 | 火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,抓钩,珊瑚
  14. RR=164 anchor_m=162 Swiss=8 | 皮皮虾,迷幻蝠鲼,绵鳚,狼筅,火药角,步枪,流星索,珊瑚
  15. RR=172 anchor_m=138 Swiss=8 | 火药角,手雷,靴里剑,手斧,步枪,填弹杆,淬锋钢,珊瑚
  16. RR=160 anchor_m=160 Swiss=8 | 马龙鱼,淬锋钢,葡萄弹,狼筅,绵鳚,火药角,步枪
  17. RR=189 anchor_m=102 Swiss=8 | 藏刃匕首,火药角,手雷,绵鳚,步枪,填弹杆,淬锋钢,珊瑚
  18. RR=174 anchor_m=131 Swiss=9 | 火药角,手雷,绵鳚,步枪,填弹杆,珍珠,淬锋钢,珊瑚
  19. RR=168 anchor_m=142 Swiss=8 | 火药角,手雷,绵鳚,步枪,填弹杆,飞鱼,淬锋钢,珊瑚
  20. RR=167 anchor_m=140 Swiss=8 | 火药角,手雷,步枪,填弹杆,双管霰弹枪,淬锋钢,珊瑚

[GDF] seeds: 燃烧响炮
[GDF] size=10 top 20
  1. RR=288 anchor_m=151 Swiss=10 | 打火机,皮皮虾,鹦鹉皮特,迷幻蝠鲼,绵鳚,海底热泉,燃烧响炮,水草,珊瑚
  2. RR=281 anchor_m=271 Swiss=9 | 海螺壳,皮皮虾,鹦鹉皮特,迷幻蝠鲼,打火机,绵鳚,海底热泉,水草,燃烧响炮
  3. RR=272 anchor_m=266 Swiss=9 | 海螺壳,皮皮虾,迷幻蝠鲼,飞鱼,打火机,绵鳚,海底热泉,水草,燃烧响炮
  4. RR=259 anchor_m=254 Swiss=9 | 海螺壳,皮皮虾,迷幻蝠鲼,食人鱼,打火机,绵鳚,海底热泉,水草,燃烧响炮
  5. RR=245 anchor_m=241 Swiss=8 | 海螺壳,皮皮虾,迷幻蝠鲼,毒须鲶,打火机,绵鳚,海底热泉,水草,燃烧响炮
  6. RR=241 anchor_m=238 Swiss=9 | 海螺壳,皮皮虾,迷幻蝠鲼,独角鲸,打火机,绵鳚,海底热泉,水草,燃烧响炮
  7. RR=242 anchor_m=234 Swiss=9 | 海螺壳,皮皮虾,迷幻蝠鲼,雪怪蟹,打火机,绵鳚,海底热泉,水草,燃烧响炮
  8. RR=241 anchor_m=233 Swiss=8 | 海螺壳,皮皮虾,迷幻蝠鲼,打火机,绵鳚,海底热泉,水草,珊瑚,燃烧响炮
  9. RR=236 anchor_m=232 Swiss=8 | 流星索,海螺壳,皮皮虾,迷幻蝠鲼,打火机,绵鳚,海底热泉,水草,燃烧响炮
  10. RR=233 anchor_m=230 Swiss=8 | 珊瑚,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,飞鱼
  11. RR=225 anchor_m=224 Swiss=9 | 海螺壳,皮皮虾,迷幻蝠鲼,水母,打火机,绵鳚,海底热泉,水草,燃烧响炮
  12. RR=219 anchor_m=215 Swiss=8 | 珊瑚,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,食人鱼
  13. RR=214 anchor_m=209 Swiss=8 | 珊瑚,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,雪怪蟹
  14. RR=212 anchor_m=210 Swiss=8 | 珊瑚,打火机,绵鳚,海底热泉,水草,流星索,燃烧响炮,迷幻蝠鲼,皮皮虾
  15. RR=215 anchor_m=201 Swiss=8 | 打火机,绵鳚,海底热泉,木桶,淬锋钢,珊瑚,水草,燃烧响炮
  16. RR=204 anchor_m=198 Swiss=8 | 珊瑚,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,独角鲸
  17. RR=202 anchor_m=202 Swiss=8 | 海螺壳,皮皮虾,迷幻蝠鲼,打火机,绵鳚,海底热泉,水草,珍珠,燃烧响炮
  18. RR=196 anchor_m=195 Swiss=9 | 珊瑚,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼,毒须鲶
  19. RR=191 anchor_m=189 Swiss=9 | 珊瑚,珍珠,打火机,绵鳚,海底热泉,水草,燃烧响炮,皮皮虾,迷幻蝠鲼
  20. RR=179 anchor_m=179 Swiss=8 | 海螺壳,皮皮虾,迷幻蝠鲼,宠物石,打火机,绵鳚,海底热泉,水草,燃烧响炮

[GDF] seeds: 独角鲸
[GDF] size=10 top 20
  1. RR=266 anchor_m=213 Swiss=9 | 舱底蠕虫,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  2. RR=230 anchor_m=202 Swiss=9 | 手斧,鲨齿爪,流星索,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  3. RR=245 anchor_m=161 Swiss=9 | 手斧,鲨齿爪,靴里剑,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  4. RR=220 anchor_m=194 Swiss=9 | 珊瑚,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  5. RR=241 anchor_m=145 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,飞鱼,独角鲸,弹簧刀,马龙鱼,淬锋钢
  6. RR=221 anchor_m=181 Swiss=8 | 三花,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  7. RR=216 anchor_m=189 Swiss=8 | 水草,飞鱼,鲨齿爪,独角鲸,弹簧刀,马龙鱼,淬锋钢,珊瑚
  8. RR=223 anchor_m=144 Swiss=8 | 靴里剑,鲨齿爪,飞鱼,手斧,独角鲸,弹簧刀,马龙鱼,淬锋钢
  9. RR=198 anchor_m=175 Swiss=9 | 珊瑚,海螺壳,淬锋钢,水草,马龙鱼,绵鳚,鲨齿爪,独角鲸
  10. RR=195 anchor_m=171 Swiss=8 | 水草,飞鱼,手斧,鲨齿爪,独角鲸,弹簧刀,马龙鱼,淬锋钢
  11. RR=197 anchor_m=143 Swiss=8 | 三花,手斧,鲨齿爪,独角鲸,飞鱼,弹簧刀,马龙鱼,淬锋钢
  12. RR=184 anchor_m=161 Swiss=9 | 手斧,鲨齿爪,抓钩,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  13. RR=185 anchor_m=141 Swiss=10 | 靴里剑,流星索,鲨齿爪,手斧,独角鲸,弹簧刀,马龙鱼,淬锋钢
  14. RR=174 anchor_m=159 Swiss=8 | 水草,手斧,鲨齿爪,独角鲸,弹簧刀,马龙鱼,淬锋钢,珊瑚
  15. RR=185 anchor_m=137 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,靴里剑,独角鲸,弹簧刀,马龙鱼,淬锋钢
  16. RR=176 anchor_m=151 Swiss=8 | 手斧,鲨齿爪,飞鱼,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢
  17. RR=198 anchor_m=103 Swiss=9 | 珊瑚,淬锋钢,水草,马龙鱼,绵鳚,鲨齿爪,独角鲸,飞鱼
  18. RR=187 anchor_m=122 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,藏刃匕首,独角鲸,弹簧刀,马龙鱼,淬锋钢
  19. RR=179 anchor_m=133 Swiss=8 | 珊瑚,淬锋钢,马龙鱼,弹簧刀,独角鲸,鲨齿爪,手斧,左轮手枪
  20. RR=176 anchor_m=133 Swiss=8 | 珊瑚,淬锋钢,水草,马龙鱼,绵鳚,鲨齿爪,手斧,独角鲸

[GDF] seeds: 狼筅
[GDF] size=10 top 20
  1. RR=253 anchor_m=253 Swiss=8 | 狼筅,绵鳚,鲨齿爪,弹簧刀,武士刀,刺刀,手斧
  2. RR=237 anchor_m=233 Swiss=9 | 狼筅,海底热泉,绵鳚,毒须鲶,燃烧响炮,珊瑚,打火机,水草
  3. RR=228 anchor_m=225 Swiss=8 | 狼筅,绵鳚,鲨齿爪,弹簧刀,马龙鱼,飞鱼,手斧
  4. RR=225 anchor_m=225 Swiss=9 | 狼筅,绵鳚,鲨齿爪,弹簧刀,武士刀,手斧,珊瑚
  5. RR=207 anchor_m=207 Swiss=8 | 狼筅,绵鳚,海底热泉,海螺壳,毒须鲶,燃烧响炮,打火机,水草
  6. RR=205 anchor_m=204 Swiss=9 | 珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,藏刃匕首,珊瑚
  7. RR=202 anchor_m=202 Swiss=9 | 狼筅,绵鳚,鲨齿爪,弹簧刀,武士刀,靴里剑,手斧
  8. RR=197 anchor_m=197 Swiss=8 | 水草,珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,飞鱼
  9. RR=197 anchor_m=195 Swiss=9 | 狼筅,绵鳚,鲨齿爪,左轮手枪,弹簧刀,马龙鱼,手斧
  10. RR=197 anchor_m=194 Swiss=8 | 水草,珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,藏刃匕首
  11. RR=190 anchor_m=190 Swiss=8 | 珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,珊瑚,手斧
  12. RR=187 anchor_m=187 Swiss=8 | 狼筅,绵鳚,鲨齿爪,舱底蠕虫,手斧,藏刃匕首,左轮手枪,刺刀
  13. RR=185 anchor_m=180 Swiss=8 | 狼筅,珊瑚,绵鳚,鲨齿爪,弹簧刀,马龙鱼,手斧
  14. RR=180 anchor_m=180 Swiss=8 | 狼筅,绵鳚,鲨齿爪,舱底蠕虫,独角鲸,手斧,珊瑚,藏刃匕首
  15. RR=193 anchor_m=150 Swiss=9 | 珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,水草,珊瑚
  16. RR=177 anchor_m=176 Swiss=8 | 水草,珊瑚护甲,淬锋钢,马龙鱼,绵鳚,狼筅,手斧
  17. RR=177 anchor_m=165 Swiss=8 | 珊瑚护甲,淬锋钢,马龙鱼,鲨齿爪,狼筅,藏刃匕首
  18. RR=173 anchor_m=172 Swiss=8 | 狼筅,绵鳚,鲨齿爪,舱底蠕虫,手斧,藏刃匕首,马龙鱼
  19. RR=172 anchor_m=172 Swiss=9 | 狼筅,绵鳚,鲨齿爪,舱底蠕虫,手斧,藏刃匕首,刺刀,珊瑚
  20. RR=172 anchor_m=172 Swiss=8 | 狼筅,绵鳚,鲨齿爪,舱底蠕虫,手斧,藏刃匕首,独角鲸,刺刀

[GDF] seeds: 珊瑚
[GDF] size=10 top 20
  1. RR=268 anchor_m=185 Swiss=9 | 水草,淬锋钢,飞鱼,手斧,鲨齿爪,绵鳚,马龙鱼,珊瑚
  2. RR=229 anchor_m=186 Swiss=9 | 水草,淬锋钢,飞鱼,弹簧刀,鲨齿爪,绵鳚,马龙鱼,珊瑚
  3. RR=223 anchor_m=191 Swiss=8 | 水草,独角鲸,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  4. RR=219 anchor_m=193 Swiss=9 | 水草,淬锋钢,飞鱼,海螺壳,鲨齿爪,绵鳚,马龙鱼,珊瑚
  5. RR=255 anchor_m=116 Swiss=8 | 燃烧响炮,淬锋钢,飞鱼,手斧,鲨齿爪,绵鳚,马龙鱼,珊瑚
  6. RR=211 anchor_m=149 Swiss=8 | 水草,淬锋钢,飞鱼,藏刃匕首,鲨齿爪,绵鳚,马龙鱼,珊瑚
  7. RR=188 anchor_m=160 Swiss=9 | 水草,左轮手枪,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  8. RR=191 anchor_m=149 Swiss=8 | 淬锋钢,飞鱼,抓钩,手斧,鲨齿爪,绵鳚,马龙鱼,珊瑚
  9. RR=186 anchor_m=158 Swiss=8 | 水草,淬锋钢,飞鱼,食人鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  10. RR=203 anchor_m=116 Swiss=8 | 淬锋钢,飞鱼,手斧,藏刃匕首,鲨齿爪,绵鳚,马龙鱼,珊瑚
  11. RR=215 anchor_m=84 Swiss=8 | 淬锋钢,飞鱼,手斧,鲨齿爪,绵鳚,马龙鱼,打火机,珊瑚
  12. RR=186 anchor_m=131 Swiss=8 | 舱底蠕虫,手斧,珊瑚,飞鱼,鲨齿爪,淬锋钢,绵鳚,马龙鱼
  13. RR=174 anchor_m=149 Swiss=9 | 珊瑚护甲,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  14. RR=188 anchor_m=119 Swiss=9 | 靴里剑,淬锋钢,手斧,藏刃匕首,鲨齿爪,绵鳚,马龙鱼,珊瑚
  15. RR=212 anchor_m=64 Swiss=8 | 靴里剑,淬锋钢,手斧,鲨齿爪,绵鳚,马龙鱼,珊瑚,燃烧响炮
  16. RR=167 anchor_m=142 Swiss=9 | 淬锋钢,飞鱼,三花,手斧,鲨齿爪,绵鳚,马龙鱼,珊瑚
  17. RR=167 anchor_m=140 Swiss=8 | 水草,淬锋钢,迷你弯刀,飞鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  18. RR=164 anchor_m=145 Swiss=8 | 水草,珍珠,淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,珊瑚
  19. RR=173 anchor_m=118 Swiss=7 | 三花,手斧,淬锋钢,藏刃匕首,鲨齿爪,绵鳚,马龙鱼,珊瑚
  20. RR=180 anchor_m=100 Swiss=7 | 舱底蠕虫,手斧,珊瑚,藏刃匕首,鲨齿爪,淬锋钢,绵鳚,马龙鱼

[GDF] seeds: 珊瑚护甲
[GDF] size=10 top 20
  1. RR=288 anchor_m=76 Swiss=10 | 淬锋钢,飞鱼,水草,鲨齿爪,绵鳚,马龙鱼,珊瑚护甲
  2. RR=274 anchor_m=95 Swiss=9 | 淬锋钢,飞鱼,鲨齿爪,水草,珊瑚护甲,弹簧刀,马龙鱼
  3. RR=229 anchor_m=116 Swiss=8 | 淬锋钢,飞鱼,鲨齿爪,水草,珊瑚护甲,独角鲸,马龙鱼
  4. RR=203 anchor_m=156 Swiss=9 | 珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,鱼饵,珊瑚护甲
  5. RR=234 anchor_m=89 Swiss=9 | 淬锋钢,飞鱼,鲨齿爪,水草,手斧,珊瑚护甲,马龙鱼
  6. RR=216 anchor_m=122 Swiss=8 | 淬锋钢,飞鱼,水草,鲨齿爪,珊瑚护甲,珊瑚,马龙鱼
  7. RR=207 anchor_m=135 Swiss=8 | 舱底蠕虫,淬锋钢,飞鱼,鲨齿爪,水草,珊瑚护甲,马龙鱼
  8. RR=218 anchor_m=102 Swiss=9 | 淬锋钢,飞鱼,鲨齿爪,水草,藏刃匕首,珊瑚护甲,马龙鱼
  9. RR=204 anchor_m=101 Swiss=8 | 淬锋钢,飞鱼,鲨齿爪,水草,三花,珊瑚护甲,马龙鱼
  10. RR=199 anchor_m=107 Swiss=8 | 淬锋钢,飞鱼,刺刀,鲨齿爪,水草,珊瑚护甲,马龙鱼
  11. RR=178 anchor_m=123 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,打火机,鱼饵,珊瑚护甲
  12. RR=170 anchor_m=136 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,龙涎香,鱼饵,珊瑚护甲
  13. RR=185 anchor_m=101 Swiss=8 | 淬锋钢,飞鱼,食人鱼,鲨齿爪,水草,珊瑚护甲,马龙鱼
  14. RR=184 anchor_m=102 Swiss=8 | 鱼饵,水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚护甲,沙滩充气球
  15. RR=165 anchor_m=139 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,鱼饵,飞鱼,珊瑚护甲
  16. RR=185 anchor_m=98 Swiss=8 | 淬锋钢,飞鱼,鲨齿爪,迷你弯刀,水草,珊瑚护甲,马龙鱼
  17. RR=171 anchor_m=120 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,鹦鹉皮特,鱼饵,珊瑚护甲
  18. RR=159 anchor_m=141 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,鱼饵,珍珠,珊瑚护甲
  19. RR=168 anchor_m=120 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚,打火机,鱼饵,珊瑚护甲
  20. RR=166 anchor_m=123 Swiss=8 | 淬锋钢,迷幻蝠鲼,飞鱼,弹簧刀,马龙鱼,珊瑚,水草,珊瑚护甲

[GDF] seeds: 珍珠
[GDF] size=10 top 20
  1. RR=259 anchor_m=63 Swiss=9 | 水草,珍珠,马龙鱼,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  2. RR=243 anchor_m=56 Swiss=8 | 珊瑚,珍珠,马龙鱼,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫
  3. RR=213 anchor_m=110 Swiss=9 | 水草,珊瑚,珍珠,马龙鱼,绵鳚,狼筅,飞鱼,淬锋钢
  4. RR=236 anchor_m=62 Swiss=8 | 珊瑚,珍珠,马龙鱼,绵鳚,鲨齿爪,飞鱼,舱底蠕虫,淬锋钢
  5. RR=243 anchor_m=46 Swiss=9 | 珊瑚,珍珠,马龙鱼,弹簧刀,飞鱼,淬锋钢,鲨齿爪,舱底蠕虫
  6. RR=185 anchor_m=148 Swiss=8 | 水草,珍珠,马龙鱼,独角鲸,舱底蠕虫,鲨齿爪,飞鱼,淬锋钢
  7. RR=206 anchor_m=104 Swiss=9 | 水草,珍珠,马龙鱼,弹簧刀,飞鱼,淬锋钢,舱底蠕虫,鲨齿爪
  8. RR=207 anchor_m=98 Swiss=8 | 珍珠,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,鲨齿爪,左轮手枪
  9. RR=213 anchor_m=86 Swiss=9 | 水草,珍珠,马龙鱼,弹簧刀,独角鲸,鲨齿爪,飞鱼,淬锋钢
