# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=10 top 20
  1. RR=278 anchor_m=6 Swiss=11 | 燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,三花
  18. RR=166 anchor_m=166 Swiss=10 | 淬锋钢,拍立蚌,水车,迷你弯刀,雪怪蟹,潜水配重,六分仪
  19. RR=164 anchor_m=164 Swiss=10 | 枪套,淬锋钢,烈酒杯,迷你弯刀,消音器,潜水配重,码头缆索,六分仪
  20. RR=171 anchor_m=147 Swiss=10 | 淬锋钢,船长舱,小冰镐,迷你弯刀,枪套,潜水配重,六分仪

[GDF] seeds: 迷幻蝠鲼
[GDF] size=10 top 20
  1. RR=223 anchor_m=122 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,拍立蚌,火药角,烈酒杯,十手
  2. RR=216 anchor_m=167 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,绵鳚,大钢弩,火药角,烈酒杯,十手
  3. RR=198 anchor_m=127 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,藏刃匕首,十手
  4. RR=209 anchor_m=102 Swiss=10 | 枪套,皮皮虾,迷幻蝠鲼,盐钳海盗,拍立蚌,烈酒杯,炮弹,大钢弩,十手
  5. RR=210 anchor_m=98 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,枪套,流星索,大钢弩,火药角,烈酒杯,十手
  6. RR=215 anchor_m=66 Swiss=10 | 火药角,烈酒杯,枪套,皮皮虾,迷幻蝠鲼,盐钳海盗,十手,流星索,大钢弩
  7. RR=179 anchor_m=132 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,珊瑚,火药角,烈酒杯,十手
  8. RR=172 anchor_m=145 Swiss=10 | 水草,皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,十手
  9. RR=175 anchor_m=132 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,十手,毒须鲶
  10. RR=179 anchor_m=123 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,盐钳海盗,大钢弩,火药角,烈酒杯,十手
  11. RR=183 anchor_m=109 Swiss=10 | 皮皮虾,迷幻蝠鲼,盐钳海盗,烈酒杯,炮弹,大钢弩,枪套,十手,小冰镐
  12. RR=176 anchor_m=120 Swiss=11 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,十手,飞鱼
  13. RR=168 anchor_m=132 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,套娃,十手
  14. RR=183 anchor_m=101 Swiss=9 | 火药角,烈酒杯,皮皮虾,迷幻蝠鲼,盐钳海盗,十手,大钢弩,标枪
  15. RR=172 anchor_m=115 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,抓钩,火药角,烈酒杯,十手
  16. RR=169 anchor_m=118 Swiss=10 | 标枪,皮皮虾,迷幻蝠鲼,盐钳海盗,烈酒杯,炮弹,大钢弩,十手
  17. RR=171 anchor_m=114 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,大钢弩,火药角,烈酒杯,十手,葡萄弹
  18. RR=190 anchor_m=74 Swiss=9 | 火药角,烈酒杯,藏刃匕首,枪套,皮皮虾,迷幻蝠鲼,盐钳海盗,十手,大钢弩
  19. RR=178 anchor_m=97 Swiss=10 | 火药角,烈酒杯,枪套,皮皮虾,迷幻蝠鲼,盐钳海盗,十手,葡萄弹,大钢弩
  20. RR=162 anchor_m=127 Swiss=10 | 皮皮虾,迷幻蝠鲼,水母,枪套,蝶剑,大钢弩,火药角,烈酒杯,十手

[GDF] seeds: 通缉海报
[GDF] size=10 top 20
  1. RR=254 anchor_m=47 Swiss=11 | 大钢弩,打火机,绵鳚,小冰镐,篝火,燃烧响炮,通缉海报
  2. RR=254 anchor_m=24 Swiss=11 | 篝火,加速烙刀,燃烧子弹,打火机,绵鳚,燃烧响炮,通缉海报
  3. RR=222 anchor_m=199 Swiss=11 | 淬锋钢,藏刃匕首,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮,通缉海报
  4. RR=201 anchor_m=195 Swiss=11 | 打火机,火药角,流星索,燃烧响炮,湿件战服,绵鳚,小冰镐,通缉海报
  5. RR=195 anchor_m=175 Swiss=10 | 打火机,火药角,燃烧响炮,淬锋钢,湿件战服,绵鳚,小冰镐,通缉海报
  6. RR=191 anchor_m=173 Swiss=10 | 流星索,藏刃匕首,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮,通缉海报
  7. RR=182 anchor_m=179 Swiss=10 | 藏刃匕首,葡萄弹,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮,通缉海报
  8. RR=184 anchor_m=168 Swiss=10 | 藏刃匕首,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮,左轮手枪,通缉海报
  9. RR=175 anchor_m=161 Swiss=10 | 独角鲸,打火机,火药角,燃烧响炮,湿件战服,绵鳚,小冰镐,通缉海报
  10. RR=220 anchor_m=54 Swiss=11 | 小冰镐,篝火,加速烙刀,打火机,绵鳚,燃烧响炮,通缉海报
  11. RR=226 anchor_m=36 Swiss=10 | 篝火,加速烙刀,打火机,绵鳚,燃烧响炮,通缉海报,烈酒杯
  12. RR=217 anchor_m=45 Swiss=10 | 篝火,加速烙刀,打火机,绵鳚,燃烧响炮,通缉海报,珊瑚
  13. RR=229 anchor_m=12 Swiss=10 | 篝火,加速烙刀,打火机,绵鳚,燃烧响炮,枪套,通缉海报
  14. RR=196 anchor_m=77 Swiss=10 | 篝火,加速烙刀,打火机,藏刃匕首,绵鳚,燃烧响炮,通缉海报
  15. RR=173 anchor_m=94 Swiss=10 | 蔻森娜纹章,打火机,绵鳚,珊瑚,小冰镐,燃烧响炮,恶鬼面具,通缉海报
  16. RR=188 anchor_m=64 Swiss=10 | 篝火,加速烙刀,打火机,燃烧响炮,珊瑚,通缉海报,枪套
  17. RR=180 anchor_m=73 Swiss=10 | 恶鬼面具,燃烧子弹,打火机,绵鳚,小冰镐,燃烧响炮,通缉海报,蔻森娜纹章
  18. RR=181 anchor_m=62 Swiss=10 | 蔻森娜纹章,篝火,加速烙刀,打火机,绵鳚,燃烧响炮,通缉海报
  19. RR=170 anchor_m=76 Swiss=9 | 篝火,加速烙刀,手雷,打火机,绵鳚,燃烧响炮,通缉海报
  20. RR=172 anchor_m=68 Swiss=10 | 篝火,加速烙刀,打火机,理查森先生,绵鳚,燃烧响炮,通缉海报

[GDF] seeds: 钓鱼竿
[GDF] size=10 top 20
  1. RR=235 anchor_m=114 Swiss=11 | 燃烧响炮,钓鱼竿,潜水配重,毒须鲶,加速烙刀,绵鳚,打火机,枪套
  2. RR=220 anchor_m=131 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,珊瑚
  3. RR=209 anchor_m=126 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草,珊瑚
  4. RR=198 anchor_m=129 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,珊瑚
  5. RR=189 anchor_m=140 Swiss=10 | 海螺壳,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珍珠
  6. RR=192 anchor_m=131 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,鱼饵
  7. RR=186 anchor_m=136 Swiss=11 | 小冰镐,钓鱼竿,水草,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  8. RR=194 anchor_m=119 Swiss=10 | 拍立蚌,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  9. RR=185 anchor_m=131 Swiss=10 | 龙涎香,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳
  10. RR=183 anchor_m=133 Swiss=10 | 海螺壳,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,迷幻蝠鲼
  11. RR=195 anchor_m=101 Swiss=11 | 钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌,潜水配重
  12. RR=190 anchor_m=108 Swiss=11 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,拍立蚌,珊瑚
  13. RR=183 anchor_m=118 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,潜水配重,海螺壳
  14. RR=183 anchor_m=116 Swiss=11 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,飞鱼
  15. RR=180 anchor_m=118 Swiss=10 | 龙涎香,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  16. RR=197 anchor_m=77 Swiss=10 | 钓鱼竿,毒须鲶,加速烙刀,绵鳚,潜水配重,燃烧子弹,燃烧响炮,枪套
  17. RR=171 anchor_m=124 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,海螺壳,飞鱼
  18. RR=171 anchor_m=123 Swiss=10 | 小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,水草,迷幻蝠鲼
  19. RR=176 anchor_m=113 Swiss=10 | 小冰镐,水母,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,珊瑚
  20. RR=173 anchor_m=114 Swiss=10 | 珊瑚,小冰镐,钓鱼竿,毒须鲶,雪怪蟹,元素深水炸弹,绵鳚,鱼饵

[GDF] seeds: 铲子
[GDF] size=10 top 20
  1. RR=291 anchor_m=0 Swiss=11 | 篝火,打火机,燃烧子弹,铲子,绵鳚,燃烧响炮,大钢弩
  2. RR=246 anchor_m=165 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,小冰镐,大钢弩
  3. RR=270 anchor_m=68 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,枪套,大钢弩
  4. RR=255 anchor_m=86 Swiss=11 | 篝火,打火机,铲子,理查森先生,绵鳚,燃烧响炮,大钢弩
  5. RR=260 anchor_m=71 Swiss=11 | 篝火,打火机,铲子,潜水配重,绵鳚,燃烧响炮,大钢弩
  6. RR=271 anchor_m=46 Swiss=11 | 篝火,打火机,铲子,珊瑚,绵鳚,燃烧响炮,大钢弩
  7. RR=225 anchor_m=138 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,大钢弩,靴里剑
  8. RR=228 anchor_m=111 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,手雷,大钢弩
  9. RR=215 anchor_m=118 Swiss=9 | 篝火,打火机,铲子,水母,绵鳚,燃烧响炮,大钢弩
  10. RR=194 anchor_m=149 Swiss=10 | 篝火,打火机,铲子,龙涎香,绵鳚,燃烧响炮,大钢弩
  11. RR=228 anchor_m=78 Swiss=10 | 篝火,打火机,铲子,盐钳海盗,绵鳚,燃烧响炮,大钢弩
  12. RR=246 anchor_m=31 Swiss=10 | 珊瑚,加速烙刀,绵鳚,篝火,打火机,铲子,燃烧响炮
  13. RR=228 anchor_m=66 Swiss=10 | 篝火,打火机,铲子,鹦鹉皮特,绵鳚,燃烧响炮,大钢弩
  14. RR=190 anchor_m=140 Swiss=10 | 篝火,打火机,铲子,海螺壳,绵鳚,燃烧响炮,大钢弩
  15. RR=220 anchor_m=78 Swiss=10 | 篝火,打火机,铲子,流星索,绵鳚,燃烧响炮,大钢弩
  16. RR=228 anchor_m=58 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,大钢弩,烈酒杯
  17. RR=180 anchor_m=138 Swiss=10 | 篝火,打火机,铲子,水草,绵鳚,燃烧响炮,大钢弩
  18. RR=224 anchor_m=49 Swiss=10 | 篝火,打火机,藏刃匕首,铲子,绵鳚,燃烧响炮,大钢弩
  19. RR=202 anchor_m=87 Swiss=9 | 篝火,打火机,铲子,绵鳚,燃烧响炮,大钢弩,蔻森娜纹章
  20. RR=181 anchor_m=125 Swiss=10 | 篝火,打火机,铲子,绵鳚,燃烧响炮,淬锋钢,大钢弩

[GDF] seeds: 锁匣
[GDF] size=10 top 20
  1. RR=287 anchor_m=17 Swiss=11 | 锁匣,篝火,加速烙刀,打火机,绵鳚,燃烧响炮,枪套
  2. RR=241 anchor_m=231 Swiss=11 | 大钢弩,锁匣,篝火,毒须鲶,打火机,绵鳚,燃烧响炮
  3. RR=247 anchor_m=164 Swiss=11 | 流星索,锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧响炮
  4. RR=266 anchor_m=74 Swiss=11 | 锁匣,枪套,小冰镐,加速烙刀,绵鳚,打火机,燃烧子弹,燃烧响炮
  5. RR=285 anchor_m=33 Swiss=11 | 锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧子弹,燃烧响炮
  6. RR=227 anchor_m=139 Swiss=11 | 锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧响炮,小冰镐
  7. RR=250 anchor_m=82 Swiss=10 | 锁匣,藏刃匕首,篝火,绵鳚,加速烙刀,打火机,燃烧响炮
  8. RR=268 anchor_m=11 Swiss=11 | 锁匣,篝火,加速烙刀,打火机,珊瑚,绵鳚,燃烧响炮
  9. RR=236 anchor_m=69 Swiss=10 | 锁匣,小冰镐,篝火,加速烙刀,打火机,燃烧子弹,燃烧响炮
  10. RR=196 anchor_m=146 Swiss=10 | 舱底蠕虫,锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧响炮
  11. RR=240 anchor_m=42 Swiss=11 | 锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧响炮,烈酒杯
  12. RR=178 anchor_m=145 Swiss=10 | 珊瑚,锁匣,小冰镐,绵鳚,打火机,燃烧子弹,火枪,燃烧响炮
  13. RR=191 anchor_m=114 Swiss=10 | 淬锋钢,锁匣,篝火,绵鳚,加速烙刀,打火机,燃烧响炮
  14. RR=212 anchor_m=67 Swiss=10 | 锁匣,藏刃匕首,篝火,加速烙刀,打火机,燃烧子弹,燃烧响炮
  15. RR=188 anchor_m=111 Swiss=10 | 锁匣,篝火,绵鳚,加速烙刀,打火机,手斧,燃烧响炮
  16. RR=166 anchor_m=140 Swiss=10 | 珊瑚,葡萄弹,手斧,锁匣,小冰镐,绵鳚,打火机,燃烧子弹,燃烧响炮
  17. RR=192 anchor_m=82 Swiss=10 | 锁匣,篝火,加速烙刀,珊瑚,打火机,燃烧响炮,藏刃匕首
  18. RR=156 anchor_m=151 Swiss=10 | 火炮,珊瑚,锁匣,小冰镐,绵鳚,打火机,靴里剑,燃烧响炮
  19. RR=222 anchor_m=13 Swiss=10 | 锁匣,枪套,篝火,加速烙刀,打火机,珊瑚,燃烧响炮
  20. RR=176 anchor_m=100 Swiss=10 | 锁匣,葡萄弹,篝火,绵鳚,加速烙刀,打火机,燃烧响炮

[GDF] seeds: 锁镰
[GDF] size=10 top 20
  1. RR=240 anchor_m=87 Swiss=11 | 小冰镐,锁镰,大钢弩,十手,炮弹,烈酒杯,皮皮虾,枪套,拍立蚌
  2. RR=222 anchor_m=97 Swiss=11 | 枪套,燃烧响炮,烈酒杯,锁镰,加速烙刀,绵鳚,大钢弩,打火机
  3. RR=179 anchor_m=172 Swiss=10 | 流星索,小冰镐,锁镰,手里剑,十手,手雷,炮弹,烈酒杯,皮皮虾,拍立蚌
  4. RR=213 anchor_m=101 Swiss=11 | 小冰镐,大钢弩,锁镰,十手,火药角,烈酒杯,皮皮虾,潜水配重,拍立蚌
  5. RR=203 anchor_m=115 Swiss=11 | 小冰镐,锁镰,十手,火药角,烈酒杯,流星索,皮皮虾,大钢弩,拍立蚌
  6. RR=201 anchor_m=115 Swiss=10 | 小冰镐,锁镰,大钢弩,十手,炮弹,烈酒杯,皮皮虾,拍立蚌,流星索
  7. RR=217 anchor_m=82 Swiss=11 | 小冰镐,锁镰,大钢弩,十手,炮弹,烈酒杯,皮皮虾,潜水配重,拍立蚌
  8. RR=229 anchor_m=57 Swiss=11 | 小冰镐,大钢弩,锁镰,枪套,十手,火药角,烈酒杯,皮皮虾,拍立蚌
  9. RR=167 anchor_m=167 Swiss=11 | 燃烧响炮,锁镰,马龙鱼,弹簧刀,小冰镐,绵鳚,湿件战服,打火机
  10. RR=222 anchor_m=53 Swiss=10 | 燃烧响炮,大钢弩,锁镰,加速烙刀,绵鳚,潜水配重,枪套,打火机
  11. RR=165 anchor_m=165 Swiss=10 | 手斧,小冰镐,锁镰,手里剑,十手,火药角,烈酒杯,流星索,皮皮虾,拍立蚌
  12. RR=181 anchor_m=127 Swiss=10 | 小冰镐,锁镰,十手,大钢弩,火药角,烈酒杯,皮皮虾,迷幻蝠鲼,拍立蚌
  13. RR=184 anchor_m=113 Swiss=10 | 小冰镐,大钢弩,锁镰,十手,火药角,烈酒杯,藏刃匕首,皮皮虾,拍立蚌
  14. RR=165 anchor_m=138 Swiss=10 | 小冰镐,大钢弩,锁镰,手里剑,十手,火药角,烈酒杯,皮皮虾,拍立蚌
  15. RR=159 anchor_m=147 Swiss=9 | 手斧,珊瑚,小冰镐,锁镰,十手,流星索,炮弹,烈酒杯,皮皮虾,拍立蚌
  16. RR=162 anchor_m=141 Swiss=9 | 小冰镐,锁镰,十手,救生圈,手雷,炮弹,烈酒杯,皮皮虾,拍立蚌
  17. RR=174 anchor_m=117 Swiss=10 | 大钢弩,小冰镐,锁镰,十手,火药角,烈酒杯,珊瑚,皮皮虾,拍立蚌
  18. RR=185 anchor_m=93 Swiss=10 | 小冰镐,大钢弩,锁镰,十手,火药角,烈酒杯,绵鳚,皮皮虾,拍立蚌
  19. RR=160 anchor_m=143 Swiss=10 | 抓钩,流星索,小冰镐,锁镰,十手,手雷,炮弹,烈酒杯,皮皮虾,拍立蚌
  20. RR=157 anchor_m=147 Swiss=10 | 珊瑚,流星索,小冰镐,锁镰,十手,手雷,炮弹,烈酒杯,皮皮虾,拍立蚌

[GDF] seeds: 集成式HUD
[GDF] size=10 top 20
  1. RR=267 anchor_m=-3 Swiss=11 | 大钢弩,集成式HUD,燃烧响炮,绵鳚,打火机,燃烧子弹,毒须鲶,篝火
  2. RR=266 anchor_m=43 Swiss=11 | 沙滩充气球,集成式HUD,吸血章鱼,淬锋钢,潜水配重,牌桌,六分仪
  3. RR=259 anchor_m=30 Swiss=11 | 集成式HUD,吸血章鱼,淬锋钢,拍立蚌,水车,潜水配重,六分仪
  4. RR=232 anchor_m=67 Swiss=10 | 集成式HUD,吸血章鱼,枪套,淬锋钢,水车,潜水配重,六分仪
  5. RR=228 anchor_m=64 Swiss=11 | 沙滩充气球,集成式HUD,吸血章鱼,淬锋钢,海影宝驹,潜水配重,六分仪
  6. RR=218 anchor_m=63 Swiss=11 | 集成式HUD,吸血章鱼,淬锋钢,水车,鱼饵,潜水配重,六分仪
  7. RR=221 anchor_m=47 Swiss=10 | 集成式HUD,吸血章鱼,烈酒杯,淬锋钢,水车,潜水配重,六分仪
  8. RR=233 anchor_m=15 Swiss=10 | 集成式HUD,燃烧响炮,大钢弩,打火机,加速烙刀,绵鳚,篝火
  9. RR=203 anchor_m=74 Swiss=10 | 沙滩充气球,集成式HUD,吸血章鱼,淬锋钢,烈酒杯,炮弹,潜水配重,六分仪
  10. RR=199 anchor_m=62 Swiss=10 | 集成式HUD,吸血章鱼,消音器,淬锋钢,烈酒杯,潜水配重,沙滩充气球,六分仪
  11. RR=198 anchor_m=45 Swiss=11 | 枪套,沙滩充气球,集成式HUD,吸血章鱼,烈酒杯,淬锋钢,潜水配重,六分仪
  12. RR=196 anchor_m=48 Swiss=10 | 集成式HUD,吸血章鱼,迷幻蝠鲼,淬锋钢,水车,潜水配重,六分仪
  13. RR=179 anchor_m=70 Swiss=10 | 集成式HUD,燃烧响炮,绵鳚,打火机,燃烧子弹,流星索,蔻森娜纹章,恶鬼面具,靴里剑
  14. RR=166 anchor_m=80 Swiss=10 | 集成式HUD,吸血章鱼,消音器,淬锋钢,水车,潜水配重,六分仪
  15. RR=173 anchor_m=54 Swiss=10 | 集成式HUD,吸血章鱼,枪套,蔻森娜纹章,淬锋钢,沙滩充气球,潜水配重,六分仪
  16. RR=167 anchor_m=63 Swiss=9 | 集成式HUD,吸血章鱼,枪套,淬锋钢,沙滩充气球,火药角,潜水配重,六分仪
  17. RR=168 anchor_m=51 Swiss=10 | 集成式HUD,吸血章鱼,枪套,牌桌,淬锋钢,炮弹,潜水配重,六分仪
  18. RR=157 anchor_m=68 Swiss=10 | 集成式HUD,燃烧响炮,绵鳚,打火机,燃烧子弹,流星索,蔻森娜纹章,十手,恶鬼面具
  19. RR=161 anchor_m=48 Swiss=10 | 沙滩充气球,集成式HUD,吸血章鱼,迷幻蝠鲼,淬锋钢,枪套,潜水配重,六分仪
  20. RR=157 anchor_m=48 Swiss=10 | 拍立蚌,集成式HUD,吸血章鱼,枪套,淬锋钢,沙滩充气球,潜水配重,六分仪

[GDF] seeds: 雪怪蟹
[GDF] size=10 top 20
  1. RR=188 anchor_m=187 Swiss=11 | 拍立蚌,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草
  2. RR=185 anchor_m=185 Swiss=10 | 拍立蚌,海螺壳,潜水配重,皮皮虾,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  3. RR=185 anchor_m=176 Swiss=10 | 拍立蚌,水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,打火机,枪套
  4. RR=182 anchor_m=177 Swiss=11 | 流星索,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,拍立蚌
  5. RR=179 anchor_m=179 Swiss=11 | 拍立蚌,海螺壳,潜水配重,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  6. RR=179 anchor_m=177 Swiss=10 | 拍立蚌,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾,迷幻蝠鲼
  7. RR=177 anchor_m=177 Swiss=10 | 拍立蚌,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  8. RR=176 anchor_m=176 Swiss=10 | 海螺壳,珍珠,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  9. RR=174 anchor_m=174 Swiss=10 | 拍立蚌,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳
  10. RR=172 anchor_m=172 Swiss=10 | 海螺壳,鱼饵,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  11. RR=172 anchor_m=172 Swiss=9 | 拍立蚌,水草,珊瑚,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  12. RR=172 anchor_m=170 Swiss=10 | 迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾,珊瑚,拍立蚌
  13. RR=170 anchor_m=170 Swiss=10 | 拍立蚌,珍珠,潜水配重,海螺壳,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  14. RR=168 anchor_m=168 Swiss=10 | 珍珠,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,鱼饵
  15. RR=167 anchor_m=166 Swiss=10 | 珊瑚,海螺壳,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  16. RR=163 anchor_m=163 Swiss=10 | 拍立蚌,珊瑚,龙涎香,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  17. RR=163 anchor_m=163 Swiss=10 | 流星索,珊瑚,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  18. RR=163 anchor_m=162 Swiss=10 | 独角鲸,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚,拍立蚌
  19. RR=162 anchor_m=162 Swiss=9 | 拍立蚌,海螺壳,鱼饵,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐
  20. RR=162 anchor_m=162 Swiss=9 | 拍立蚌,龙涎香,海螺壳,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐

[GDF] seeds: 靴里剑
[GDF] size=10 top 20
  1. RR=254 anchor_m=228 Swiss=11 | 篝火,打火机,燃烧子弹,套娃,大钢弩,靴里剑,绵鳚,燃烧响炮
  2. RR=252 anchor_m=225 Swiss=10 | 篝火,打火机,燃烧子弹,流星索,大钢弩,靴里剑,绵鳚,燃烧响炮
  3. RR=240 anchor_m=230 Swiss=10 | 篝火,打火机,燃烧子弹,葡萄弹,大钢弩,靴里剑,绵鳚,燃烧响炮
  4. RR=238 anchor_m=212 Swiss=10 | 篝火,打火机,燃烧子弹,枪套,大钢弩,靴里剑,绵鳚,燃烧响炮
  5. RR=229 anchor_m=213 Swiss=9 | 篝火,打火机,燃烧子弹,淬锋钢,大钢弩,靴里剑,绵鳚,燃烧响炮
  6. RR=224 anchor_m=221 Swiss=10 | 篝火,打火机,燃烧子弹,龙涎香,大钢弩,靴里剑,绵鳚,燃烧响炮
  7. RR=220 anchor_m=213 Swiss=9 | 篝火,打火机,燃烧子弹,珊瑚,大钢弩,靴里剑,绵鳚,燃烧响炮
  8. RR=213 anchor_m=209 Swiss=10 | 篝火,打火机,燃烧子弹,珍珠,大钢弩,靴里剑,绵鳚,燃烧响炮
  9. RR=209 anchor_m=202 Swiss=10 | 篝火,打火机,燃烧子弹,手斧,大钢弩,靴里剑,绵鳚,燃烧响炮
  10. RR=198 anchor_m=183 Swiss=10 | 篝火,打火机,燃烧子弹,左轮手枪,大钢弩,靴里剑,绵鳚,燃烧响炮
  11. RR=193 anchor_m=177 Swiss=9 | 篝火,打火机,燃烧子弹,手雷,大钢弩,靴里剑,绵鳚,燃烧响炮
  12. RR=220 anchor_m=119 Swiss=9 | 篝火,打火机,燃烧子弹,大钢弩,靴里剑,理查森先生,绵鳚,燃烧响炮
  13. RR=187 anchor_m=183 Swiss=10 | 篝火,打火机,燃烧子弹,大钢弩,靴里剑,绵鳚,燃烧响炮,拍立蚌
  14. RR=184 anchor_m=167 Swiss=9 | 枪套,篝火,打火机,大钢弩,靴里剑,绵鳚,燃烧响炮,飞鱼
  15. RR=181 anchor_m=167 Swiss=9 | 篝火,打火机,燃烧子弹,独角鲸,大钢弩,靴里剑,绵鳚,燃烧响炮
  16. RR=225 anchor_m=72 Swiss=9 | 篝火,打火机,大钢弩,枪套,靴里剑,潜水配重,绵鳚,燃烧响炮
  17. RR=173 anchor_m=161 Swiss=9 | 枪套,篝火,打火机,大钢弩,靴里剑,绵鳚,燃烧响炮,拍立蚌
  18. RR=166 anchor_m=164 Swiss=9 | 篝火,打火机,燃烧子弹,迷你弯刀,大钢弩,靴里剑,绵鳚,燃烧响炮
  19. RR=167 anchor_m=160 Swiss=9 | 篝火,打火机,燃烧子弹,抓钩,大钢弩,靴里剑,绵鳚,燃烧响炮
  20. RR=198 anchor_m=96 Swiss=9 | 篝火,打火机,大钢弩,靴里剑,小冰镐,绵鳚,燃烧响炮,枪套

[GDF] seeds: 风暴瓶
[GDF] size=10 top 20
