# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 云精灵
[GDF] size=10 top 20
  1. RR=283 anchor_m=262 Swiss=9 | 彩虹药水,红宝石,蜡烛,香炉,火焰药水,瓶装闪电,煅烧釜,云精灵
  2. RR=235 anchor_m=235 Swiss=8 | 真菌孢子,昏睡药水,翡翠,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹
  3. RR=229 anchor_m=229 Swiss=9 | 真菌孢子,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,地刺陷阱,毒液注射
  4. RR=216 anchor_m=216 Swiss=9 | 真菌孢子,毒蜥,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,毒液注射
  5. RR=216 anchor_m=216 Swiss=9 | 黑玫瑰,真菌孢子,翡翠,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹
  6. RR=212 anchor_m=212 Swiss=9 | 真菌孢子,翡翠,毒液注射,水蛭,鳄鱼眼泪,彩虹药水,炼金梨缶,毒芹
  7. RR=209 anchor_m=209 Swiss=8 | 真菌孢子,翡翠,彩虹药水,炼金梨缶,毒芹,毒液注射,笔与墨,水蛭
  8. RR=201 anchor_m=201 Swiss=9 | 真菌孢子,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,毒蜥,地刺陷阱
  9. RR=198 anchor_m=198 Swiss=9 | 真菌孢子,倒刺利爪,毒液,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹
  10. RR=194 anchor_m=194 Swiss=8 | 真菌孢子,翡翠,水蛭,毒芹,炼金梨缶,云精灵,毒液注射,昏睡药水
  11. RR=191 anchor_m=191 Swiss=8 | 真菌孢子,毒液,翡翠,贤者之石,水蛭,彩虹药水,炼金梨缶,毒芹
  12. RR=189 anchor_m=189 Swiss=8 | 真菌孢子,翡翠,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹,毒液
  13. RR=188 anchor_m=188 Swiss=8 | 真菌孢子,毒液,翡翠,水蛭,地刺陷阱,彩虹药水,炼金梨缶,毒芹
  14. RR=184 anchor_m=184 Swiss=9 | 真菌孢子,昏睡药水,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,地刺陷阱
  15. RR=184 anchor_m=184 Swiss=8 | 真菌孢子,毒液,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,毒蜥
  16. RR=180 anchor_m=180 Swiss=8 | 真菌孢子,曲颈甑,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹
  17. RR=179 anchor_m=179 Swiss=8 | 水蛭,真菌孢子,毒液,翡翠,毒液注射,彩虹药水,炼金梨缶,云精灵
  18. RR=176 anchor_m=176 Swiss=8 | 真菌孢子,翡翠,剧毒药水,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹
  19. RR=175 anchor_m=175 Swiss=8 | 真菌孢子,毒蜥,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,昏睡药水
  20. RR=173 anchor_m=173 Swiss=8 | 地刺陷阱,真菌孢子,翡翠,水蛭,毒芹,炼金梨缶,云精灵,毒液注射

[GDF] seeds: 煅烧釜
[GDF] size=10 top 20
  1. RR=264 anchor_m=264 Swiss=9 | 香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水
  2. RR=261 anchor_m=258 Swiss=10 | 贤者之石,彩虹药水,蜡烛,煅烧釜,瓶装闪电,红宝石,香炉,火焰药水
  3. RR=248 anchor_m=243 Swiss=8 | 香炉,蛇怪之牙,碎瓶,瓶装闪电,红宝石,蜡烛,煅烧釜,火焰药水
  4. RR=241 anchor_m=237 Swiss=9 | 贤者之石,彩虹药水,蜡烛,煅烧釜,红宝石,香炉,碎瓶,火焰药水
  5. RR=235 anchor_m=234 Swiss=9 | 香炉,彩虹药水,红宝石,碎瓶,蜡烛,煅烧釜,云精灵,火焰药水
  6. RR=210 anchor_m=208 Swiss=9 | 彩虹药水,煅烧釜,红宝石,火焰药水,贤者之石,鳄鱼眼泪,蜡烛,香炉
  7. RR=213 anchor_m=190 Swiss=8 | 碎瓶,香炉,蛇怪之牙,红宝石,彩虹药水,蜡烛,煅烧釜,火焰药水
  8. RR=204 anchor_m=200 Swiss=8 | 红宝石,萤火虫,煅烧釜,香炉,火焰药水,瓶装闪电,彩虹药水,蜡烛
  9. RR=196 anchor_m=194 Swiss=7 | 贤者之石,碎瓶,蜡烛,瓶装闪电,煅烧釜,红宝石,香炉,火焰药水
  10. RR=204 anchor_m=177 Swiss=8 | 香炉,蛇怪之牙,瓶装闪电,红宝石,彩虹药水,蜡烛,煅烧釜,火焰药水
  11. RR=196 anchor_m=191 Swiss=8 | 红宝石,萤火虫,煅烧釜,碎瓶,香炉,瓶装闪电,彩虹药水,蜡烛
  12. RR=185 anchor_m=185 Swiss=8 | 贤者之石,蜡烛,瓶装闪电,煅烧釜,云精灵,红宝石,香炉,火焰药水
  13. RR=182 anchor_m=182 Swiss=8 | 香炉,彩虹药水,硫磺,红宝石,蜡烛,煅烧釜,云精灵,火焰药水
  14. RR=186 anchor_m=171 Swiss=7 | 香炉,蛇怪之牙,红宝石,彩虹药水,萤火虫,蜡烛,煅烧釜,火焰药水
  15. RR=185 anchor_m=169 Swiss=8 | 香炉,蛇怪之牙,红宝石,彩虹药水,蜡烛,煅烧釜,火焰药水,手术刀
  16. RR=181 anchor_m=176 Swiss=8 | 彩虹药水,昏睡药水,煅烧釜,红宝石,火焰药水,鳄鱼眼泪,蜡烛,香炉
  17. RR=178 anchor_m=178 Swiss=8 | 香炉,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,萤火虫,火焰药水
  18. RR=176 anchor_m=176 Swiss=9 | 贤者之石,彩虹药水,蜡烛,煅烧釜,红宝石,香炉,火焰药水,塔兹迪亚匕首
  19. RR=169 anchor_m=167 Swiss=8 | 红宝石,萤火虫,煅烧釜,香炉,昏睡药水,瓶装闪电,彩虹药水,蜡烛
  20. RR=166 anchor_m=166 Swiss=8 | 贤者之石,彩虹药水,蜡烛,煅烧釜,硫磺,红宝石,香炉,火焰药水

[GDF] seeds: 熏香
[GDF] size=10 top 20
  1. RR=242 anchor_m=171 Swiss=8 | 熏香,火焰药水,煅烧釜,香炉,蜡烛,红宝石,萤火虫,彩虹药水
  2. RR=220 anchor_m=182 Swiss=10 | 贤者之石,熏香,煅烧釜,彩虹药水,蜡烛,香炉,红宝石,萤火虫
  3. RR=234 anchor_m=147 Swiss=9 | 熏香,瓶装闪电,煅烧釜,香炉,红宝石,萤火虫,彩虹药水,蜡烛
  4. RR=211 anchor_m=169 Swiss=8 | 熏香,煅烧釜,云精灵,红宝石,萤火虫,蜡烛,香炉,彩虹药水
  5. RR=212 anchor_m=147 Swiss=9 | 熏香,彩虹药水,煅烧釜,鳄鱼眼泪,香炉,蜡烛,红宝石,萤火虫
  6. RR=203 anchor_m=161 Swiss=9 | 熏香,煅烧釜,彩虹药水,红宝石,瓶装闪电,蜡烛,萤火虫,火焰药水
  7. RR=193 anchor_m=176 Swiss=8 | 贤者之石,香炉,熏香,煅烧釜,蜡烛,火焰药水,红宝石,萤火虫
  8. RR=189 anchor_m=183 Swiss=8 | 熏香,煅烧釜,云精灵,火焰药水,香炉,蜡烛,红宝石,萤火虫
  9. RR=206 anchor_m=139 Swiss=9 | 熏香,煅烧釜,鳄鱼眼泪,彩虹药水,红宝石,蜡烛,萤火虫,火焰药水
  10. RR=187 anchor_m=168 Swiss=8 | 熏香,火焰药水,煅烧釜,香炉,瓶装闪电,蜡烛,红宝石,萤火虫
  11. RR=207 anchor_m=125 Swiss=9 | 熏香,瓶装闪电,红宝石,鳄鱼眼泪,蜡烛,煅烧釜,萤火虫,彩虹药水
  12. RR=180 anchor_m=172 Swiss=8 | 碎瓶,熏香,瓶装闪电,红宝石,蜡烛,煅烧釜,萤火虫,彩虹药水
  13. RR=194 anchor_m=142 Swiss=8 | 熏香,红宝石,蜡烛,煅烧釜,云精灵,萤火虫,火焰药水,彩虹药水
  14. RR=180 anchor_m=160 Swiss=8 | 贤者之石,熏香,煅烧釜,彩虹药水,蜡烛,红宝石,萤火虫,火焰药水
  15. RR=192 anchor_m=131 Swiss=8 | 熏香,鳄鱼眼泪,瓶装闪电,煅烧釜,香炉,红宝石,萤火虫,贤者之石,彩虹药水
  16. RR=201 anchor_m=106 Swiss=8 | 熏香,煅烧釜,鳄鱼眼泪,彩虹药水,红宝石,萤火虫,香炉,火焰药水,塔兹迪亚匕首
  17. RR=228 anchor_m=52 Swiss=8 | 熏香,煅烧釜,瓶装闪电,鳄鱼眼泪,彩虹药水,红宝石,萤火虫,香炉,火焰药水
  18. RR=207 anchor_m=93 Swiss=9 | 瓶装闪电,熏香,煅烧釜,云精灵,鳄鱼眼泪,红宝石,萤火虫,香炉,彩虹药水
  19. RR=183 anchor_m=139 Swiss=9 | 熏香,红宝石,瓶装闪电,蜡烛,煅烧釜,云精灵,萤火虫,彩虹药水
  20. RR=205 anchor_m=90 Swiss=9 | 熏香,鳄鱼眼泪,瓶装闪电,碎瓶,煅烧釜,香炉,红宝石,萤火虫,彩虹药水

[GDF] seeds: 猫头鹰奥利
[GDF] size=10 top 20
  1. RR=282 anchor_m=7 Swiss=9 | 曲颈甑,鳄鱼眼泪,香炉,猫头鹰奥利,瓶装闪电,彩虹药水,煅烧釜,红宝石
  2. RR=282 anchor_m=12 Swiss=10 | 曲颈甑,火焰药水,鳄鱼眼泪,香炉,猫头鹰奥利,瓶装闪电,煅烧釜,红宝石
  3. RR=271 anchor_m=-1 Swiss=9 | 曲颈甑,香炉,猫头鹰奥利,煅烧釜,鳄鱼眼泪,彩虹药水,红宝石,火焰药水
  4. RR=258 anchor_m=2 Swiss=9 | 曲颈甑,鳄鱼眼泪,香炉,猫头鹰奥利,瓶装闪电,塔兹迪亚匕首,煅烧釜,红宝石
  5. RR=253 anchor_m=0 Swiss=9 | 瓶装闪电,曲颈甑,香炉,猫头鹰奥利,煅烧釜,云精灵,鳄鱼眼泪,红宝石
  6. RR=250 anchor_m=-2 Swiss=8 | 曲颈甑,香炉,鳄鱼眼泪,猫头鹰奥利,煅烧釜,云精灵,红宝石,火焰药水
  7. RR=247 anchor_m=2 Swiss=8 | 曲颈甑,鳄鱼眼泪,红宝石,香炉,猫头鹰奥利,彩虹药水,煅烧釜,萤火虫
  8. RR=240 anchor_m=6 Swiss=9 | 曲颈甑,香炉,鳄鱼眼泪,猫头鹰奥利,煅烧釜,红宝石,火焰药水,塔兹迪亚匕首
  9. RR=217 anchor_m=35 Swiss=8 | 曲颈甑,香炉,猫头鹰奥利,煅烧釜,彩虹药水,瓶装闪电,萤火虫,红宝石
  10. RR=230 anchor_m=7 Swiss=9 | 曲颈甑,彩虹药水,鳄鱼眼泪,红宝石,香炉,猫头鹰奥利,煅烧釜,云精灵
  11. RR=222 anchor_m=16 Swiss=8 | 曲颈甑,贤者之石,香炉,猫头鹰奥利,煅烧釜,瓶装闪电,鳄鱼眼泪,红宝石
  12. RR=228 anchor_m=-2 Swiss=8 | 萤火虫,鳄鱼眼泪,曲颈甑,香炉,猫头鹰奥利,煅烧釜,瓶装闪电,红宝石
  13. RR=211 anchor_m=22 Swiss=8 | 曲颈甑,鳄鱼眼泪,香炉,猫头鹰奥利,碎瓶,瓶装闪电,煅烧釜,红宝石
  14. RR=210 anchor_m=3 Swiss=8 | 曲颈甑,香炉,鳄鱼眼泪,猫头鹰奥利,萤火虫,煅烧釜,红宝石,火焰药水
  15. RR=200 anchor_m=6 Swiss=8 | 曲颈甑,香炉,鳄鱼眼泪,贤者之石,猫头鹰奥利,煅烧釜,红宝石,火焰药水
  16. RR=200 anchor_m=-2 Swiss=8 | 曲颈甑,贤者之石,香炉,鳄鱼眼泪,猫头鹰奥利,煅烧釜,彩虹药水,红宝石
  17. RR=193 anchor_m=9 Swiss=9 | 曲颈甑,火焰药水,香炉,猫头鹰奥利,煅烧釜,彩虹药水,瓶装闪电,红宝石
  18. RR=179 anchor_m=29 Swiss=8 | 曲颈甑,拆信刀,鳄鱼眼泪,香炉,猫头鹰奥利,瓶装闪电,煅烧釜,红宝石
  19. RR=182 anchor_m=15 Swiss=7 | 曲颈甑,贤者之石,瓶装闪电,香炉,猫头鹰奥利,煅烧釜,红宝石,彩虹药水
  20. RR=191 anchor_m=-5 Swiss=8 | 硫磺,曲颈甑,香炉,鳄鱼眼泪,猫头鹰奥利,煅烧釜,红宝石,火焰药水

[GDF] seeds: 瓶装闪电
[GDF] size=10 top 20
  1. RR=274 anchor_m=238 Swiss=9 | 碎瓶,蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水
  2. RR=259 anchor_m=240 Swiss=9 | 蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水,贤者之石
  3. RR=254 anchor_m=245 Swiss=9 | 蜡烛,碎瓶,瓶装闪电,红宝石,香炉,煅烧釜,火焰药水,塔兹迪亚匕首
  4. RR=238 anchor_m=232 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,贤者之石,煅烧釜,火焰药水,碎瓶
  5. RR=239 anchor_m=213 Swiss=9 | 彩虹药水,蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,云精灵,火焰药水
  6. RR=227 anchor_m=211 Swiss=9 | 蜡烛,瓶装闪电,红宝石,拆信刀,香炉,煅烧釜,彩虹药水,火焰药水
  7. RR=222 anchor_m=205 Swiss=9 | 手术刀,蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水
  8. RR=218 anchor_m=189 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水,塔兹迪亚匕首
  9. RR=209 anchor_m=200 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,蛇怪之牙,碎瓶,火焰药水
  10. RR=204 anchor_m=198 Swiss=9 | 蜡烛,碎瓶,瓶装闪电,红宝石,香炉,云精灵,煅烧釜,火焰药水
  11. RR=198 anchor_m=189 Swiss=8 | 蜡烛,碎瓶,瓶装闪电,手术刀,红宝石,香炉,煅烧釜,火焰药水
  12. RR=195 anchor_m=190 Swiss=8 | 蜡烛,碎瓶,瓶装闪电,红宝石,硫磺,香炉,煅烧釜,火焰药水
  13. RR=194 anchor_m=189 Swiss=8 | 蜡烛,碎瓶,拆信刀,瓶装闪电,红宝石,香炉,煅烧釜,火焰药水
  14. RR=197 anchor_m=178 Swiss=9 | 硫磺,蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水
  15. RR=193 anchor_m=169 Swiss=9 | 蜡烛,萤火虫,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水
  16. RR=187 anchor_m=180 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,贤者之石,煅烧釜,火焰药水,塔兹迪亚匕首
  17. RR=194 anchor_m=128 Swiss=8 | 蜡烛,手术刀,蛇怪之牙,彩虹药水,瓶装闪电,红宝石,香炉,煅烧釜
  18. RR=176 anchor_m=163 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,彩虹药水,火焰药水,剧毒药水
  19. RR=194 anchor_m=115 Swiss=8 | 彩虹药水,蜡烛,瓶装闪电,红宝石,香炉,煅烧釜,蛇怪之牙,火焰药水
  20. RR=170 anchor_m=159 Swiss=8 | 蜡烛,瓶装闪电,红宝石,香炉,贤者之石,煅烧釜,火焰药水,硫磺

[GDF] seeds: 生命导体
[GDF] size=10 top 20
  1. RR=293 anchor_m=217 Swiss=9 | 贤者之石,毒液注射,翡翠,腐朽圣像,真菌孢子,笔与墨,毒液,生命导体
  2. RR=283 anchor_m=281 Swiss=9 | 真菌孢子,腐朽圣像,笔与墨,毒蜥,生命导体,贤者之石,翡翠,毒液注射
  3. RR=269 anchor_m=240 Swiss=8 | 毒液注射,腐朽圣像,真菌孢子,黑玫瑰,笔与墨,毒液,翡翠,生命导体
  4. RR=282 anchor_m=193 Swiss=10 | 腐朽圣像,真菌孢子,毒液注射,笔与墨,毒液,毒蜥,翡翠,生命导体
  5. RR=246 anchor_m=246 Swiss=8 | 真菌孢子,翡翠,笔与墨,生命导体,腐朽圣像,贤者之石,毒液注射,黑玫瑰
  6. RR=249 anchor_m=235 Swiss=9 | 生命导体,翡翠,毒蜥,笔与墨,毒液,贤者之石,腐朽圣像,真菌孢子
  7. RR=239 anchor_m=239 Swiss=9 | 腐朽圣像,真菌孢子,毒芹,毒液注射,笔与墨,贤者之石,翡翠,生命导体
  8. RR=259 anchor_m=198 Swiss=8 | 腐朽圣像,真菌孢子,毒芹,毒液注射,笔与墨,毒液,翡翠,生命导体
  9. RR=251 anchor_m=208 Swiss=8 | 腐朽圣像,真菌孢子,毒液注射,笔与墨,翡翠,曲颈甑,生命导体
  10. RR=237 anchor_m=235 Swiss=9 | 腐朽圣像,真菌孢子,毒液注射,黑玫瑰,笔与墨,翡翠,生命导体,毒蜥
  11. RR=236 anchor_m=236 Swiss=8 | 贤者之石,毒液注射,腐朽圣像,真菌孢子,笔与墨,毒液,黑玫瑰,生命导体
  12. RR=230 anchor_m=228 Swiss=9 | 生命导体,翡翠,笔与墨,毒液,毒液注射,贤者之石,颠茄,真菌孢子
  13. RR=224 anchor_m=224 Swiss=8 | 毒液注射,真菌孢子,颠茄,笔与墨,毒蜥,生命导体,翡翠,贤者之石
  14. RR=226 anchor_m=195 Swiss=8 | 毒蜥,真菌孢子,翡翠,笔与墨,毒液,曲颈甑,毒液注射,生命导体
  15. RR=223 anchor_m=187 Swiss=8 | 毒液注射,翡翠,腐朽圣像,彩虹药水,真菌孢子,笔与墨,毒液,生命导体
  16. RR=200 anchor_m=193 Swiss=9 | 曲颈甑,生命导体,翡翠,笔与墨,毒液,毒蜥,贤者之石,真菌孢子
  17. RR=223 anchor_m=129 Swiss=8 | 翡翠,腐朽圣像,真菌孢子,笔与墨,毒液,生命导体,曲颈甑
  18. RR=191 anchor_m=191 Swiss=8 | 真菌孢子,翡翠,笔与墨,彩虹药水,生命导体,腐朽圣像,贤者之石,毒液注射
  19. RR=192 anchor_m=188 Swiss=9 | 毒芹,贤者之石,翡翠,腐朽圣像,真菌孢子,笔与墨,毒液,生命导体
  20. RR=189 anchor_m=189 Swiss=8 | 贤者之石,毒液注射,腐朽圣像,真菌孢子,笔与墨,毒液,毒蜥,生命导体

[GDF] seeds: 真菌孢子
[GDF] size=10 top 20
  1. RR=291 anchor_m=184 Swiss=10 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,昏睡药水,地刺陷阱
  2. RR=261 anchor_m=209 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,贤者之石,蜡烛,倒刺利爪,毒液,地刺陷阱
  3. RR=266 anchor_m=189 Swiss=9 | 火焰药水,鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱
  4. RR=265 anchor_m=183 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,香炉,地刺陷阱
  5. RR=278 anchor_m=145 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,彩虹药水,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱
  6. RR=258 anchor_m=179 Swiss=9 | 鳄鱼眼泪,翡翠,红宝石,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱
  7. RR=233 anchor_m=220 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,毒蜥,倒刺利爪,毒液,地刺陷阱
  8. RR=241 anchor_m=184 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,瓶装闪电,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱
  9. RR=232 anchor_m=182 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,拆信刀,倒刺利爪,毒液,地刺陷阱
  10. RR=215 anchor_m=205 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,毒芹,蜡烛,倒刺利爪,毒液,地刺陷阱
  11. RR=221 anchor_m=187 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱,剧毒药水
  12. RR=218 anchor_m=191 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,萤火虫,蜡烛,倒刺利爪,毒液,地刺陷阱
  13. RR=210 anchor_m=200 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱,嗅盐
  14. RR=223 anchor_m=167 Swiss=9 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,手术刀,倒刺利爪,毒液,地刺陷阱
  15. RR=207 anchor_m=194 Swiss=9 | 鳄鱼眼泪,翡翠,昏睡药水,真菌孢子,毒液注射,倒刺利爪,毒液,煅烧釜,地刺陷阱
  16. RR=201 anchor_m=187 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,熏香,倒刺利爪,毒液,地刺陷阱
  17. RR=202 anchor_m=184 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,黑玫瑰,倒刺利爪,毒液,地刺陷阱
  18. RR=198 anchor_m=185 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱,云精灵
  19. RR=197 anchor_m=182 Swiss=8 | 鳄鱼眼泪,翡翠,再生药水,真菌孢子,毒液注射,蜡烛,倒刺利爪,毒液,地刺陷阱
  20. RR=194 anchor_m=181 Swiss=8 | 鳄鱼眼泪,翡翠,真菌孢子,毒液注射,飞蛾粉末,蜡烛,倒刺利爪,毒液,地刺陷阱

[GDF] seeds: 研钵与研杵
[GDF] size=10 top 20
  1. RR=204 anchor_m=135 Swiss=9 | 研钵与研杵,魔法飞毯,拆信刀,倒刺利爪,手术刀,地刺陷阱,蛇怪之牙,猫头鹰奥利
  2. RR=200 anchor_m=152 Swiss=9 | 研钵与研杵,手术刀,云精灵,香炉,倒刺利爪,蜡烛,地刺陷阱,蛇怪之牙
  3. RR=194 anchor_m=163 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,拆信刀,地刺陷阱,蛇怪之牙
  4. RR=194 anchor_m=158 Swiss=8 | 贤者之石,研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,地刺陷阱,蛇怪之牙
  5. RR=196 anchor_m=140 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,彩虹药水,地刺陷阱,蛇怪之牙
  6. RR=187 anchor_m=150 Swiss=9 | 研钵与研杵,魔法飞毯,倒刺利爪,手术刀,猫头鹰奥利,地刺陷阱,蛇怪之牙,鳄鱼眼泪
  7. RR=184 anchor_m=156 Swiss=9 | 研钵与研杵,魔法飞毯,拆信刀,猫头鹰奥利,手术刀,云精灵,地刺陷阱,蛇怪之牙
  8. RR=185 anchor_m=151 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,地刺陷阱,真菌孢子,蛇怪之牙
  9. RR=187 anchor_m=138 Swiss=9 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,地刺陷阱,蛇怪之牙,红宝石
  10. RR=188 anchor_m=131 Swiss=8 | 倒刺利爪,研钵与研杵,魔法飞毯,手术刀,地刺陷阱,猫头鹰奥利,瓶装闪电,蛇怪之牙
  11. RR=176 anchor_m=143 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,黑玫瑰,地刺陷阱,蛇怪之牙
  12. RR=174 anchor_m=147 Swiss=8 | 研钵与研杵,手术刀,云精灵,黑曜石碎片,倒刺利爪,蜡烛,地刺陷阱,蛇怪之牙
  13. RR=172 anchor_m=147 Swiss=9 | 研钵与研杵,手术刀,云精灵,倒刺利爪,塔兹迪亚匕首,蜡烛,地刺陷阱,蛇怪之牙
  14. RR=174 anchor_m=141 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,地刺陷阱,翡翠,蛇怪之牙
  15. RR=168 anchor_m=151 Swiss=7 | 研钵与研杵,手术刀,云精灵,倒刺利爪,没药,蜡烛,地刺陷阱,蛇怪之牙
  16. RR=169 anchor_m=129 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,熏香,蜡烛,地刺陷阱,蛇怪之牙
  17. RR=168 anchor_m=130 Swiss=8 | 研钵与研杵,魔法飞毯,拆信刀,猫头鹰奥利,手术刀,地刺陷阱,瓶装闪电,蛇怪之牙
  18. RR=169 anchor_m=127 Swiss=9 | 研钵与研杵,魔法飞毯,倒刺利爪,彩虹药水,拆信刀,手术刀,地刺陷阱,蛇怪之牙
  19. RR=163 anchor_m=138 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,地刺陷阱,嗅盐,蛇怪之牙
  20. RR=162 anchor_m=139 Swiss=8 | 研钵与研杵,手术刀,云精灵,倒刺利爪,蜡烛,毒蜥,地刺陷阱,蛇怪之牙

[GDF] seeds: 硫磺
[GDF] size=10 top 20
  1. RR=273 anchor_m=214 Swiss=10 | 火焰药水,煅烧釜,彩虹药水,硫磺,蜡烛,香炉,碎瓶,红宝石
  2. RR=264 anchor_m=256 Swiss=9 | 煅烧釜,云精灵,火焰药水,瓶装闪电,硫磺,香炉,红宝石,蜡烛
  3. RR=262 anchor_m=252 Swiss=9 | 煅烧釜,硫磺,香炉,红宝石,贤者之石,瓶装闪电,蜡烛,火焰药水
  4. RR=259 anchor_m=209 Swiss=9 | 彩虹药水,香炉,红宝石,瓶装闪电,蜡烛,火焰药水,煅烧釜,硫磺
  5. RR=249 anchor_m=217 Swiss=9 | 煅烧釜,硫磺,香炉,红宝石,贤者之石,蜡烛,彩虹药水,火焰药水
  6. RR=245 anchor_m=195 Swiss=9 | 火焰药水,煅烧釜,云精灵,彩虹药水,硫磺,蜡烛,香炉,红宝石
  7. RR=224 anchor_m=211 Swiss=8 | 煅烧釜,彩虹药水,瓶装闪电,硫磺,香炉,红宝石,贤者之石,蜡烛
  8. RR=220 anchor_m=187 Swiss=9 | 彩虹药水,煅烧釜,云精灵,硫磺,瓶装闪电,蜡烛,香炉,红宝石
  9. RR=218 anchor_m=170 Swiss=8 | 彩虹药水,煅烧釜,硫磺,碎瓶,瓶装闪电,蜡烛,香炉,红宝石
  10. RR=199 anchor_m=169 Swiss=8 | 彩虹药水,煅烧釜,硫磺,瓶装闪电,塔兹迪亚匕首,蜡烛,香炉,红宝石
  11. RR=192 anchor_m=147 Swiss=9 | 硫磺,煅烧釜,香炉,彩虹药水,萤火虫,红宝石,瓶装闪电,蜡烛
  12. RR=183 anchor_m=158 Swiss=8 | 火焰药水,煅烧釜,彩虹药水,硫磺,蜡烛,拆信刀,香炉,红宝石
  13. RR=205 anchor_m=107 Swiss=8 | 火焰药水,煅烧釜,彩虹药水,蛇怪之牙,硫磺,蜡烛,香炉,红宝石
  14. RR=188 anchor_m=130 Swiss=8 | 昏睡药水,彩虹药水,煅烧釜,硫磺,瓶装闪电,蜡烛,香炉,红宝石
  15. RR=177 anchor_m=151 Swiss=8 | 瓶装闪电,彩虹药水,红宝石,火焰药水,鳄鱼眼泪,香炉,煅烧釜,贤者之石,硫磺
  16. RR=167 anchor_m=158 Swiss=9 | 彩虹药水,煅烧釜,硫磺,瓶装闪电,蜡烛,香炉,红宝石,手术刀
  17. RR=190 anchor_m=107 Swiss=8 | 火焰药水,煅烧釜,彩虹药水,硫磺,蜡烛,香炉,昏睡药水,红宝石
