# gdf_enumerate_anchor_top1: full Top-K per anchor (last size tier only)
[GDF] seeds: 三花
[GDF] size=8 top 20
  1. RR=262 anchor_m=174 Swiss=9 | 手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫
  18. RR=176 anchor_m=176 Swiss=8 | 海螺壳,葡萄弹,打火机,绵鳚,海底热泉,水草,燃烧响炮
  19. RR=179 anchor_m=165 Swiss=8 | 打火机,绵鳚,海底热泉,珊瑚,水草,皮皮虾,燃烧响炮
  20. RR=170 anchor_m=170 Swiss=8 | 打火机,绵鳚,海底热泉,珊瑚,海螺壳,燃烧响炮,淬锋钢

[GDF] seeds: 独角鲸
[GDF] size=8 top 20
  1. RR=253 anchor_m=226 Swiss=8 | 鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸,葡萄弹
  2. RR=233 anchor_m=231 Swiss=9 | 鲨齿爪,舱底蠕虫,靴里剑,手斧,左轮手枪,弹簧刀,独角鲸
  3. RR=223 anchor_m=222 Swiss=8 | 手雷,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸
  4. RR=215 anchor_m=215 Swiss=9 | 鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸,刺刀
  5. RR=211 anchor_m=211 Swiss=8 | 手雷,鲨齿爪,靴里剑,舱底蠕虫,手斧,独角鲸,刺刀
  6. RR=220 anchor_m=163 Swiss=9 | 珊瑚,淬锋钢,马龙鱼,弹簧刀,鲨齿爪,独角鲸
  7. RR=197 anchor_m=197 Swiss=8 | 水草,淬锋钢,独角鲸,水母,迷幻蝠鲼,海螺壳,毒须鲶,珊瑚
  8. RR=199 anchor_m=192 Swiss=9 | 流星索,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸
  9. RR=195 anchor_m=195 Swiss=8 | 鲨齿爪,靴里剑,左轮手枪,舱底蠕虫,手斧,独角鲸,刺刀
  10. RR=194 anchor_m=192 Swiss=8 | 流星索,鲨齿爪,舱底蠕虫,手斧,靴里剑,独角鲸,刺刀
  11. RR=192 anchor_m=190 Swiss=8 | 鲨齿爪,舱底蠕虫,手斧,靴里剑,迷你弯刀,弹簧刀,独角鲸
  12. RR=188 anchor_m=188 Swiss=8 | 手雷,靴里剑,鲨齿爪,舱底蠕虫,手斧,弹簧刀,独角鲸
  13. RR=187 anchor_m=182 Swiss=9 | 珊瑚,湿件战服,淬锋钢,马龙鱼,弹簧刀,独角鲸
  14. RR=183 anchor_m=183 Swiss=8 | 流星索,鲨齿爪,舱底蠕虫,手斧,葡萄弹,独角鲸,刺刀
  15. RR=184 anchor_m=179 Swiss=8 | 靴里剑,手斧,鲨齿爪,淬锋钢,飞鱼,弹簧刀,独角鲸
  16. RR=190 anchor_m=161 Swiss=8 | 珊瑚,淬锋钢,马龙鱼,弹簧刀,独角鲸,水草,海螺壳
  17. RR=181 anchor_m=177 Swiss=9 | 珊瑚,淬锋钢,马龙鱼,弹簧刀,独角鲸,迷幻蝠鲼,水草
  18. RR=175 anchor_m=175 Swiss=7 | 葡萄弹,鲨齿爪,靴里剑,舱底蠕虫,手斧,独角鲸,刺刀
  19. RR=173 anchor_m=171 Swiss=8 | 水草,湿件战服,淬锋钢,武士刀,弹簧刀,独角鲸
  20. RR=170 anchor_m=170 Swiss=8 | 鲨齿爪,舱底蠕虫,靴里剑,手斧,弹簧刀,独角鲸,刺刀

[GDF] seeds: 狼筅
[GDF] size=8 top 20
  1. RR=280 anchor_m=227 Swiss=9 | 燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珊瑚
  2. RR=261 anchor_m=240 Swiss=9 | 燃烧响炮,打火机,绵鳚,海底热泉,狼筅,海螺壳
  3. RR=255 anchor_m=204 Swiss=10 | 燃烧响炮,打火机,绵鳚,海底热泉,葡萄弹,狼筅
  4. RR=249 anchor_m=197 Swiss=8 | 靴里剑,燃烧响炮,打火机,绵鳚,海底热泉,狼筅
  5. RR=231 anchor_m=216 Swiss=8 | 燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珍珠
  6. RR=236 anchor_m=197 Swiss=9 | 燃烧响炮,手斧,打火机,绵鳚,海底热泉,狼筅
  7. RR=240 anchor_m=188 Swiss=9 | 狼筅,水草,绵鳚,毒须鲶,雪怪蟹,海螺壳,珊瑚
  8. RR=238 anchor_m=191 Swiss=9 | 舱底蠕虫,狼筅,手斧,淬锋钢,鲨齿爪,靴里剑
  9. RR=214 anchor_m=200 Swiss=8 | 狼筅,水草,绵鳚,毒须鲶,迷幻蝠鲼,皮皮虾,珊瑚
  10. RR=217 anchor_m=193 Swiss=8 | 燃烧响炮,舱底蠕虫,打火机,绵鳚,海底热泉,狼筅
  11. RR=219 anchor_m=178 Swiss=8 | 燃烧响炮,打火机,绵鳚,海底热泉,藏刃匕首,狼筅
  12. RR=199 anchor_m=193 Swiss=9 | 葡萄弹,燃烧响炮,打火机,绵鳚,火炮,狼筅
  13. RR=217 anchor_m=146 Swiss=9 | 燃烧响炮,淬锋钢,打火机,绵鳚,海底热泉,狼筅
  14. RR=194 anchor_m=175 Swiss=8 | 海螺壳,狼筅,水草,绵鳚,毒须鲶,珊瑚,打火机
  15. RR=185 anchor_m=184 Swiss=8 | 毒须鲶,燃烧响炮,打火机,绵鳚,海底热泉,狼筅
  16. RR=180 anchor_m=175 Swiss=8 | 皮皮虾,燃烧响炮,打火机,绵鳚,火炮,狼筅
  17. RR=179 anchor_m=175 Swiss=8 | 燃烧响炮,左轮手枪,打火机,绵鳚,海底热泉,狼筅
  18. RR=180 anchor_m=169 Swiss=8 | 燃烧响炮,打火机,绵鳚,海底热泉,三花,狼筅
  19. RR=172 anchor_m=161 Swiss=8 | 燃烧响炮,打火机,绵鳚,海底热泉,飞鱼,狼筅
  20. RR=173 anchor_m=151 Swiss=8 | 狼筅,水草,绵鳚,毒须鲶,迷幻蝠鲼,水母,珊瑚

[GDF] seeds: 珊瑚
[GDF] size=8 top 20
  1. RR=241 anchor_m=94 Swiss=8 | 舱底蠕虫,鲨齿爪,珊瑚,绵鳚,马龙鱼,淬锋钢
  2. RR=241 anchor_m=169 Swiss=9 | 珊瑚,马龙鱼,鲨齿爪,手斧,飞鱼,淬锋钢
  3. RR=232 anchor_m=169 Swiss=8 | 海螺壳,淬锋钢,鲨齿爪,绵鳚,马龙鱼,珊瑚
  4. RR=231 anchor_m=160 Swiss=10 | 珊瑚,马龙鱼,弹簧刀,鲨齿爪,飞鱼,淬锋钢
  5. RR=234 anchor_m=107 Swiss=9 | 燃烧响炮,淬锋钢,鲨齿爪,绵鳚,马龙鱼,珊瑚
  6. RR=203 anchor_m=167 Swiss=9 | 珊瑚,马龙鱼,鲨齿爪,靴里剑,飞鱼,淬锋钢
  7. RR=215 anchor_m=130 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,舱底蠕虫
  8. RR=210 anchor_m=113 Swiss=8 | 手斧,淬锋钢,鲨齿爪,绵鳚,马龙鱼,珊瑚
  9. RR=189 anchor_m=144 Swiss=8 | 珊瑚,水草,海螺壳,马龙鱼,弹簧刀,飞鱼,淬锋钢
  10. RR=185 anchor_m=139 Swiss=8 | 珊瑚,马龙鱼,弹簧刀,飞鱼,淬锋钢,手斧,左轮手枪
  11. RR=186 anchor_m=134 Swiss=9 | 珊瑚,马龙鱼,手斧,淬锋钢,鲨齿爪,左轮手枪
  12. RR=198 anchor_m=108 Swiss=8 | 藏刃匕首,淬锋钢,鲨齿爪,绵鳚,马龙鱼,珊瑚
  13. RR=186 anchor_m=130 Swiss=9 | 海螺壳,淬锋钢,狼筅,绵鳚,马龙鱼,珊瑚
  14. RR=190 anchor_m=122 Swiss=8 | 舱底蠕虫,手斧,飞鱼,淬锋钢,绵鳚,马龙鱼,珊瑚
  15. RR=176 anchor_m=134 Swiss=8 | 珊瑚,马龙鱼,手斧,淬锋钢,鲨齿爪,独角鲸
  16. RR=173 anchor_m=134 Swiss=8 | 珊瑚,马龙鱼,手斧,淬锋钢,鲨齿爪,迷你弯刀
  17. RR=177 anchor_m=122 Swiss=8 | 湿件战服,珊瑚,马龙鱼,弹簧刀,飞鱼,淬锋钢
  18. RR=172 anchor_m=131 Swiss=8 | 水草,珊瑚,迷幻蝠鲼,马龙鱼,弹簧刀,飞鱼,淬锋钢
  19. RR=189 anchor_m=89 Swiss=9 | 舱底蠕虫,珊瑚,鲨齿爪,弹簧刀,马龙鱼,淬锋钢
  20. RR=186 anchor_m=95 Swiss=8 | 舱底蠕虫,流星索,手斧,淬锋钢,绵鳚,马龙鱼,珊瑚

[GDF] seeds: 珊瑚护甲
[GDF] size=8 top 20
  1. RR=266 anchor_m=144 Swiss=8 | 珊瑚护甲,淬锋钢,水草,马龙鱼,弹簧刀,独角鲸
  2. RR=247 anchor_m=148 Swiss=9 | 钓鱼竿,毒须鲶,雪怪蟹,水母,珊瑚护甲,水草
  3. RR=209 anchor_m=198 Swiss=8 | 淬锋钢,飞鱼,珊瑚,水草,绵鳚,珊瑚护甲,鱼饵
  4. RR=230 anchor_m=150 Swiss=9 | 打火机,水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚护甲
  5. RR=247 anchor_m=110 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珍珠,珊瑚护甲
  6. RR=247 anchor_m=101 Swiss=10 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚,珊瑚护甲
  7. RR=226 anchor_m=128 Swiss=8 | 淬锋钢,飞鱼,水草,珊瑚护甲,弹簧刀,马龙鱼
  8. RR=194 anchor_m=187 Swiss=9 | 淬锋钢,飞鱼,迷幻蝠鲼,珊瑚,水草,绵鳚,珊瑚护甲
  9. RR=214 anchor_m=139 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚护甲,藏刃匕首
  10. RR=230 anchor_m=107 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,珊瑚护甲
  11. RR=192 anchor_m=164 Swiss=8 | 淬锋钢,飞鱼,马龙鱼,水草,珊瑚护甲,珊瑚
  12. RR=231 anchor_m=76 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚护甲,鱼饵
  13. RR=227 anchor_m=79 Swiss=9 | 钓鱼竿,毒须鲶,绵鳚,水草,打火机,珊瑚护甲
  14. RR=213 anchor_m=105 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,独角鲸,珊瑚护甲
  15. RR=178 anchor_m=172 Swiss=8 | 珊瑚护甲,淬锋钢,珊瑚,鱼饵,水草,绵鳚,独角鲸
  16. RR=186 anchor_m=154 Swiss=8 | 燃烧响炮,水草,绵鳚,毒须鲶,雪怪蟹,水母,珊瑚护甲
  17. RR=206 anchor_m=111 Swiss=9 | 钓鱼竿,毒须鲶,绵鳚,水草,珊瑚,珊瑚护甲
  18. RR=196 anchor_m=127 Swiss=8 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,珊瑚护甲
  19. RR=205 anchor_m=104 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,龙涎香,珊瑚护甲
  20. RR=176 anchor_m=147 Swiss=8 | 鱼饵,珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,珊瑚护甲

[GDF] seeds: 珍珠
[GDF] size=8 top 20
  1. RR=268 anchor_m=99 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,手斧,飞鱼,珍珠,水草
  2. RR=251 anchor_m=204 Swiss=9 | 海螺壳,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚
  3. RR=246 anchor_m=203 Swiss=10 | 鱼饵,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  4. RR=260 anchor_m=133 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,飞鱼,珍珠,珊瑚,水草
  5. RR=248 anchor_m=137 Swiss=9 | 马龙鱼,鲨齿爪,淬锋钢,飞鱼,珍珠,水草
  6. RR=245 anchor_m=123 Swiss=9 | 马龙鱼,弹簧刀,手斧,淬锋钢,飞鱼,珍珠,水草
  7. RR=243 anchor_m=115 Swiss=9 | 马龙鱼,绵鳚,淬锋钢,飞鱼,珍珠,水草,海螺壳
  8. RR=197 anchor_m=181 Swiss=9 | 海螺壳,珍珠,飞鱼,水母,雪怪蟹,毒须鲶,绵鳚,水草
  9. RR=207 anchor_m=159 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,迷幻蝠鲼,飞鱼,珍珠,水草
  10. RR=203 anchor_m=163 Swiss=8 | 马龙鱼,弹簧刀,珊瑚,淬锋钢,飞鱼,珍珠,水草
  11. RR=218 anchor_m=127 Swiss=9 | 水草,珍珠,马龙鱼,绵鳚,淬锋钢,手斧,独角鲸
  12. RR=194 anchor_m=170 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,食人鱼,飞鱼,珍珠,水草
  13. RR=187 anchor_m=177 Swiss=8 | 海螺壳,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,独角鲸
  14. RR=195 anchor_m=147 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,飞鱼,打火机,珍珠,水草
  15. RR=191 anchor_m=144 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,靴里剑,飞鱼,珍珠,水草
  16. RR=181 anchor_m=158 Swiss=8 | 马龙鱼,弹簧刀,淬锋钢,飞鱼,海螺壳,珍珠,水草
  17. RR=189 anchor_m=141 Swiss=8 | 马龙鱼,绵鳚,淬锋钢,弹簧刀,飞鱼,珍珠,水草
  18. RR=206 anchor_m=96 Swiss=8 | 水草,珍珠,马龙鱼,鲨齿爪,淬锋钢,独角鲸
  19. RR=173 anchor_m=155 Swiss=8 | 海螺壳,水草,珍珠,马龙鱼,绵鳚,淬锋钢,独角鲸
  20. RR=168 anchor_m=160 Swiss=7 | 珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,珊瑚,鱼饵

[GDF] seeds: 皮皮虾
[GDF] size=8 top 20
  1. RR=251 anchor_m=164 Swiss=9 | 水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,海螺壳
  2. RR=237 anchor_m=235 Swiss=9 | 燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,海底热泉,打火机
  3. RR=225 anchor_m=168 Swiss=8 | 珍珠,水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾
  4. RR=204 anchor_m=183 Swiss=9 | 鱼饵,珊瑚,火药角,皮皮虾,迷幻蝠鲼,绵鳚,水草,海螺壳
  5. RR=197 anchor_m=197 Swiss=8 | 手斧,燃烧响炮,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  6. RR=200 anchor_m=186 Swiss=9 | 海螺壳,火药角,皮皮虾,迷幻蝠鲼,绵鳚,珊瑚护甲,水草
  7. RR=215 anchor_m=149 Swiss=8 | 水草,海螺壳,鱼饵,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾
  8. RR=221 anchor_m=136 Swiss=8 | 皮皮虾,迷幻蝠鲼,飞鱼,水草,湿件战服,绵鳚,海螺壳
  9. RR=190 anchor_m=186 Swiss=8 | 燃烧响炮,水草,皮皮虾,迷幻蝠鲼,海底热泉,绵鳚,打火机
  10. RR=192 anchor_m=177 Swiss=8 | 珍珠,海螺壳,珊瑚,火药角,皮皮虾,迷幻蝠鲼,绵鳚,水草
  11. RR=191 anchor_m=177 Swiss=8 | 海螺壳,火药角,皮皮虾,迷幻蝠鲼,绵鳚,水草,珍珠,鱼饵
  12. RR=210 anchor_m=136 Swiss=8 | 皮皮虾,迷幻蝠鲼,飞鱼,水草,珊瑚护甲,绵鳚,海螺壳
  13. RR=185 anchor_m=185 Swiss=9 | 燃烧响炮,皮皮虾,迷幻蝠鲼,海底热泉,绵鳚,打火机,流星索
  14. RR=183 anchor_m=183 Swiss=9 | 燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,流星索,靴里剑
  15. RR=196 anchor_m=145 Swiss=8 | 珊瑚,水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾
  16. RR=175 anchor_m=175 Swiss=9 | 燃烧响炮,火炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机
  17. RR=181 anchor_m=149 Swiss=8 | 水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,水母,皮皮虾
  18. RR=174 anchor_m=155 Swiss=8 | 珍珠,水草,绵鳚,毒须鲶,雪怪蟹,迷幻蝠鲼,皮皮虾,海螺壳
  19. RR=183 anchor_m=136 Swiss=8 | 海螺壳,水草,珊瑚护甲,绵鳚,毒须鲶,迷幻蝠鲼,皮皮虾
  20. RR=176 anchor_m=147 Swiss=8 | 水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾

[GDF] seeds: 绵鳚
[GDF] size=8 top 20
  1. RR=260 anchor_m=246 Swiss=9 | 珊瑚,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  2. RR=248 anchor_m=246 Swiss=9 | 皮皮虾,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  3. RR=244 anchor_m=235 Swiss=9 | 珊瑚,鱼饵,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  4. RR=224 anchor_m=224 Swiss=8 | 水草,火药角,燃烧响炮,淬锋钢,打火机,绵鳚,海底热泉
  5. RR=211 anchor_m=211 Swiss=10 | 珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,打火机
  6. RR=219 anchor_m=193 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,鱼饵,珍珠,珊瑚
  7. RR=207 anchor_m=205 Swiss=8 | 珊瑚,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  8. RR=205 anchor_m=205 Swiss=8 | 珊瑚,飞鱼,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳
  9. RR=203 anchor_m=194 Swiss=9 | 沙滩充气球,珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草
  10. RR=200 anchor_m=200 Swiss=9 | 打火机,珊瑚,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草
  11. RR=206 anchor_m=181 Swiss=8 | 皮皮虾,迷幻蝠鲼,毒须鲶,绵鳚,水草,珍珠,海螺壳,鱼饵
  12. RR=197 anchor_m=190 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,飞鱼,海螺壳,珊瑚,鱼饵
  13. RR=193 anchor_m=193 Swiss=8 | 珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,藏刃匕首
  14. RR=193 anchor_m=188 Swiss=8 | 皮皮虾,迷幻蝠鲼,雪怪蟹,毒须鲶,绵鳚,水草,珍珠,海螺壳
  15. RR=190 anchor_m=190 Swiss=9 | 水草,燃烧响炮,淬锋钢,打火机,绵鳚,海底热泉,飞鱼
  16. RR=187 anchor_m=182 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,藏刃匕首,海螺壳,鱼饵,珊瑚
  17. RR=183 anchor_m=183 Swiss=8 | 珊瑚,水母,雪怪蟹,钓鱼竿,毒须鲶,绵鳚,水草
  18. RR=180 anchor_m=179 Swiss=8 | 珊瑚,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,藏刃匕首
  19. RR=175 anchor_m=167 Swiss=8 | 珊瑚,水母,雪怪蟹,毒须鲶,绵鳚,水草,龙涎香,海螺壳
  20. RR=173 anchor_m=168 Swiss=8 | 雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,鱼饵,食人鱼,珊瑚

[GDF] seeds: 舱底蠕虫
[GDF] size=8 top 20
  1. RR=257 anchor_m=58 Swiss=9 | 舱底蠕虫,手斧,弹簧刀,马龙鱼,淬锋钢,沙滩充气球
  2. RR=238 anchor_m=80 Swiss=10 | 舱底蠕虫,流星索,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  3. RR=224 anchor_m=98 Swiss=8 | 舱底蠕虫,鲨齿爪,飞鱼,手斧,马龙鱼,淬锋钢
  4. RR=224 anchor_m=84 Swiss=9 | 舱底蠕虫,皮皮虾,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  5. RR=201 anchor_m=127 Swiss=8 | 舱底蠕虫,葡萄弹,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  6. RR=195 anchor_m=134 Swiss=8 | 舱底蠕虫,手雷,鲨齿爪,手斧,马龙鱼,淬锋钢
  7. RR=210 anchor_m=101 Swiss=9 | 舱底蠕虫,流星索,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  8. RR=203 anchor_m=109 Swiss=8 | 舱底蠕虫,手雷,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  9. RR=219 anchor_m=68 Swiss=8 | 舱底蠕虫,鲨齿爪,手斧,弹簧刀,马龙鱼,淬锋钢
  10. RR=200 anchor_m=89 Swiss=9 | 舱底蠕虫,手斧,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  11. RR=195 anchor_m=82 Swiss=9 | 水草,舱底蠕虫,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  12. RR=180 anchor_m=111 Swiss=8 | 舱底蠕虫,流星索,手斧,弹簧刀,马龙鱼,珊瑚,淬锋钢
  13. RR=199 anchor_m=59 Swiss=9 | 水草,马龙鱼,绵鳚,淬锋钢,舱底蠕虫,手斧,飞鱼
  14. RR=180 anchor_m=90 Swiss=9 | 舱底蠕虫,抓钩,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  15. RR=179 anchor_m=90 Swiss=9 | 舱底蠕虫,鲨齿爪,藏刃匕首,手斧,马龙鱼,淬锋钢
  16. RR=178 anchor_m=89 Swiss=8 | 珊瑚,马龙鱼,绵鳚,鲨齿爪,淬锋钢,舱底蠕虫
  17. RR=181 anchor_m=82 Swiss=8 | 靴里剑,飞鱼,淬锋钢,鲨齿爪,舱底蠕虫,马龙鱼
  18. RR=192 anchor_m=53 Swiss=8 | 舱底蠕虫,靴里剑,手斧,飞鱼,弹簧刀,马龙鱼,淬锋钢
  19. RR=188 anchor_m=59 Swiss=7 | 舱底蠕虫,鹦鹉皮特,鲨齿爪,绵鳚,马龙鱼,淬锋钢
  20. RR=179 anchor_m=71 Swiss=8 | 靴里剑,淬锋钢,鲨齿爪,手斧,舱底蠕虫,马龙鱼

[GDF] seeds: 葡萄弹
[GDF] size=8 top 20
  1. RR=226 anchor_m=157 Swiss=9 | 手雷,填弹杆,步枪,靴里剑,葡萄弹,手斧
  2. RR=204 anchor_m=195 Swiss=9 | 鲨齿爪,靴里剑,流星索,火药角,手雷,手斧,葡萄弹
  3. RR=205 anchor_m=177 Swiss=8 | 鲨齿爪,靴里剑,火药角,手雷,手斧,葡萄弹,舱底蠕虫
  4. RR=184 anchor_m=177 Swiss=8 | 鲨齿爪,独角鲸,靴里剑,火药角,手雷,手斧,葡萄弹
  5. RR=206 anchor_m=120 Swiss=8 | 手雷,填弹杆,步枪,葡萄弹,珊瑚,手斧
  6. RR=217 anchor_m=96 Swiss=9 | 手雷,填弹杆,步枪,救生圈,葡萄弹
  7. RR=204 anchor_m=122 Swiss=10 | 流星索,手雷,填弹杆,步枪,手斧,葡萄弹
  8. RR=178 anchor_m=166 Swiss=8 | 鲨齿爪,靴里剑,火药角,手雷,三花,手斧,葡萄弹
  9. RR=171 anchor_m=161 Swiss=8 | 鲨齿爪,靴里剑,火药角,手雷,左轮手枪,手斧,葡萄弹
  10. RR=188 anchor_m=124 Swiss=8 | 手雷,填弹杆,步枪,葡萄弹,藏刃匕首,手斧
  11. RR=186 anchor_m=119 Swiss=8 | 手斧,手雷,填弹杆,步枪,弹簧刀,葡萄弹
  12. RR=171 anchor_m=134 Swiss=8 | 三花,手斧,手雷,填弹杆,步枪,葡萄弹
  13. RR=165 anchor_m=145 Swiss=8 | 鲨齿爪,靴里剑,火药角,手雷,手斧,葡萄弹,藏刃匕首
  14. RR=178 anchor_m=118 Swiss=8 | 手斧,手雷,填弹杆,步枪,刺刀,葡萄弹
  15. RR=173 anchor_m=121 Swiss=7 | 手雷,填弹杆,步枪,绵鳚,葡萄弹,淬锋钢
  16. RR=182 anchor_m=101 Swiss=8 | 手斧,手雷,填弹杆,步枪,舱底蠕虫,葡萄弹
  17. RR=185 anchor_m=91 Swiss=9 | 珊瑚,流星索,手雷,填弹杆,步枪,葡萄弹
  18. RR=166 anchor_m=127 Swiss=9 | 手斧,手雷,填弹杆,步枪,左轮手枪,葡萄弹
  19. RR=177 anchor_m=100 Swiss=8 | 手斧,手雷,填弹杆,步枪,淬锋钢,葡萄弹
  20. RR=169 anchor_m=108 Swiss=8 | 流星索,手雷,填弹杆,步枪,绵鳚,葡萄弹

[GDF] seeds: 藏刃匕首
[GDF] size=8 top 20
  1. RR=254 anchor_m=174 Swiss=9 | 手斧,鲨齿爪,藏刃匕首,葡萄弹,弹簧刀,左轮手枪,舱底蠕虫
  2. RR=249 anchor_m=163 Swiss=9 | 鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,葡萄弹,舱底蠕虫
  3. RR=224 anchor_m=204 Swiss=9 | 手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,刺刀,舱底蠕虫
  4. RR=221 anchor_m=192 Swiss=8 | 鲨齿爪,靴里剑,左轮手枪,刺刀,手斧,藏刃匕首,舱底蠕虫
  5. RR=225 anchor_m=179 Swiss=8 | 靴里剑,藏刃匕首,弹簧刀,马龙鱼,鲨齿爪,手斧
  6. RR=209 anchor_m=186 Swiss=8 | 鲨齿爪,珊瑚,淬锋钢,藏刃匕首,弹簧刀,马龙鱼
  7. RR=192 anchor_m=182 Swiss=8 | 鲨齿爪,靴里剑,手斧,独角鲸,弹簧刀,藏刃匕首,舱底蠕虫
  8. RR=189 anchor_m=176 Swiss=7 | 手雷,手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,舱底蠕虫
  9. RR=200 anchor_m=143 Swiss=8 | 鲨齿爪,手斧,淬锋钢,藏刃匕首,弹簧刀,马龙鱼
  10. RR=181 anchor_m=179 Swiss=7 | 手斧,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢,珊瑚
  11. RR=189 anchor_m=161 Swiss=8 | 靴里剑,手斧,藏刃匕首,弹簧刀,武士刀,刺刀,淬锋钢
  12. RR=184 anchor_m=168 Swiss=8 | 手雷,鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,舱底蠕虫
  13. RR=181 anchor_m=172 Swiss=8 | 手斧,鲨齿爪,藏刃匕首,弹簧刀,武士刀,舱底蠕虫
  14. RR=188 anchor_m=156 Swiss=8 | 鲨齿爪,手斧,藏刃匕首,弹簧刀,武士刀,淬锋钢
  15. RR=171 anchor_m=169 Swiss=8 | 狼筅,鲨齿爪,靴里剑,手斧,藏刃匕首,舱底蠕虫
  16. RR=168 anchor_m=154 Swiss=8 | 鲨齿爪,靴里剑,手斧,迷你弯刀,弹簧刀,藏刃匕首,舱底蠕虫
  17. RR=170 anchor_m=147 Swiss=8 | 流星索,鲨齿爪,绵鳚,靴里剑,手斧,藏刃匕首,舱底蠕虫
  18. RR=162 anchor_m=152 Swiss=9 | 手斧,鲨齿爪,藏刃匕首,飞鱼,弹簧刀,左轮手枪,舱底蠕虫
  19. RR=160 anchor_m=150 Swiss=8 | 流星索,手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,舱底蠕虫
